#FILE:                       ,char_LF_24_06_10again.dsu     
#FORMAT:                     ,NETZSCH5                      
#IDENTITY:                   ,char LF                       
#DECIMAL:                    ,POINT                         
#SEPARATOR:                  ,COMMA                         
#MTYPE:                      ,DTA                           
#MSUBTYPE:                   ,                              
#INSTRUMENT:                 ,NETZSCH STA 449 C             
#PROJECT:                    ,Torrefaction                  
#DATE/TIME:                  ,24/06/2010 16:20:36           
#CORR. FILE:                 ,char_GF_23_06_10.bsu          
#LABORATORY:                 ,Sustainable Research Energ    
#OPERATOR:                   ,EMF                           
#REMARK:                     ,                              
#SAMPLE:                     ,nonisoth oxid with init drying
#SAMPLE MASS /mg:            ,9.950                         
#MATERIAL:                   ,Alumina                       
#REFERENCE:                  ,Alumina                       
#REFERENCE MASS /mg:         ,0.000                         
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3         
#SAMPLE CRUCIBLE MASS /mg:   ,0.000                         
#REFERENCE CRUCIBLE MASS /mg:,0.000                         
#CORR. CODE:                 ,020                           
#EXO:                        ,-1                            
#RANGE:                      ,30.0....900.0/0.0....10.0K/min
#SEGMENT:                    ,S1-4/4                        

##Temp./øC,Time/min,DTA/(mW/mg),Segment
 96.63300,   18.44000,    -0.43204,2
 96.64700,   18.45000,    -0.43511,2
 96.66500,   18.46000,    -0.43198,2
 96.68100,   18.47000,    -0.43195,2
 96.69500,   18.48000,    -0.43709,2
 96.71100,   18.49000,    -0.43499,2
 96.72300,   18.50000,    -0.43600,2
 96.72900,   18.51000,    -0.43909,2
 96.74300,   18.52000,    -0.43389,2
 96.75500,   18.53000,    -0.43387,2
 96.77200,   18.54000,    -0.44107,2
 96.78200,   18.55000,    -0.43692,2
 96.79900,   18.56000,    -0.44102,2
 96.80800,   18.57000,    -0.44411,2
 96.81700,   18.58000,    -0.44718,2
 96.83600,   18.59000,    -0.43578,2
 96.84200,   18.60000,    -0.43887,2
 96.85800,   18.61000,    -0.44400,2
 96.87300,   18.62000,    -0.44604,2
 96.88200,   18.63000,    -0.44602,2
 96.89700,   18.64000,    -0.44186,2
 96.91000,   18.65000,    -0.43977,2
 96.91800,   18.66000,    -0.44079,2
 96.93500,   18.67000,    -0.44282,2
 96.94800,   18.68000,    -0.44279,2
 96.96000,   18.69000,    -0.44793,2
 96.96700,   18.70000,    -0.44895,2
 96.98000,   18.71000,    -0.44996,2
 96.99600,   18.72000,    -0.44889,2
 97.00900,   18.73000,    -0.45198,2
 97.02000,   18.74000,    -0.44781,2
 97.03500,   18.75000,    -0.44778,2
 97.04200,   18.76000,    -0.44777,2
 97.05900,   18.77000,    -0.44567,2
 97.07300,   18.78000,    -0.44874,2
 97.08300,   18.79000,    -0.44356,2
 97.09900,   18.80000,    -0.44147,2
 97.10700,   18.81000,    -0.44869,2
 97.12300,   18.82000,    -0.44245,2
 97.13300,   18.83000,    -0.44243,2
 97.14900,   18.84000,    -0.44240,2
 97.16900,   18.85000,    -0.44237,2
 97.17300,   18.86000,    -0.45061,2
 97.17900,   18.87000,    -0.44441,2
 97.19100,   18.88000,    -0.44542,2
 97.20200,   18.89000,    -0.44746,2
 97.21700,   18.90000,    -0.45155,2
 97.22500,   18.91000,    -0.44741,2
 97.23500,   18.92000,    -0.44739,2
 97.24500,   18.93000,    -0.44737,2
 97.26000,   18.94000,    -0.44528,2
 97.26900,   18.95000,    -0.44733,2
 97.28600,   18.96000,    -0.44729,2
 97.29800,   18.97000,    -0.45242,2
 97.31100,   18.98000,    -0.44518,2
 97.32500,   18.99000,    -0.44515,2
 97.33800,   19.00000,    -0.44513,2
 97.35300,   19.01000,    -0.44716,2
 97.35900,   19.02000,    -0.44921,2
 97.36800,   19.03000,    -0.44919,2
 97.37800,   19.04000,    -0.44814,2
 97.39000,   19.05000,    -0.44915,2
 97.39900,   19.06000,    -0.44398,2
 97.40400,   19.07000,    -0.44707,2
 97.42300,   19.08000,    -0.44702,2
 97.42900,   19.09000,    -0.44495,2
 97.44200,   19.10000,    -0.44287,2
 97.46100,   19.11000,    -0.44077,2
 97.47000,   19.12000,    -0.44075,2
 97.48300,   19.13000,    -0.43867,2
 97.50100,   19.14000,    -0.43452,2
 97.50200,   19.15000,    -0.43658,2
 97.51100,   19.16000,    -0.43656,2
 97.52500,   19.17000,    -0.44168,2
 97.53600,   19.18000,    -0.43651,2
 97.54600,   19.19000,    -0.44267,2
 97.55600,   19.20000,    -0.43956,2
 97.57500,   19.21000,    -0.44055,2
 97.58500,   19.22000,    -0.44568,2
 97.59100,   19.23000,    -0.44052,2
 97.60200,   19.24000,    -0.43844,2
 97.60600,   19.25000,    -0.44050,2
 97.61400,   19.26000,    -0.44562,2
 97.62900,   19.27000,    -0.43942,2
 97.64200,   19.28000,    -0.43322,2
 97.64700,   19.29000,    -0.43527,2
 97.66200,   19.30000,    -0.43524,2
 97.66900,   19.31000,    -0.43420,2
 97.68400,   19.32000,    -0.43622,2
 97.69400,   19.33000,    -0.43621,2
 97.71000,   19.34000,    -0.43414,2
 97.71200,   19.35000,    -0.43206,2
 97.72700,   19.36000,    -0.43306,2
 97.73000,   19.37000,    -0.42894,2
 97.74400,   19.38000,    -0.43302,2
 97.75200,   19.39000,    -0.43507,2
 97.76900,   19.40000,    -0.43709,2
 97.77300,   19.41000,    -0.42680,2
 97.78500,   19.42000,    -0.42883,2
 97.79200,   19.43000,    -0.43088,2
 97.80000,   19.44000,    -0.42778,2
 97.81400,   19.45000,    -0.43289,2
 97.82500,   19.46000,    -0.43596,2
 97.82900,   19.47000,    -0.42978,2
 97.84100,   19.48000,    -0.42976,2
 97.84900,   19.49000,    -0.42974,2
 97.86300,   19.50000,    -0.41944,2
 97.86800,   19.51000,    -0.42662,2
 97.87800,   19.52000,    -0.42455,2
 97.89300,   19.53000,    -0.42349,2
 97.90000,   19.54000,    -0.42553,2
 97.91200,   19.55000,    -0.42448,2
 97.91800,   19.56000,    -0.42550,2
 97.92300,   19.57000,    -0.42857,2
 97.93600,   19.58000,    -0.42958,2
 97.95300,   19.59000,    -0.42338,2
 97.95800,   19.60000,    -0.42234,2
 97.96600,   19.61000,    -0.42336,2
 97.97100,   19.62000,    -0.42026,2
 97.98200,   19.63000,    -0.41819,2
 97.99100,   19.64000,    -0.42331,2
 98.00000,   19.65000,    -0.41816,2
 98.01300,   19.66000,    -0.41916,2
 98.02200,   19.67000,    -0.41195,2
 98.02600,   19.68000,    -0.41605,2
 98.04000,   19.69000,    -0.41808,2
 98.04500,   19.70000,    -0.41499,2
 98.04700,   19.71000,    -0.41293,2
 98.06500,   19.72000,    -0.41598,2
 98.06700,   19.73000,    -0.41084,2
 98.08500,   19.74000,    -0.41287,2
 98.08700,   19.75000,    -0.40670,2
 98.09200,   19.76000,    -0.40669,2
 98.10100,   19.77000,    -0.40565,2
 98.11400,   19.78000,    -0.40460,2
 98.12300,   19.79000,    -0.40766,2
 98.13900,   19.80000,    -0.40763,2
 98.14300,   19.81000,    -0.40352,2
 98.14900,   19.82000,    -0.40556,2
 98.15800,   19.83000,    -0.40349,2
 98.17300,   19.84000,    -0.40347,2
 98.17800,   19.85000,    -0.40449,2
 98.18100,   19.86000,    -0.40448,2
 98.18900,   19.87000,    -0.40344,2
 98.20100,   19.88000,    -0.40547,2
 98.20400,   19.89000,    -0.40445,2
 98.21300,   19.90000,    -0.40032,2
 98.22400,   19.91000,    -0.40133,2
 98.23100,   19.92000,    -0.40029,2
 98.23300,   19.93000,    -0.40131,2
 98.24500,   19.94000,    -0.39410,2
 98.25100,   19.95000,    -0.39512,2
 98.26000,   19.96000,    -0.39203,2
 98.26900,   19.97000,    -0.39304,2
 98.28000,   19.98000,    -0.39712,2
 98.28100,   19.99000,    -0.39712,2
 98.29200,   20.00000,    -0.39608,2
 98.29300,   20.01000,    -0.39197,2
 98.30500,   20.02000,    -0.38991,2
 98.31400,   20.03000,    -0.39296,2
 98.32100,   20.04000,    -0.38782,2
 98.32600,   20.05000,    -0.38986,2
 98.33300,   20.06000,    -0.38369,2
 98.34900,   20.07000,    -0.38572,2
 98.35800,   20.08000,    -0.38570,2
 98.36600,   20.09000,    -0.38774,2
 98.37400,   20.10000,    -0.38670,2
 98.37900,   20.11000,    -0.38259,2
 98.38400,   20.12000,    -0.38156,2
 98.39700,   20.13000,    -0.38461,2
 98.39800,   20.14000,    -0.37846,2
 98.39600,   20.15000,    -0.37949,2
 98.40700,   20.16000,    -0.38256,2
 98.41700,   20.17000,    -0.37842,2
 98.42300,   20.18000,    -0.37431,2
 98.43100,   20.19000,    -0.37225,2
 98.44200,   20.20000,    -0.37428,2
 98.45100,   20.21000,    -0.37632,2
 98.44800,   20.22000,    -0.37530,2
 98.45400,   20.23000,    -0.37426,2
 98.46200,   20.24000,    -0.37527,2
 98.46900,   20.25000,    -0.37629,2
 98.47400,   20.26000,    -0.37423,2
 98.48400,   20.27000,    -0.37216,2
 98.48700,   20.28000,    -0.36806,2
 98.49200,   20.29000,    -0.37215,2
 98.49800,   20.30000,    -0.37522,2
 98.50700,   20.31000,    -0.36701,2
 98.51200,   20.32000,    -0.36904,2
 98.51600,   20.33000,    -0.36801,2
 98.52600,   20.34000,    -0.36697,2
 98.53400,   20.35000,    -0.36696,2
 98.53900,   20.36000,    -0.36490,2
 98.54400,   20.37000,    -0.36694,2
 98.54800,   20.38000,    -0.36078,2
 98.56300,   20.39000,    -0.36589,2
 98.56900,   20.40000,    -0.36588,2
 98.56900,   20.41000,    -0.36383,2
 98.57400,   20.42000,    -0.36689,2
 98.58600,   20.43000,    -0.36380,2
 98.59600,   20.44000,    -0.36891,2
 98.60000,   20.45000,    -0.36480,2
 98.60300,   20.46000,    -0.35660,2
 98.60500,   20.47000,    -0.35968,2
 98.61100,   20.48000,    -0.35761,2
 98.61500,   20.49000,    -0.34941,2
 98.62000,   20.50000,    -0.35145,2
 98.62600,   20.51000,    -0.34939,2
 98.63500,   20.52000,    -0.35143,2
 98.64700,   20.53000,    -0.35346,2
 98.64800,   20.54000,    -0.35755,2
 98.65800,   20.55000,    -0.35446,2
 98.66000,   20.56000,    -0.35344,2
 98.66800,   20.57000,    -0.35240,2
 98.67300,   20.58000,    -0.35444,2
 98.67300,   20.59000,    -0.35342,2
 98.68300,   20.60000,    -0.34930,2
 98.68700,   20.61000,    -0.34725,2
 98.69800,   20.62000,    -0.34621,2
 98.70100,   20.63000,    -0.35133,2
 98.71000,   20.64000,    -0.35030,2
 98.71200,   20.65000,    -0.34926,2
 98.71700,   20.66000,    -0.35028,2
 98.72000,   20.67000,    -0.34720,2
 98.72800,   20.68000,    -0.34821,2
 98.74300,   20.69000,    -0.34614,2
 98.74300,   20.70000,    -0.34819,2
 98.74600,   20.71000,    -0.34614,2
 98.75600,   20.72000,    -0.34612,2
 98.75400,   20.73000,    -0.34510,2
 98.76400,   20.74000,    -0.34713,2
 98.77100,   20.75000,    -0.34303,2
 98.77300,   20.76000,    -0.33893,2
 98.78100,   20.77000,    -0.33789,2
 98.78100,   20.78000,    -0.33994,2
 98.79000,   20.79000,    -0.33890,2
 98.79100,   20.80000,    -0.33788,2
 98.79800,   20.81000,    -0.34196,2
 98.80200,   20.82000,    -0.33991,2
 98.81000,   20.83000,    -0.34298,2
 98.81500,   20.84000,    -0.34194,2
 98.82500,   20.85000,    -0.33987,2
 98.82500,   20.86000,    -0.33578,2
 98.83100,   20.87000,    -0.33987,2
 98.84100,   20.88000,    -0.33371,2
 98.83700,   20.89000,    -0.33474,2
 98.84300,   20.90000,    -0.33166,2
 98.84300,   20.91000,    -0.33063,2
 98.85200,   20.92000,    -0.32960,2
 98.85600,   20.93000,    -0.32857,2
 98.86500,   20.94000,    -0.32549,2
 98.87100,   20.95000,    -0.33264,2
 98.87600,   20.96000,    -0.33263,2
 98.88100,   20.97000,    -0.33160,2
 98.88000,   20.98000,    -0.32444,2
 98.88700,   20.99000,    -0.32852,2
 98.89200,   21.00000,    -0.33159,2
 98.89300,   21.01000,    -0.32647,2
 98.90000,   21.02000,    -0.32339,2
 98.90700,   21.03000,    -0.32646,2
 98.90800,   21.04000,    -0.32646,2
 98.91100,   21.05000,    -0.32440,2
 98.92300,   21.06000,    -0.32643,2
 98.92000,   21.07000,    -0.32745,2
 98.92600,   21.08000,    -0.31721,2
 98.93200,   21.09000,    -0.32130,2
 98.93800,   21.10000,    -0.32640,2
 98.93700,   21.11000,    -0.32538,2
 98.94700,   21.12000,    -0.32230,2
 98.95600,   21.13000,    -0.32024,2
 98.95300,   21.14000,    -0.31718,2
 98.96100,   21.15000,    -0.31921,2
 98.96600,   21.16000,    -0.32943,2
 98.97800,   21.17000,    -0.32430,2
 98.97200,   21.18000,    -0.32329,2
 98.97600,   21.19000,    -0.32021,2
 98.98500,   21.20000,    -0.31611,2
 98.98700,   21.21000,    -0.31713,2
 98.99500,   21.22000,    -0.31814,2
 98.99700,   21.23000,    -0.31711,2
 99.00000,   21.24000,    -0.31609,2
 99.00700,   21.25000,    -0.31609,2
 99.01100,   21.26000,    -0.31710,2
 99.01100,   21.27000,    -0.31505,2
 99.01000,   21.28000,    -0.31096,2
 99.01500,   21.29000,    -0.30993,2
 99.02100,   21.30000,    -0.31606,2
 99.03000,   21.31000,    -0.31093,2
 99.02900,   21.32000,    -0.30991,2
 99.03200,   21.33000,    -0.30786,2
 99.03500,   21.34000,    -0.30581,2
 99.04000,   21.35000,    -0.30376,2
 99.04500,   21.36000,    -0.30989,2
 99.04800,   21.37000,    -0.30886,2
 99.05200,   21.38000,    -0.30988,2
 99.05500,   21.39000,    -0.30374,2
 99.06000,   21.40000,    -0.31089,2
 99.06500,   21.41000,    -0.30782,2
 99.07000,   21.42000,    -0.30576,2
 99.07300,   21.43000,    -0.30883,2
 99.07600,   21.44000,    -0.30678,2
 99.08600,   21.45000,    -0.30472,2
 99.08600,   21.46000,    -0.30370,2
 99.08700,   21.47000,    -0.30267,2
 99.09700,   21.48000,    -0.30368,2
 99.09800,   21.49000,    -0.30164,2
 99.09800,   21.50000,    -0.30777,2
 99.10500,   21.51000,    -0.30777,2
 99.10800,   21.52000,    -0.30266,2
 99.11000,   21.53000,    -0.30264,2
 99.11000,   21.54000,    -0.30367,2
 99.11500,   21.55000,    -0.30468,2
 99.12000,   21.56000,    -0.30365,2
 99.12000,   21.57000,    -0.30468,2
 99.12600,   21.58000,    -0.30467,2
 99.13300,   21.59000,    -0.30261,2
 99.13100,   21.60000,    -0.30057,2
 99.13800,   21.61000,    -0.30158,2
 99.14500,   21.62000,    -0.29749,2
 99.14700,   21.63000,    -0.30362,2
 99.14600,   21.64000,    -0.30055,2
 99.15000,   21.65000,    -0.29646,2
 99.15300,   21.66000,    -0.29032,2
 99.16200,   21.67000,    -0.29235,2
 99.16700,   21.68000,    -0.29541,2
 99.16500,   21.69000,    -0.29439,2
 99.16800,   21.70000,    -0.29950,2
 99.17200,   21.71000,    -0.29950,2
 99.17000,   21.72000,    -0.29950,2
 99.18000,   21.73000,    -0.29642,2
 99.18300,   21.74000,    -0.29539,2
 99.19100,   21.75000,    -0.29334,2
 99.19300,   21.76000,    -0.30253,2
 99.20100,   21.77000,    -0.29537,2
 99.20000,   21.78000,    -0.29537,2
 99.20300,   21.79000,    -0.29639,2
 99.20800,   21.80000,    -0.29537,2
 99.21100,   21.81000,    -0.29740,2
 99.21700,   21.82000,    -0.29842,2
 99.21700,   21.83000,    -0.29126,2
 99.22100,   21.84000,    -0.29432,2
 99.22300,   21.85000,    -0.29330,2
 99.22900,   21.86000,    -0.29533,2
 99.23300,   21.87000,    -0.29431,2
 99.23600,   21.88000,    -0.29124,2
 99.23400,   21.89000,    -0.28920,2
 99.23300,   21.90000,    -0.28818,2
 99.24400,   21.91000,    -0.28510,2
 99.24400,   21.92000,    -0.28816,2
 99.24900,   21.93000,    -0.28918,2
 99.25200,   21.94000,    -0.28611,2
 99.26100,   21.95000,    -0.28712,2
 99.26200,   21.96000,    -0.28916,2
 99.26600,   21.97000,    -0.28507,2
 99.26700,   21.98000,    -0.28915,2
 99.27200,   21.99000,    -0.29017,2
 99.27400,   22.00000,    -0.28915,2
 99.27600,   22.01000,    -0.29221,2
 99.27800,   22.02000,    -0.29016,3
 99.27900,   22.03000,    -0.28812,3
 99.28200,   22.04000,    -0.29220,3
 99.28800,   22.05000,    -0.29117,3
 99.28400,   22.06000,    -0.28505,3
 99.29000,   22.07000,    -0.28606,3
 99.28700,   22.08000,    -0.28504,3
 99.29000,   22.09000,    -0.28708,3
 99.28800,   22.10000,    -0.28606,3
 99.29300,   22.11000,    -0.28299,3
 99.29700,   22.12000,    -0.28094,3
 99.30300,   22.13000,    -0.28503,3
 99.30800,   22.14000,    -0.28605,3
 99.31700,   22.15000,    -0.27990,3
 99.32200,   22.16000,    -0.28091,3
 99.32000,   22.17000,    -0.28092,3
 99.32200,   22.18000,    -0.27989,3
 99.32600,   22.19000,    -0.28091,3
 99.33100,   22.20000,    -0.28090,3
 99.33100,   22.21000,    -0.28090,3
 99.32600,   22.22000,    -0.28397,3
 99.33600,   22.23000,    -0.28600,3
 99.33600,   22.24000,    -0.28396,3
 99.33700,   22.25000,    -0.28498,3
 99.34500,   22.26000,    -0.28599,3
 99.35200,   22.27000,    -0.28292,3
 99.35000,   22.28000,    -0.28292,3
 99.35700,   22.29000,    -0.28087,3
 99.35700,   22.30000,    -0.28189,3
 99.36300,   22.31000,    -0.27576,3
 99.36700,   22.32000,    -0.27473,3
 99.36800,   22.33000,    -0.27269,3
 99.36900,   22.34000,    -0.27371,3
 99.37200,   22.35000,    -0.27575,3
 99.37700,   22.36000,    -0.27778,3
 99.37800,   22.37000,    -0.28187,3
 99.38400,   22.38000,    -0.27675,3
 99.38700,   22.39000,    -0.27675,3
 99.38800,   22.40000,    -0.27879,3
 99.38800,   22.41000,    -0.28083,3
 99.39200,   22.42000,    -0.27470,3
 99.39300,   22.43000,    -0.27674,3
 99.39400,   22.44000,    -0.27980,3
 99.39300,   22.45000,    -0.27981,3
 99.40100,   22.46000,    -0.27878,3
 99.39400,   22.47000,    -0.27674,3
 99.40100,   22.48000,    -0.27571,3
 99.40300,   22.49000,    -0.27878,3
 99.40600,   22.50000,    -0.27673,3
 99.40700,   22.51000,    -0.27571,3
 99.41200,   22.52000,    -0.27672,3
 99.41400,   22.53000,    -0.27672,3
 99.41800,   22.54000,    -0.27569,3
 99.41900,   22.55000,    -0.27467,3
 99.42100,   22.56000,    -0.27773,3
 99.42300,   22.57000,    -0.28487,3
 99.42800,   22.58000,    -0.28180,3
 99.43200,   22.59000,    -0.28078,3
 99.43100,   22.60000,    -0.28895,3
 99.43300,   22.61000,    -0.28078,3
 99.43700,   22.62000,    -0.28384,3
 99.43400,   22.63000,    -0.28486,3
 99.44200,   22.64000,    -0.28179,3
 99.44400,   22.65000,    -0.28178,3
 99.44200,   22.66000,    -0.27872,3
 99.44900,   22.67000,    -0.27872,3
 99.44900,   22.68000,    -0.27667,3
 99.45800,   22.69000,    -0.28177,3
 99.45700,   22.70000,    -0.28483,3
 99.45700,   22.71000,    -0.28279,3
 99.45900,   22.72000,    -0.28585,3
 99.45600,   22.73000,    -0.28687,3
 99.45800,   22.74000,    -0.28789,3
 99.45900,   22.75000,    -0.28891,3
 99.46100,   22.76000,    -0.28278,3
 99.45900,   22.77000,    -0.28483,3
 99.46900,   22.78000,    -0.28686,3
 99.47100,   22.79000,    -0.28788,3
 99.47600,   22.80000,    -0.28991,3
 99.47700,   22.81000,    -0.28991,3
 99.48200,   22.82000,    -0.28786,3
 99.48200,   22.83000,    -0.29195,3
 99.48000,   22.84000,    -0.29603,3
 99.48000,   22.85000,    -0.28582,3
 99.48000,   22.86000,    -0.28480,3
 99.48400,   22.87000,    -0.28684,3
 99.48500,   22.88000,    -0.29296,3
 99.48800,   22.89000,    -0.28786,3
 99.49100,   22.90000,    -0.29193,3
 99.49600,   22.91000,    -0.29295,3
 99.49200,   22.92000,    -0.29908,3
 99.49400,   22.93000,    -0.29499,3
 99.49800,   22.94000,    -0.29601,3
 99.49900,   22.95000,    -0.29397,3
 99.50200,   22.96000,    -0.29601,3
 99.50600,   22.97000,    -0.29294,3
 99.50800,   22.98000,    -0.29192,3
 99.50800,   22.99000,    -0.29090,3
 99.50900,   23.00000,    -0.29907,3
 99.51600,   23.01000,    -0.30619,3
 99.52300,   23.02000,    -0.30006,3
 99.52100,   23.03000,    -0.30312,3
 99.52600,   23.04000,    -0.29903,3
 99.52300,   23.05000,    -0.29802,3
 99.52300,   23.06000,    -0.30516,3
 99.52700,   23.07000,    -0.30107,3
 99.52700,   23.08000,    -0.30107,3
 99.53200,   23.09000,    -0.30617,3
 99.54100,   23.10000,    -0.30208,3
 99.53400,   23.11000,    -0.29698,3
 99.53800,   23.12000,    -0.29800,3
 99.53400,   23.13000,    -0.29800,3
 99.53700,   23.14000,    -0.30310,3
 99.53200,   23.15000,    -0.30413,3
 99.53900,   23.16000,    -0.29800,3
 99.53700,   23.17000,    -0.30106,3
 99.53900,   23.18000,    -0.30004,3
 99.53900,   23.19000,    -0.30004,3
 99.54400,   23.20000,    -0.30513,3
 99.54400,   23.21000,    -0.30411,3
 99.54400,   23.22000,    -0.30820,3
 99.54800,   23.23000,    -0.31023,3
 99.55200,   23.24000,    -0.30716,3
 99.55400,   23.25000,    -0.30512,3
 99.55700,   23.26000,    -0.30716,3
 99.55800,   23.27000,    -0.31124,3
 99.55800,   23.28000,    -0.31328,3
 99.55900,   23.29000,    -0.31328,3
 99.56400,   23.30000,    -0.31225,3
 99.55600,   23.31000,    -0.31124,3
 99.56200,   23.32000,    -0.31021,3
 99.56200,   23.33000,    -0.31327,3
 99.56600,   23.34000,    -0.31429,3
 99.56700,   23.35000,    -0.31123,3
 99.56800,   23.36000,    -0.31122,3
 99.57100,   23.37000,    -0.31530,3
 99.57700,   23.38000,    -0.31427,3
 99.57700,   23.39000,    -0.31325,3
 99.57700,   23.40000,    -0.31325,3
 99.57700,   23.41000,    -0.31427,3
 99.58100,   23.42000,    -0.31427,3
 99.58200,   23.43000,    -0.31529,3
 99.58200,   23.44000,    -0.31733,3
 99.58700,   23.45000,    -0.31630,3
 99.58700,   23.46000,    -0.31120,3
 99.58700,   23.47000,    -0.31222,3
 99.58800,   23.48000,    -0.31426,3
 99.59500,   23.49000,    -0.31425,3
 99.59700,   23.50000,    -0.31119,3
 99.59400,   23.51000,    -0.31017,3
 99.59700,   23.52000,    -0.31016,3
 99.59700,   23.53000,    -0.31629,3
 99.59800,   23.54000,    -0.31424,3
 99.60000,   23.55000,    -0.31628,3
 99.60000,   23.56000,    -0.31730,3
 99.59700,   23.57000,    -0.32037,3
 99.59900,   23.58000,    -0.31526,3
 99.60200,   23.59000,    -0.31424,3
 99.60200,   23.60000,    -0.31016,3
 99.60900,   23.61000,    -0.30914,3
 99.60900,   23.62000,    -0.31730,3
 99.61000,   23.63000,    -0.31627,3
 99.60400,   23.64000,    -0.31628,3
 99.61300,   23.65000,    -0.31320,3
 99.61400,   23.66000,    -0.31014,3
 99.60700,   23.67000,    -0.31220,3
 99.61000,   23.68000,    -0.31423,3
 99.61300,   23.69000,    -0.31626,3
 99.61300,   23.70000,    -0.31728,3
 99.61400,   23.71000,    -0.31014,3
 99.61400,   23.72000,    -0.31320,3
 99.62200,   23.73000,    -0.31625,3
 99.62000,   23.74000,    -0.31319,3
 99.62300,   23.75000,    -0.31319,3
 99.62300,   23.76000,    -0.31115,3
 99.62400,   23.77000,    -0.31115,3
 99.62700,   23.78000,    -0.31216,3
 99.63500,   23.79000,    -0.31317,3
 99.63200,   23.80000,    -0.31216,3
 99.63500,   23.81000,    -0.31725,3
 99.63300,   23.82000,    -0.31522,3
 99.63700,   23.83000,    -0.31623,3
 99.63300,   23.84000,    -0.31522,3
 99.63500,   23.85000,    -0.31317,3
 99.63800,   23.86000,    -0.31419,3
 99.63800,   23.87000,    -0.31011,3
 99.63900,   23.88000,    -0.31011,3
 99.63800,   23.89000,    -0.31011,3
 99.64300,   23.90000,    -0.31418,3
 99.64500,   23.91000,    -0.31316,3
 99.64900,   23.92000,    -0.31315,3
 99.65400,   23.93000,    -0.31315,3
 99.65300,   23.94000,    -0.31111,3
 99.64300,   23.95000,    -0.31010,3
 99.63900,   23.96000,    -0.31113,3
 99.64800,   23.97000,    -0.31418,3
 99.65000,   23.98000,    -0.31417,3
 99.65500,   23.99000,    -0.31315,3
 99.65900,   24.00000,    -0.31314,3
 99.65900,   24.01000,    -0.31212,3
 99.66500,   24.02000,    -0.31007,3
 99.67200,   24.03000,    -0.31108,3
 99.66500,   24.04000,    -0.31313,3
 99.66500,   24.05000,    -0.30803,3
 99.66400,   24.06000,    -0.31007,3
 99.66900,   24.07000,    -0.31007,3
 99.66300,   24.08000,    -0.30906,3
 99.66700,   24.09000,    -0.30701,3
 99.66700,   24.10000,    -0.30803,3
 99.66900,   24.11000,    -0.31109,3
 99.67200,   24.12000,    -0.31108,3
 99.67000,   24.13000,    -0.31313,3
 99.66900,   24.14000,    -0.31007,3
 99.67400,   24.15000,    -0.30700,3
 99.67400,   24.16000,    -0.30394,3
 99.67800,   24.17000,    -0.30598,3
 99.67800,   24.18000,    -0.30496,3
 99.67800,   24.19000,    -0.30598,3
 99.68400,   24.20000,    -0.30699,3
 99.68100,   24.21000,    -0.30495,3
 99.68400,   24.22000,    -0.30393,3
 99.68000,   24.23000,    -0.30597,3
 99.68000,   24.24000,    -0.30597,3
 99.68500,   24.25000,    -0.30801,3
 99.68700,   24.26000,    -0.30290,3
 99.68600,   24.27000,    -0.29883,3
 99.69300,   24.28000,    -0.30188,3
 99.69500,   24.29000,    -0.30289,3
 99.69300,   24.30000,    -0.30698,3
 99.69500,   24.31000,    -0.30901,3
 99.69700,   24.32000,    -0.30391,3
 99.69500,   24.33000,    -0.30391,3
 99.69300,   24.34000,    -0.30698,3
 99.69400,   24.35000,    -0.30086,3
 99.69300,   24.36000,    -0.29882,3
 99.69900,   24.37000,    -0.30187,3
 99.70400,   24.38000,    -0.30085,3
 99.70200,   24.39000,    -0.30187,3
 99.71400,   24.40000,    -0.30185,3
 99.70500,   24.41000,    -0.29983,3
 99.70300,   24.42000,    -0.30085,3
 99.70400,   24.43000,    -0.30085,3
 99.70300,   24.44000,    -0.29677,3
 99.70400,   24.45000,    -0.29371,3
 99.70800,   24.46000,    -0.29473,3
 99.70400,   24.47000,    -0.29269,3
 99.70700,   24.48000,    -0.29779,3
 99.70500,   24.49000,    -0.29983,3
 99.71400,   24.50000,    -0.29777,3
 99.71700,   24.51000,    -0.30185,3
 99.72200,   24.52000,    -0.30184,3
 99.71700,   24.53000,    -0.29981,3
 99.72200,   24.54000,    -0.29776,3
 99.72400,   24.55000,    -0.29470,3
 99.72500,   24.56000,    -0.29368,3
 99.72200,   24.57000,    -0.29470,3
 99.72400,   24.58000,    -0.29572,3
 99.72500,   24.59000,    -0.29368,3
 99.72800,   24.60000,    -0.29367,3
 99.72900,   24.61000,    -0.29469,3
 99.72900,   24.62000,    -0.29877,3
 99.72700,   24.63000,    -0.29367,3
 99.73000,   24.64000,    -0.29163,3
 99.73000,   24.65000,    -0.29061,3
 99.73400,   24.66000,    -0.29265,3
 99.73500,   24.67000,    -0.28959,3
 99.73800,   24.68000,    -0.28958,3
 99.73800,   24.69000,    -0.28958,3
 99.73700,   24.70000,    -0.29060,3
 99.73900,   24.71000,    -0.29366,3
 99.74800,   24.72000,    -0.28957,3
 99.74400,   24.73000,    -0.28652,3
 99.74800,   24.74000,    -0.29059,3
 99.74800,   24.75000,    -0.28753,3
 99.74500,   24.76000,    -0.28447,3
 99.74500,   24.77000,    -0.28549,3
 99.74800,   24.78000,    -0.29059,3
 99.75400,   24.79000,    -0.29160,3
 99.74900,   24.80000,    -0.28957,3
