#FILE:                       ,Char_NF_reground_2_11_10.dsu  ,,,,,,,,,,,
#FORMAT:                     ,NETZSCH5                      ,,,,,,,,,,,
#IDENTITY:                   ,Char NF                       ,,,,,,,,,,,
#DECIMAL:                    ,POINT                         ,,,,,,,,,,,
#SEPARATOR:                  ,COMMA                         ,,,,,,,,,,,
#MTYPE:                      ,DTA                           ,,,,,,,,,,,
#MSUBTYPE:                   ,                              ,,,,,,,,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C             ,,,,,,,,,,,
#PROJECT:                    ,Torrefaction                  ,,,,,,,,,,,
#DATE/TIME:                  ,02/11/2010 12:33,,,,,,,,,,,
#CORR. FILE:                 ,buoyancy_drying_13_10_10.bsu  ,,,,,,,,,,,
#LABORATORY:                 ,Sustainable Research Energ    ,,,,,,,,,,,
#OPERATOR:                   ,A Saddawi                     ,,,,,,,,,,,
#REMARK:                     ,                              ,,,,,,,,,,,
#SAMPLE:                     ,nonisoth oxid with init drying,,,,,,,,,,,
#SAMPLE MASS /mg:            ,9.98,,,,,,,,,,,
#MATERIAL:                   ,char                          ,,,,,,,,,,,
#REFERENCE:                  ,Alumina                       ,,,,,,,,,,,
#REFERENCE MASS /mg:         ,0,,,,,,,,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3         ,,,,,,,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,,,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,,,,,,,
#CORR. CODE:                 ,20,,,,,,,,,,,
#EXO:                        ,-1,,,,,,,,,,,
#RANGE:                      ,30.0....900.0/0.0....10.0K/min,,,,,,,,,,,
#SEGMENT:                    ,S1-4/4                        ,,,,,,,,,,,
,,,,,,,,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,DTG/(%/min),Sensit./(æV/mW),Segment,,,,,,
47.553,3.18,-3.15976,99.73747,2.42E-02,9.67E-02,1,,,,,,
47.638,3.19,-3.12735,99.73747,2.07E-02,9.67E-02,1,,,,,,
47.731,3.2,-3.13109,99.73747,2.05E-02,9.68E-02,1,,,,,,
47.81,3.21,-3.10529,99.73747,2.23E-02,9.68E-02,1,,,,,,
47.895,3.22,-3.08976,99.73848,2.42E-02,9.68E-02,1,,,,,,
47.977,3.23,-3.08333,99.73848,2.63E-02,9.69E-02,1,,,,,,
48.065,3.24,-3.05486,99.73848,2.91E-02,9.69E-02,1,,,,,,
48.141,3.25,-3.04467,99.73848,3.29E-02,9.70E-02,1,,,,,,
48.234,3.26,-3.03811,99.73948,3.56E-02,9.70E-02,1,,,,,,
48.313,3.27,-3.01756,99.73948,3.43E-02,9.70E-02,1,,,,,,
48.408,3.28,-3.00079,99.74048,2.87E-02,9.71E-02,1,,,,,,
48.492,3.29,-2.98395,99.74048,2.10E-02,9.71E-02,1,,,,,,
48.576,3.3,-2.96982,99.74048,1.45E-02,9.72E-02,1,,,,,,
48.67,3.31,-2.95041,99.74048,1.12E-02,9.72E-02,1,,,,,,
48.763,3.32,-2.93618,99.74048,1.06E-02,9.73E-02,1,,,,,,
48.855,3.33,-2.92455,99.74048,1.08E-02,9.73E-02,1,,,,,,
48.959,3.34,-2.90118,99.74148,1.02E-02,9.74E-02,1,,,,,,
49.046,3.35,-2.89865,99.74048,9.49E-03,9.74E-02,1,,,,,,
49.133,3.36,-2.8717,99.74148,9.46E-03,9.74E-02,1,,,,,,
49.234,3.37,-2.85614,99.74048,9.79E-03,9.75E-02,1,,,,,,
49.336,3.38,-2.84186,99.74148,9.07E-03,9.75E-02,1,,,,,,
49.419,3.39,-2.8176,99.74148,6.03E-03,9.76E-02,1,,,,,,
49.518,3.4,-2.80853,99.74148,1.71E-03,9.76E-02,1,,,,,,
49.607,3.41,-2.7997,99.74148,-6.32E-04,9.77E-02,1,,,,,,
49.71,3.42,-2.76756,99.74148,2.13E-03,9.77E-02,1,,,,,,
49.81,3.43,-2.75709,99.74048,9.87E-03,9.78E-02,1,,,,,,
49.906,3.44,-2.7405,99.74148,1.89E-02,9.78E-02,1,,,,,,
50.004,3.45,-2.72764,99.74148,2.44E-02,9.79E-02,1,,,,,,
50.105,3.46,-2.70455,99.74248,2.37E-02,9.79E-02,1,,,,,,
50.2,3.47,-2.69555,99.74248,1.80E-02,9.80E-02,1,,,,,,
50.3,3.48,-2.67505,99.74248,1.12E-02,9.80E-02,1,,,,,,
50.404,3.49,-2.65969,99.74248,6.68E-03,9.80E-02,1,,,,,,
50.509,3.5,-2.64689,99.74248,6.68E-03,9.81E-02,1,,,,,,
50.614,3.51,-2.6301,99.74248,1.12E-02,9.81E-02,1,,,,,,
50.707,3.52,-2.6022,99.74248,1.88E-02,9.82E-02,1,,,,,,
50.815,3.53,-2.59436,99.74248,2.67E-02,9.82E-02,1,,,,,,
50.914,3.54,-2.5829,99.74349,3.23E-02,9.83E-02,1,,,,,,
51.026,3.55,-2.56111,99.74349,3.53E-02,9.83E-02,1,,,,,,
51.139,3.56,-2.54823,99.74449,3.65E-02,9.84E-02,1,,,,,,
51.234,3.57,-2.52542,99.74349,3.79E-02,9.84E-02,1,,,,,,
51.342,3.58,-2.51264,99.74549,4.12E-02,9.85E-02,1,,,,,,
51.448,3.59,-2.50371,99.74449,4.57E-02,9.86E-02,1,,,,,,
51.549,3.6,-2.47833,99.74549,4.99E-02,9.86E-02,1,,,,,,
51.66,3.61,-2.4681,99.74649,5.19E-02,9.87E-02,1,,,,,,
51.778,3.62,-2.45145,99.74649,5.09E-02,9.87E-02,1,,,,,,
51.871,3.63,-2.44399,99.74749,4.58E-02,9.88E-02,1,,,,,,
51.986,3.64,-2.42107,99.74749,3.69E-02,9.88E-02,1,,,,,,
52.102,3.65,-2.40705,99.7485,2.51E-02,9.89E-02,1,,,,,,
52.21,3.66,-2.39574,99.7485,1.28E-02,9.89E-02,1,,,,,,
52.32,3.67,-2.37156,99.7485,3.28E-03,9.90E-02,1,,,,,,
52.423,3.68,-2.34633,99.74749,-2.84E-03,9.90E-02,1,,,,,,
52.545,3.69,-2.3462,99.7485,-5.43E-03,9.91E-02,1,,,,,,
52.655,3.7,-2.32093,99.7485,-4.62E-03,9.91E-02,1,,,,,,
52.762,3.71,-2.30583,99.74749,-1.70E-03,9.92E-02,1,,,,,,
52.885,3.72,-2.2994,99.74749,1.78E-03,9.92E-02,1,,,,,,
52.992,3.73,-2.27675,99.7485,5.82E-03,9.93E-02,1,,,,,,
53.108,3.74,-2.26421,99.7485,1.01E-02,9.94E-02,1,,,,,,
53.223,3.75,-2.25277,99.74749,1.57E-02,9.94E-02,1,,,,,,
53.343,3.76,-2.24389,99.7485,2.36E-02,9.95E-02,1,,,,,,
53.446,3.77,-2.22766,99.7485,3.12E-02,9.95E-02,1,,,,,,
53.567,3.78,-2.20748,99.7485,3.41E-02,9.96E-02,1,,,,,,
53.682,3.79,-2.18865,99.7505,3.06E-02,9.96E-02,1,,,,,,
53.806,3.8,-2.17231,99.7495,2.26E-02,9.97E-02,1,,,,,,
53.919,3.81,-2.16854,99.7505,1.32E-02,9.97E-02,1,,,,,,
54.043,3.82,-2.15092,99.7495,6.29E-03,9.98E-02,1,,,,,,
54.155,3.83,-2.13971,99.7505,3.35E-03,9.99E-02,1,,,,,,
54.277,3.84,-2.12841,99.7495,3.32E-03,9.99E-02,1,,,,,,
54.387,3.85,-2.11475,99.7505,4.96E-03,1.00E-01,1,,,,,,
54.522,3.86,-2.09834,99.7495,5.95E-03,0.10004,1,,,,,,
54.631,3.87,-2.0797,99.7505,4.64E-03,0.10009,1,,,,,,
54.751,3.88,-2.06599,99.7505,1.59E-03,0.10015,1,,,,,,
54.882,3.89,-2.04967,99.7505,-2.14E-03,0.10022,1,,,,,,
54.986,3.9,-2.04489,99.7495,-6.60E-03,0.10027,1,,,,,,
55.103,3.91,-2.02253,99.7505,-1.13E-02,0.10032,1,,,,,,
55.229,3.92,-2.00879,99.7505,-1.62E-02,0.10039,1,,,,,,
55.351,3.93,-1.99763,99.7495,-2.09E-02,0.10044,1,,,,,,
55.476,3.94,-1.98644,99.7495,-2.37E-02,0.10051,1,,,,,,
55.606,3.95,-1.97902,99.7495,-2.47E-02,0.10057,1,,,,,,
55.711,3.96,-1.96178,99.7485,-2.55E-02,0.10062,1,,,,,,
55.849,3.97,-1.94678,99.7495,-2.52E-02,0.10069,1,,,,,,
55.976,3.98,-1.93191,99.7485,-2.23E-02,0.10075,1,,,,,,
56.094,3.99,-1.91838,99.74749,-1.54E-02,0.10081,1,,,,,,
56.226,4,-1.90846,99.7485,-4.91E-03,0.10087,1,,,,,,
56.343,4.01,-1.89373,99.74749,6.90E-03,0.10093,1,,,,,,
56.469,4.02,-1.88017,99.7485,1.73E-02,0.10099,1,,,,,,
56.586,4.03,-1.86423,99.7485,2.49E-02,0.10105,1,,,,,,
56.71,4.04,-1.84462,99.7485,2.96E-02,0.1011,1,,,,,,
56.832,4.05,-1.83106,99.7495,3.16E-02,0.10117,1,,,,,,
56.968,4.06,-1.81377,99.7495,3.14E-02,0.10123,1,,,,,,
57.084,4.07,-1.8041,99.7495,2.83E-02,0.10129,1,,,,,,
57.225,4.08,-1.79422,99.7505,2.17E-02,0.10136,1,,,,,,
57.35,4.09,-1.78696,99.7505,1.22E-02,0.10142,1,,,,,,
57.476,4.1,-1.76613,99.7505,-2.52E-05,0.10148,1,,,,,,
57.612,4.11,-1.75387,99.7505,-1.26E-02,0.10155,1,,,,,,
57.731,4.12,-1.743,99.7505,-2.34E-02,0.10161,1,,,,,,
57.845,4.13,-1.73588,99.7495,-3.29E-02,0.10166,1,,,,,,
57.977,4.14,-1.72616,99.7495,-4.13E-02,0.10173,1,,,,,,
58.113,4.15,-1.71395,99.7495,-4.84E-02,0.1018,1,,,,,,
58.237,4.16,-1.68957,99.7485,-5.34E-02,0.10186,1,,,,,,
58.362,4.17,-1.68363,99.74749,-5.57E-02,0.10192,1,,,,,,
58.486,4.18,-1.66912,99.74749,-5.50E-02,0.10198,1,,,,,,
58.622,4.19,-1.65575,99.74649,-5.30E-02,0.10205,1,,,,,,
58.747,4.2,-1.64003,99.74649,-5.14E-02,0.10211,1,,,,,,
58.883,4.21,-1.64141,99.74549,-5.05E-02,0.10217,1,,,,,,
59.011,4.22,-1.62937,99.74549,-5.01E-02,0.10224,1,,,,,,
59.134,4.23,-1.61494,99.74449,-4.97E-02,0.1023,1,,,,,,
59.26,4.24,-1.60295,99.74449,-4.84E-02,0.10236,1,,,,,,
59.403,4.25,-1.59331,99.74349,-4.55E-02,0.10243,1,,,,,,
59.531,4.26,-1.58131,99.74349,-4.10E-02,0.10249,1,,,,,,
59.669,4.27,-1.57172,99.74248,-3.63E-02,0.10256,1,,,,,,
59.787,4.28,-1.56594,99.74248,-3.45E-02,0.10262,1,,,,,,
59.916,4.29,-1.5479,99.74248,-3.75E-02,0.10268,1,,,,,,
60.055,4.3,-1.54199,99.74248,-4.39E-02,0.10275,1,,,,,,
60.186,4.31,-1.53858,99.74148,-5.02E-02,0.10282,1,,,,,,
60.328,4.32,-1.52658,99.74048,-5.27E-02,0.10289,1,,,,,,
60.453,4.33,-1.5135,99.74048,-4.96E-02,0.10295,1,,,,,,
60.592,4.34,-1.50155,99.73948,-4.14E-02,0.10302,1,,,,,,
60.713,4.35,-1.49338,99.73948,-3.00E-02,0.10308,1,,,,,,
60.865,4.36,-1.48258,99.73848,-1.72E-02,0.10315,1,,,,,,
60.978,4.37,-1.4745,99.73948,-5.40E-03,0.10321,1,,,,,,
61.121,4.38,-1.45651,99.73848,2.60E-03,0.10328,1,,,,,,
61.253,4.39,-1.45074,99.73948,5.36E-03,0.10334,1,,,,,,
61.384,4.4,-1.44136,99.73948,3.52E-03,0.10341,1,,,,,,
61.53,4.41,-1.43067,99.73948,1.88E-04,0.10348,1,,,,,,
61.661,4.42,-1.41525,99.73948,-2.16E-03,0.10355,1,,,,,,
61.793,4.43,-1.41074,99.73848,-3.30E-03,0.10361,1,,,,,,
61.916,4.44,-1.39782,99.73948,-5.77E-03,0.10367,1,,,,,,
62.06,4.45,-1.38841,99.73948,-1.12E-02,0.10374,1,,,,,,
62.186,4.46,-1.3731,99.73948,-1.85E-02,0.10381,1,,,,,,
62.34,4.47,-1.37088,99.73848,-2.58E-02,0.10388,1,,,,,,
62.476,4.48,-1.35674,99.73848,-3.06E-02,0.10395,1,,,,,,
62.594,4.49,-1.35116,99.73848,-3.25E-02,0.10401,1,,,,,,
62.73,4.5,-1.33464,99.73747,-3.33E-02,0.10408,1,,,,,,
62.873,4.51,-1.32531,99.73747,-3.39E-02,0.10415,1,,,,,,
63.008,4.52,-1.32571,99.73747,-3.50E-02,0.10421,1,,,,,,
63.137,4.53,-1.31403,99.73647,-3.75E-02,0.10428,1,,,,,,
63.279,4.54,-1.30354,99.73647,-4.17E-02,0.10435,1,,,,,,
63.415,4.55,-1.2919,99.73647,-4.55E-02,0.10442,1,,,,,,
63.543,4.56,-1.28752,99.73547,-4.73E-02,0.10448,1,,,,,,
63.684,4.57,-1.27707,99.73447,-4.72E-02,0.10455,1,,,,,,
63.821,4.58,-1.27145,99.73447,-4.64E-02,0.10462,1,,,,,,
63.947,4.59,-1.26471,99.73447,-4.78E-02,0.10468,1,,,,,,
64.093,4.6,-1.25905,99.73347,-5.30E-02,0.10475,1,,,,,,
64.214,4.61,-1.24876,99.73347,-6.03E-02,0.10481,1,,,,,,
64.355,4.62,-1.24195,99.73246,-6.74E-02,0.10488,1,,,,,,
64.493,4.63,-1.22921,99.73146,-7.21E-02,0.10495,1,,,,,,
64.627,4.64,-1.22365,99.73146,-7.35E-02,0.10502,1,,,,,,
64.773,4.65,-1.21208,99.72946,-7.28E-02,0.10509,1,,,,,,
64.899,4.66,-1.20183,99.72946,-7.16E-02,0.10515,1,,,,,,
65.031,4.67,-1.1975,99.72946,-7.00E-02,0.10522,1,,,,,,
65.184,4.68,-1.18355,99.72745,-6.77E-02,0.1053,1,,,,,,
65.314,4.69,-1.18044,99.72745,-6.53E-02,0.10536,1,,,,,,
65.446,4.7,-1.17495,99.72645,-6.37E-02,0.10543,1,,,,,,
65.591,4.71,-1.1599,99.72645,-6.59E-02,0.1055,1,,,,,,
65.728,4.72,-1.15677,99.72545,-7.32E-02,0.10557,1,,,,,,
65.857,4.73,-1.15132,99.72545,-8.42E-02,0.10563,1,,,,,,
66.011,4.74,-1.14575,99.72345,-9.65E-02,0.10571,1,,,,,,
66.13,4.75,-1.13208,99.72345,-0.10699,0.10577,1,,,,,,
66.273,4.76,-1.12539,99.72144,-0.11375,0.10584,1,,,,,,
66.403,4.77,-1.1188,99.72044,-0.11551,0.10591,1,,,,,,
66.539,4.78,-1.11098,99.71944,-0.11262,0.10597,1,,,,,,
66.69,4.79,-1.10546,99.71743,-0.1067,0.10605,1,,,,,,
66.817,4.8,-1.10362,99.71743,-9.87E-02,0.10611,1,,,,,,
66.955,4.81,-1.097,99.71643,-8.89E-02,0.10618,1,,,,,,
67.106,4.82,-1.08564,99.71443,-7.89E-02,0.10626,1,,,,,,
67.229,4.83,-1.07791,99.71443,-7.14E-02,0.10632,1,,,,,,
67.378,4.84,-1.07362,99.71443,-6.75E-02,0.1064,1,,,,,,
67.512,4.85,-1.06706,99.71343,-6.76E-02,0.10646,1,,,,,,
67.638,4.86,-1.05702,99.71242,-6.87E-02,0.10653,1,,,,,,
67.784,4.87,-1.04455,99.71242,-6.65E-02,0.1066,1,,,,,,
67.927,4.88,-1.04032,99.71042,-6.14E-02,0.10667,1,,,,,,
68.057,4.89,-1.04086,99.71042,-5.75E-02,0.10674,1,,,,,,
68.195,4.9,-1.03197,99.71042,-5.75E-02,0.10681,1,,,,,,
68.329,4.91,-1.03015,99.71042,-6.13E-02,0.10687,1,,,,,,
68.472,4.92,-1.02477,99.70842,-6.61E-02,0.10694,1,,,,,,
68.608,4.93,-1.00777,99.70842,-6.70E-02,0.10701,1,,,,,,
68.762,4.94,-1.00583,99.70741,-6.30E-02,0.10709,1,,,,,,
68.891,4.95,-1.00756,99.70641,-5.75E-02,0.10716,1,,,,,,
69.014,4.96,-1.00581,99.70641,-5.42E-02,0.10722,1,,,,,,
69.155,4.97,-0.99464,99.70641,-5.38E-02,0.10729,1,,,,,,
69.288,4.98,-0.98352,99.70541,-5.56E-02,0.10736,1,,,,,,
69.432,4.99,-0.97819,99.70441,-5.74E-02,0.10743,1,,,,,,
69.567,5,-0.97524,99.70441,-5.83E-02,0.1075,1,,,,,,
69.717,5.01,-0.97455,99.70341,-5.96E-02,0.10757,1,,,,,,
69.845,5.02,-0.96117,99.70341,-6.20E-02,0.10764,1,,,,,,
69.998,5.03,-0.95583,99.7024,-6.58E-02,0.10771,1,,,,,,
70.106,5.04,-0.9484,99.7014,-7.15E-02,0.10777,1,,,,,,
70.26,5.05,-0.95117,99.7014,-7.97E-02,0.10785,1,,,,,,
70.394,5.06,-0.94245,99.7004,-9.00E-02,0.10791,1,,,,,,
70.54,5.07,-0.93949,99.6994,-0.10047,0.10799,1,,,,,,
70.685,5.08,-0.93189,99.6984,-0.10883,0.10806,1,,,,,,
70.814,5.09,-0.92091,99.69639,-0.11357,0.10813,1,,,,,,
70.953,5.1,-0.92031,99.69639,-0.11449,0.1082,1,,,,,,
71.091,5.11,-0.91046,99.69439,-0.11211,0.10827,1,,,,,,
71.219,5.12,-0.91223,99.69339,-0.10707,0.10833,1,,,,,,
71.375,5.13,-0.9081,99.69238,-0.10018,0.10841,1,,,,,,
71.505,5.14,-0.89717,99.69138,-9.29E-02,0.10847,1,,,,,,
71.646,5.15,-0.89541,99.69038,-8.70E-02,0.10855,1,,,,,,
71.783,5.16,-0.89138,99.69038,-8.22E-02,0.10862,1,,,,,,
71.921,5.17,-0.88504,99.68838,-7.85E-02,0.10869,1,,,,,,
72.048,5.18,-0.88221,99.68838,-7.68E-02,0.10875,1,,,,,,
72.192,5.19,-0.88508,99.68737,-7.68E-02,0.10882,1,,,,,,
72.331,5.2,-0.8753,99.68737,-7.89E-02,0.10889,1,,,,,,
72.481,5.21,-0.87124,99.68537,-8.35E-02,0.10897,1,,,,,,
72.6,5.22,-0.86501,99.68537,-9.02E-02,0.10903,1,,,,,,
72.75,5.23,-0.85982,99.68437,-9.92E-02,0.10911,1,,,,,,
72.875,5.24,-0.85932,99.68337,-0.10909,0.10917,1,,,,,,
73.02,5.25,-0.84957,99.68236,-0.11783,0.10924,1,,,,,,
73.156,5.26,-0.84903,99.68036,-0.12399,0.10931,1,,,,,,
73.298,5.27,-0.85076,99.67936,-0.12899,0.10939,1,,,,,,
73.433,5.28,-0.84107,99.67836,-0.13462,0.10945,1,,,,,,
73.571,5.29,-0.84167,99.67735,-0.13997,0.10952,1,,,,,,
73.706,5.3,-0.84003,99.67535,-0.14246,0.10959,1,,,,,,
73.841,5.31,-0.83377,99.67335,-0.13984,0.10966,1,,,,,,
73.99,5.32,-0.83091,99.67234,-0.1321,0.10974,1,,,,,,
74.123,5.33,-0.82583,99.67134,-0.12298,0.10981,1,,,,,,
74.258,5.34,-0.82304,99.66934,-0.11726,0.10987,1,,,,,,
74.384,5.35,-0.82711,99.66934,-0.11691,0.10994,1,,,,,,
74.527,5.36,-0.82315,99.66834,-0.12009,0.11001,1,,,,,,
74.667,5.37,-0.81465,99.66633,-0.12301,0.11008,1,,,,,,
74.801,5.38,-0.81074,99.66533,-0.12236,0.11015,1,,,,,,
74.932,5.39,-0.80797,99.66333,-0.11728,0.11022,1,,,,,,
75.067,5.4,-0.80746,99.66333,-0.11061,0.11029,1,,,,,,
75.211,5.41,-0.80693,99.66132,-0.10516,0.11036,1,,,,,,
75.359,5.42,-0.80637,99.66132,-0.10227,0.11044,1,,,,,,
75.497,5.43,-0.79906,99.65932,-0.10153,0.11051,1,,,,,,
75.629,5.44,-0.80197,99.65932,-0.10219,0.11057,1,,,,,,
75.767,5.45,-0.80146,99.65731,-0.10312,0.11065,1,,,,,,
75.898,5.46,-0.79645,99.65731,-0.10247,0.11071,1,,,,,,
76.028,5.47,-0.79032,99.65531,-0.10002,0.11078,1,,,,,,
76.182,5.48,-0.78975,99.65431,-9.62E-02,0.11086,1,,,,,,
76.316,5.49,-0.79152,99.65431,-9.30E-02,0.11093,1,,,,,,
76.454,5.5,-0.78764,99.6523,-9.34E-02,0.111,1,,,,,,
76.578,5.51,-0.78831,99.6523,-9.90E-02,0.11106,1,,,,,,
76.723,5.52,-0.78553,99.6513,-0.10836,0.11113,1,,,,,,
76.848,5.53,-0.78283,99.6503,-0.11698,0.1112,1,,,,,,
76.994,5.54,-0.78117,99.6483,-0.12005,0.11127,1,,,,,,
77.121,5.55,-0.78409,99.64729,-0.11486,0.11134,1,,,,,,
77.259,5.56,-0.78359,99.64529,-0.1048,0.11141,1,,,,,,
77.388,5.57,-0.77976,99.64529,-9.71E-02,0.11148,1,,,,,,
77.535,5.58,-0.77362,99.64429,-9.72E-02,0.11155,1,,,,,,
77.668,5.59,-0.781,99.64429,-0.10557,0.11162,1,,,,,,
77.798,5.6,-0.77605,99.64228,-0.11747,0.11169,1,,,,,,
77.93,5.61,-0.77558,99.64128,-0.12664,0.11175,1,,,,,,
78.073,5.62,-0.76947,99.63928,-0.13016,0.11183,1,,,,,,
78.205,5.63,-0.76342,99.63828,-0.12829,0.11189,1,,,,,,
78.35,5.64,-0.76401,99.63727,-0.12382,0.11197,1,,,,,,
78.47,5.65,-0.77142,99.63527,-0.11894,0.11203,1,,,,,,
78.626,5.66,-0.76528,99.63527,-0.11372,0.11211,1,,,,,,
78.745,5.67,-0.75816,99.63327,-0.10766,0.11217,1,,,,,,
78.897,5.68,-0.76544,99.63226,-0.10191,0.11225,1,,,,,,
79.011,5.69,-0.76281,99.63126,-9.81E-02,0.11231,1,,,,,,
79.156,5.7,-0.76788,99.63126,-9.79E-02,0.11238,1,,,,,,
79.298,5.71,-0.76181,99.62926,-0.10153,0.11246,1,,,,,,
79.431,5.72,-0.76469,99.62926,-0.10661,0.11253,1,,,,,,
79.577,5.73,-0.76195,99.62725,-0.11101,0.1126,1,,,,,,
79.699,5.74,-0.75819,99.62625,-0.11536,0.11266,1,,,,,,
79.847,5.75,-0.75879,99.62525,-0.12217,0.11274,1,,,,,,
79.974,5.76,-0.75391,99.62425,-0.13303,0.11281,1,,,,,,
80.113,5.77,-0.75676,99.62325,-0.14664,0.11288,1,,,,,,
80.246,5.78,-0.75075,99.62124,-0.15875,0.11295,1,,,,,,
80.376,5.79,-0.75141,99.61924,-0.16627,0.11301,1,,,,,,
80.508,5.8,-0.75874,99.61723,-0.16994,0.11308,1,,,,,,
80.638,5.81,-0.75494,99.61623,-0.17345,0.11315,1,,,,,,
80.798,5.82,-0.7566,99.61423,-0.17945,0.11323,1,,,,,,
80.911,5.83,-0.76064,99.61323,-0.18626,0.11329,1,,,,,,
81.057,5.84,-0.76344,99.61022,-0.18924,0.11337,1,,,,,,
81.188,5.85,-0.76188,99.60822,-0.18546,0.11343,1,,,,,,
81.311,5.86,-0.75704,99.60621,-0.17561,0.1135,1,,,,,,
81.447,5.87,-0.75547,99.60521,-0.16214,0.11357,1,,,,,,
81.584,5.88,-0.75941,99.60321,-0.1494,0.11364,1,,,,,,
81.723,5.89,-0.76003,99.6012,-0.14134,0.11371,1,,,,,,
81.867,5.9,-0.75623,99.6012,-0.13828,0.11378,1,,,,,,
81.997,5.91,-0.75028,99.6002,-0.13771,0.11385,1,,,,,,
82.134,5.92,-0.76191,99.59719,-0.13676,0.11392,1,,,,,,
82.258,5.93,-0.75598,99.59619,-0.13415,0.11399,1,,,,,,
82.385,5.94,-0.74566,99.59519,-0.13199,0.11405,1,,,,,,
82.532,5.95,-0.75394,99.59419,-0.13354,0.11413,1,,,,,,
82.667,5.96,-0.75019,99.59319,-0.13746,0.1142,1,,,,,,
82.795,5.97,-0.75085,99.59118,-0.13868,0.11427,1,,,,,,
82.94,5.98,-0.75255,99.58918,-0.13416,0.11434,1,,,,,,
83.066,5.99,-0.75321,99.58818,-0.12477,0.11441,1,,,,,,
83.207,6,-0.75494,99.58717,-0.11429,0.11448,1,,,,,,
83.34,6.01,-0.75446,99.58617,-0.1069,0.11455,1,,,,,,
83.458,6.02,-0.75515,99.58517,-0.10439,0.11461,1,,,,,,
83.607,6.03,-0.75357,99.58417,-0.10692,0.11468,1,,,,,,
83.737,6.04,-0.75529,99.58317,-0.11475,0.11476,1,,,,,,
83.87,6.05,-0.75265,99.58216,-0.1273,0.11482,1,,,,,,
83.999,6.06,-0.7533,99.58116,-0.14248,0.11489,1,,,,,,
84.126,6.07,-0.7496,99.57916,-0.15822,0.11496,1,,,,,,
84.264,6.08,-0.75676,99.57715,-0.17316,0.11503,1,,,,,,
84.4,6.09,-0.75847,99.57615,-0.18497,0.1151,1,,,,,,
84.531,6.1,-0.75367,99.57415,-0.19083,0.11517,1,,,,,,
84.655,6.11,-0.76085,99.57114,-0.18924,0.11523,1,,,,,,
84.798,6.12,-0.75819,99.56914,-0.18085,0.11531,1,,,,,,
84.928,6.13,-0.75557,99.56814,-0.16928,0.11538,1,,,,,,
85.055,6.14,-0.75731,99.56613,-0.15907,0.11544,1,,,,,,
85.187,6.15,-0.75794,99.56513,-0.15237,0.11551,1,,,,,,
85.319,6.16,-0.76074,99.56313,-0.14782,0.11558,1,,,,,,
85.449,6.17,-0.75055,99.56212,-0.14378,0.11565,1,,,,,,
85.589,6.18,-0.76198,99.56012,-0.14054,0.11572,1,,,,,,
85.714,6.19,-0.76588,99.55912,-0.13875,0.11579,1,,,,,,
85.854,6.2,-0.76431,99.55812,-0.13982,0.11586,1,,,,,,
85.99,6.21,-0.76493,99.55611,-0.14507,0.11593,1,,,,,,
86.118,6.22,-0.76233,99.55511,-0.15304,0.116,1,,,,,,
86.24,6.23,-0.76191,99.55411,-0.16055,0.11606,1,,,,,,
86.377,6.24,-0.76252,99.5511,-0.16414,0.11613,1,,,,,,
86.503,6.25,-0.76533,99.5501,-0.16108,0.1162,1,,,,,,
86.646,6.26,-0.77452,99.5481,-0.15209,0.11627,1,,,,,,
86.777,6.27,-0.77729,99.54609,-0.14164,0.11634,1,,,,,,
86.911,6.28,-0.77467,99.54609,-0.13446,0.11641,1,,,,,,
87.043,6.29,-0.77314,99.54409,-0.13374,0.11648,1,,,,,,
87.164,6.3,-0.77272,99.54309,-0.14049,0.11654,1,,,,,,
87.304,6.31,-0.76795,99.54208,-0.1524,0.11661,1,,,,,,
87.429,6.32,-0.77073,99.54008,-0.16686,0.11668,1,,,,,,
87.553,6.33,-0.77459,99.53808,-0.18174,0.11675,1,,,,,,
87.699,6.34,-0.77087,99.53707,-0.19365,0.11682,1,,,,,,
87.822,6.35,-0.78116,99.53407,-0.1999,0.11689,1,,,,,,
87.96,6.36,-0.78281,99.53206,-0.19843,0.11696,1,,,,,,
88.091,6.37,-0.78235,99.53006,-0.18703,0.11703,1,,,,,,
88.224,6.38,-0.78082,99.52806,-0.16614,0.1171,1,,,,,,
88.352,6.39,-0.78465,99.52605,-0.13879,0.11717,1,,,,,,
88.477,6.4,-0.78848,99.52505,-0.11015,0.11723,1,,,,,,
88.612,6.41,-0.7848,99.52405,-8.70E-02,0.1173,1,,,,,,
88.746,6.42,-0.78647,99.52405,-7.32E-02,0.11737,1,,,,,,
88.876,6.43,-0.79241,99.52405,-6.80E-02,0.11744,1,,,,,,
89.008,6.44,-0.7909,99.52204,-6.79E-02,0.11751,1,,,,,,
89.129,6.45,-0.79151,99.52204,-7.02E-02,0.11757,1,,,,,,
89.268,6.46,-0.78676,99.52104,-7.49E-02,0.11765,1,,,,,,
89.408,6.47,-0.79162,99.52104,-8.21E-02,0.11772,1,,,,,,
89.53,6.48,-0.79435,99.52004,-9.22E-02,0.11778,1,,,,,,
