#FILE:                       ,char_GD_30_06_10.dsu            ,,,,
#FORMAT:                     ,NETZSCH5                        ,,,,
#IDENTITY:                   ,char GD                         ,,,,
#DECIMAL:                    ,POINT                           ,,,,
#SEPARATOR:                  ,COMMA                           ,,,,
#MTYPE:                      ,DTA                             ,,,,
#MSUBTYPE:                   ,                                ,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C               ,,,,
#PROJECT:                    ,Torrefaction                    ,,,,
#DATE/TIME:                  ,30/06/2010 09:32:44             ,,,,
#CORR. FILE:                 ,char_GF_23_06_10.bsu            ,,,,
#LABORATORY:                 ,Sustainable Research Energ      ,,,,
#OPERATOR:                   ,Xiaomian Baxter                 ,,,,
#REMARK:                     ,                                ,,,,
#SAMPLE:                     ,nonisoth oxid with init drying  ,,,,
#SAMPLE MASS /mg:            ,10.18,,,,
#MATERIAL:                   ,char                            ,,,,
#REFERENCE:                  ,Alumina                         ,,,,
#REFERENCE MASS /mg:         ,0,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3           ,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,
#CORR. CODE:                 ,20,,,,
#EXO:                        ,-1,,,,
#RANGE:                      ,30.0....900.0/-20.0....10.0K/min,,99.09156725,,
#SEGMENT:                    ,S1-5/5                          ,,99.08820897,,
,,,10.40468503,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,Sensit./(æV/mW),Segment
203.257,37.22,-4.42345,98.70727,0.18226,4
203.355,37.23,-4.42272,98.70629,0.18232,4
203.47,37.24,-4.42916,98.70629,0.18239,4
203.556,37.25,-4.42861,98.70629,0.18244,4
203.661,37.26,-4.43048,98.7053,0.1825,4
203.761,37.27,-4.42973,98.7053,0.18256,4
203.866,37.28,-4.43226,98.7053,0.18262,4
203.96001,37.29,-4.43832,98.70432,0.18268,4
204.075,37.3,-4.44004,98.70432,0.18275,4
204.175,37.31,-4.43861,98.70432,0.1828,4
204.293,37.32,-4.44029,98.70334,0.18287,4
204.37,37.33,-4.4459,98.70334,0.18292,4
204.48,37.34,-4.44634,98.70236,0.18298,4
204.58701,37.35,-4.45085,98.70138,0.18305,4
204.679,37.36,-4.45021,98.70138,0.1831,4
204.778,37.37,-4.45349,98.70138,0.18316,4
204.89101,37.38,-4.45188,98.70138,0.18322,4
204.98,37.39,-4.45664,98.70138,0.18328,4
205.091,37.4,-4.45974,98.70039,0.18334,4
205.18201,37.41,-4.46514,98.70039,0.1834,4
205.302,37.42,-4.46613,98.70039,0.18346,4
205.392,37.43,-4.46816,98.70039,0.18352,4
205.496,37.44,-4.46734,98.69941,0.18358,4
205.59801,37.45,-4.47056,98.69941,0.18364,4
205.698,37.46,-4.47716,98.69941,0.1837,4
205.806,37.47,-4.47837,98.69941,0.18376,4
205.909,37.48,-4.47894,98.69941,0.18382,4
206.013,37.49,-4.482,98.69941,0.18388,4
206.10699,37.5,-4.48343,98.69843,0.18393,4
206.20399,37.51,-4.48733,98.69843,0.18399,4
206.317,37.52,-4.48833,98.69843,0.18406,4
206.41701,37.53,-4.48956,98.69843,0.18412,4
206.509,37.54,-4.49171,98.69745,0.18417,4
206.621,37.55,-4.49731,98.69646,0.18424,4
206.72099,37.56,-4.49787,98.69548,0.1843,4
206.82201,37.57,-4.49976,98.69548,0.18436,4
206.94,37.58,-4.50472,98.6945,0.18443,4
207.032,37.59,-4.50673,98.69352,0.18448,4
207.118,37.6,-4.5075,98.69253,0.18453,4
207.231,37.61,-4.50721,98.69253,0.1846,4
207.34801,37.62,-4.51018,98.69155,0.18467,4
207.44501,37.63,-4.51145,98.69057,0.18472,4
207.537,37.64,-4.51811,98.68959,0.18478,4
207.63901,37.65,-4.51731,98.68959,0.18484,4
207.742,37.66,-4.52181,98.68861,0.1849,4
207.84599,37.67,-4.52297,98.68861,0.18496,4
207.94,37.68,-4.52627,98.68861,0.18501,4
208.052,37.69,-4.52599,98.68861,0.18508,4
208.155,37.7,-4.52583,98.68861,0.18514,4
208.255,37.71,-4.52838,98.68861,0.1852,4
208.355,37.72,-4.53291,98.68861,0.18526,4
208.45799,37.73,-4.53408,98.68861,0.18532,4
208.556,37.74,-4.53731,98.68861,0.18538,4
208.659,37.75,-4.54311,98.68861,0.18544,4
208.77,37.76,-4.54417,98.68861,0.1855,4
208.849,37.77,-4.54435,98.68861,0.18555,4
208.95399,37.78,-4.54615,98.68861,0.18561,4
209.06599,37.79,-4.54653,98.68861,0.18568,4
209.168,37.8,-4.54969,98.68762,0.18574,4
209.263,37.81,-4.55229,98.68762,0.18579,4
209.37199,37.82,-4.55997,98.68762,0.18586,4
209.465,37.83,-4.55797,98.68762,0.18591,4
209.57401,37.84,-4.56499,98.68664,0.18597,4
209.674,37.85,-4.56553,98.68664,0.18603,4
209.771,37.86,-4.56743,98.68566,0.18609,4
209.87,37.87,-4.56798,98.68468,0.18615,4
209.974,37.88,-4.57374,98.68468,0.18621,4
210.08,37.89,-4.57287,98.68369,0.18627,4
210.17999,37.9,-4.57736,98.68369,0.18633,4
210.29201,37.91,-4.58102,98.68369,0.1864,4
210.382,37.92,-4.57643,98.68369,0.18645,4
210.498,37.93,-4.58068,98.68369,0.18652,4
210.589,37.94,-4.58135,98.68369,0.18657,4
210.68401,37.95,-4.58524,98.68271,0.18663,4
210.793,37.96,-4.58564,98.68271,0.18669,4
210.89301,37.97,-4.58683,98.68271,0.18675,4
210.996,37.98,-4.58995,98.68271,0.18681,4
211.097,37.99,-4.59375,98.68271,0.18687,4
211.201,38,-4.59687,98.68369,0.18693,4
211.298,38.01,-4.59874,98.68369,0.18699,4
211.397,38.02,-4.60322,98.68271,0.18704,4
211.495,38.03,-4.60705,98.68271,0.1871,4
211.60001,38.04,-4.61078,98.68271,0.18716,4
211.7,38.05,-4.60803,98.68271,0.18722,4
211.797,38.06,-4.61122,98.68173,0.18728,4
211.909,38.07,-4.61628,98.68173,0.18734,4
212.017,38.08,-4.6159,98.68075,0.18741,4
212.103,38.09,-4.61798,98.68075,0.18746,4
212.201,38.1,-4.62047,98.67976,0.18751,4
212.30901,38.11,-4.62098,98.67878,0.18757,4
212.409,38.12,-4.62412,98.67878,0.18763,4
212.515,38.13,-4.6205,98.6778,0.1877,4
212.616,38.14,-4.62885,98.67682,0.18776,4
212.71899,38.15,-4.63259,98.67682,0.18782,4
212.81599,38.16,-4.63446,98.67682,0.18788,4
212.923,38.17,-4.63618,98.67584,0.18794,4
213.017,38.18,-4.63743,98.67584,0.18799,4
213.12,38.19,-4.6392,98.67584,0.18805,4
213.213,38.2,-4.64243,98.67485,0.18811,4
213.325,38.21,-4.64146,98.67485,0.18817,4
213.433,38.22,-4.64512,98.67485,0.18824,4
213.52699,38.23,-4.64898,98.67387,0.18829,4
213.625,38.24,-4.64756,98.67387,0.18835,4
213.729,38.25,-4.65322,98.67387,0.18841,4
213.83299,38.26,-4.65497,98.67387,0.18847,4
213.929,38.27,-4.65619,98.67191,0.18853,4
214.03101,38.28,-4.65992,98.67191,0.18859,4
214.14,38.29,-4.66485,98.67191,0.18865,4
214.23801,38.3,-4.66604,98.67191,0.18871,4
214.33,38.31,-4.6673,98.67092,0.18876,4
214.438,38.32,-4.67159,98.67092,0.18883,4
214.53999,38.33,-4.66881,98.66994,0.18889,4
214.638,38.34,-4.66999,98.66994,0.18894,4
214.731,38.35,-4.67385,98.66994,0.189,4
214.84,38.36,-4.67876,98.66994,0.18906,4
214.94299,38.37,-4.68311,98.66896,0.18912,4
215.047,38.38,-4.68095,98.66896,0.18918,4
215.13699,38.39,-4.68289,98.66896,0.18924,4
215.243,38.4,-4.6846,98.66798,0.1893,4
215.345,38.41,-4.68507,98.66699,0.18936,4
215.453,38.42,-4.69387,98.66699,0.18942,4
215.55701,38.43,-4.6956,98.66601,0.18948,4
215.651,38.44,-4.69489,98.66503,0.18954,4
215.74899,38.45,-4.70124,98.66503,0.1896,4
215.851,38.46,-4.70234,98.66405,0.18965,4
215.95,38.47,-4.7022,98.66306,0.18971,4
216.06,38.48,-4.70902,98.66208,0.18978,4
216.151,38.49,-4.70963,98.6611,0.18983,4
216.258,38.5,-4.71261,98.66012,0.18989,4
216.35899,38.51,-4.71437,98.65914,0.18995,4
216.452,38.52,-4.7156,98.65914,0.19001,4
216.55499,38.53,-4.7238,98.65815,0.19007,4
216.66,38.54,-4.7255,98.65717,0.19013,4
216.754,38.55,-4.72219,98.65717,0.19018,4
216.87,38.56,-4.72374,98.65717,0.19025,4
216.967,38.57,-4.72684,98.65619,0.19031,4
217.05499,38.58,-4.73072,98.65619,0.19036,4
217.16701,38.59,-4.73296,98.65521,0.19043,4
217.257,38.6,-4.73617,98.65521,0.19048,4
217.366,38.61,-4.73651,98.65521,0.19054,4
217.467,38.62,-4.73826,98.65521,0.1906,4
217.561,38.63,-4.73947,98.65422,0.19066,4
217.675,38.64,-4.74554,98.65324,0.19072,4
217.763,38.65,-4.74748,98.65324,0.19077,4
217.871,38.66,-4.75105,98.65324,0.19084,4
217.96899,38.67,-4.75348,98.65324,0.1909,4
218.075,38.68,-4.75708,98.65324,0.19096,4
218.173,38.69,-4.75501,98.65324,0.19101,4
218.27699,38.7,-4.75928,98.65324,0.19108,4
218.367,38.71,-4.76375,98.65324,0.19113,4
218.47701,38.72,-4.76536,98.65324,0.19119,4
218.58701,38.73,-4.76632,98.65324,0.19126,4
218.67799,38.74,-4.76884,98.65324,0.19131,4
218.785,38.75,-4.76985,98.65324,0.19137,4
218.88901,38.76,-4.76897,98.65324,0.19143,4
218.98599,38.77,-4.77205,98.65324,0.19149,4
219.092,38.78,-4.77115,98.65128,0.19155,4
219.19701,38.79,-4.77859,98.65128,0.19161,4
219.28799,38.8,-4.78431,98.65128,0.19167,4
219.386,38.81,-4.78864,98.65029,0.19172,4
219.481,38.82,-4.78597,98.65029,0.19178,4
219.592,38.83,-4.78627,98.64931,0.19184,4
219.698,38.84,-4.79112,98.64833,0.19191,4
219.79401,38.85,-4.79036,98.64833,0.19196,4
219.88499,38.86,-4.79415,98.64735,0.19202,4
219.98399,38.87,-4.79782,98.64735,0.19207,4
220.095,38.88,-4.80067,98.64637,0.19214,4
220.205,38.89,-4.80105,98.64637,0.1922,4
220.298,38.9,-4.80345,98.64637,0.19226,4
220.39301,38.91,-4.80462,98.64637,0.19231,4
220.49899,38.92,-4.81456,98.64637,0.19238,4
220.595,38.93,-4.81252,98.64538,0.19243,4
220.705,38.94,-4.81098,98.64538,0.19249,4
220.802,38.95,-4.81781,98.64538,0.19255,4
220.905,38.96,-4.81699,98.6444,0.19261,4
221.002,38.97,-4.82063,98.64342,0.19267,4
221.10201,38.98,-4.82362,98.64342,0.19273,4
221.19701,38.99,-4.82666,98.64342,0.19278,4
221.30499,39,-4.82452,98.64244,0.19284,4
221.399,39.01,-4.8288,98.64145,0.1929,4
221.507,39.02,-4.83305,98.64145,0.19296,4
221.60201,39.03,-4.83604,98.64145,0.19302,4
221.703,39.04,-4.83903,98.64047,0.19308,4
221.80499,39.05,-4.84074,98.64047,0.19314,4
221.91299,39.06,-4.84099,98.64047,0.1932,4
222.005,39.07,-4.8448,98.63851,0.19325,4
222.108,39.08,-4.84652,98.63851,0.19331,4
222.205,39.09,-4.84632,98.63851,0.19337,4
222.30499,39.1,-4.84803,98.63851,0.19343,4
222.40199,39.11,-4.85228,98.63752,0.19349,4
222.506,39.12,-4.85081,98.63752,0.19355,4
222.601,39.13,-4.85316,98.63752,0.1936,4
222.713,39.14,-4.86038,98.63654,0.19367,4
222.80901,39.15,-4.86291,98.63556,0.19372,4
222.90199,39.16,-4.86524,98.63458,0.19378,4
223.011,39.17,-4.86425,98.63458,0.19384,4
223.10001,39.18,-4.86674,98.6336,0.1939,4
223.217,39.19,-4.86819,98.6336,0.19396,4
223.313,39.2,-4.87122,98.63261,0.19402,4
223.41,39.21,-4.87043,98.63261,0.19408,4
223.511,39.22,-4.87717,98.63163,0.19414,4
223.61501,39.23,-4.8807,98.63065,0.1942,4
223.71001,39.24,-4.88057,98.63065,0.19425,4
223.798,39.25,-4.88687,98.63065,0.1943,4
223.914,39.26,-4.89022,98.62967,0.19437,4
224.009,39.27,-4.89085,98.62967,0.19442,4
224.112,39.28,-4.89173,98.62868,0.19449,4
224.211,39.29,-4.8947,98.62868,0.19454,4
224.312,39.3,-4.897,98.6277,0.1946,4
224.409,39.31,-4.89886,98.62672,0.19465,4
224.51401,39.32,-4.90223,98.62672,0.19472,4
224.60899,39.33,-4.90727,98.62672,0.19477,4
224.707,39.34,-4.90517,98.62574,0.19483,4
224.815,39.35,-4.90789,98.62574,0.1949,4
224.90199,39.36,-4.91043,98.62475,0.19495,4
225.01401,39.37,-4.91127,98.62377,0.19501,4
225.117,39.38,-4.92109,98.62377,0.19507,4
225.21001,39.39,-4.91972,98.62377,0.19513,4
225.319,39.4,-4.91937,98.62377,0.19519,4
225.418,39.41,-4.92358,98.62377,0.19525,4
225.504,39.42,-4.923,98.62377,0.1953,4
225.62,39.43,-4.92815,98.62377,0.19537,4
225.72099,39.44,-4.92918,98.62279,0.19543,4
225.81599,39.45,-4.93155,98.62279,0.19548,4
225.91,39.46,-4.93833,98.62279,0.19554,4
226.017,39.47,-4.93801,98.62279,0.1956,4
226.116,39.48,-4.93844,98.62181,0.19566,4
226.21899,39.49,-4.94382,98.62181,0.19572,4
226.321,39.5,-4.94232,98.62181,0.19578,4
226.42,39.51,-4.95152,98.62181,0.19583,4
226.513,39.52,-4.95454,98.62083,0.19589,4
226.618,39.53,-4.95487,98.62083,0.19595,4
226.714,39.54,-4.95722,98.62083,0.196,4
226.828,39.55,-4.95428,98.62083,0.19607,4
226.92599,39.56,-4.95597,98.61984,0.19613,4
227.01801,39.57,-4.96526,98.61984,0.19618,4
227.116,39.58,-4.97007,98.61984,0.19624,4
227.22501,39.59,-4.96846,98.61984,0.1963,4
227.317,39.6,-4.97086,98.61886,0.19636,4
227.424,39.61,-4.97178,98.61886,0.19642,4
227.521,39.62,-4.9791,98.61886,0.19647,4
227.631,39.63,-4.9806,98.61886,0.19654,4
227.729,39.64,-4.98103,98.6169,0.1966,4
227.82201,39.65,-4.98777,98.6169,0.19665,4
227.925,39.66,-4.98875,98.6169,0.19671,4
228.033,39.67,-4.99152,98.6169,0.19677,4
228.12,39.68,-4.99024,98.6169,0.19682,4
228.224,39.69,-4.99244,98.6169,0.19688,4
228.325,39.7,-4.99407,98.61591,0.19694,4
228.422,39.71,-4.99762,98.61493,0.197,4
228.51601,39.72,-5.00247,98.61493,0.19705,4
228.638,39.73,-5.00502,98.61493,0.19713,4
228.726,39.74,-5.00372,98.61493,0.19718,4
228.823,39.75,-5.00727,98.61395,0.19723,4
228.925,39.76,-5.01448,98.61395,0.19729,4
229.03101,39.77,-5.0098,98.61395,0.19735,4
229.134,39.78,-5.01201,98.61395,0.19741,4
229.23,39.79,-5.01619,98.61395,0.19747,4
229.328,39.8,-5.01909,98.61395,0.19753,4
229.429,39.81,-5.02008,98.61395,0.19759,4
229.52699,39.82,-5.0205,98.61395,0.19764,4
229.62601,39.83,-5.02649,98.61395,0.1977,4
229.731,39.84,-5.02928,98.61297,0.19776,4
229.83701,39.85,-5.03144,98.61297,0.19782,4
229.92999,39.86,-5.03193,98.61297,0.19788,4
230.034,39.87,-5.03783,98.61297,0.19794,4
230.127,39.88,-5.03459,98.61297,0.19799,4
230.23801,39.89,-5.04101,98.61297,0.19806,4
230.338,39.9,-5.04511,98.611,0.19811,4
230.429,39.91,-5.04748,98.611,0.19817,4
230.533,39.92,-5.05152,98.61002,0.19823,4
230.62601,39.93,-5.05447,98.61002,0.19828,4
230.737,39.94,-5.05469,98.60904,0.19835,4
230.83501,39.95,-5.05757,98.60904,0.1984,4
230.939,39.96,-5.06097,98.60904,0.19846,4
231.037,39.97,-5.06262,98.60806,0.19852,4
231.142,39.98,-5.06415,98.60806,0.19858,4
231.239,39.99,-5.0658,98.60707,0.19864,4
231.347,40,-5.06729,98.60707,0.1987,4
231.44099,40.01,-5.06899,98.60511,0.19876,4
231.535,40.02,-5.07192,98.60511,0.19881,4
231.64301,40.03,-5.07402,98.60413,0.19887,4
231.73801,40.04,-5.07385,98.60314,0.19893,4
231.83299,40.05,-5.08047,98.60216,0.19898,4
231.92999,40.06,-5.08458,98.60118,0.19904,4
232.043,40.07,-5.08845,98.60118,0.19911,4
232.13901,40.08,-5.08888,98.6002,0.19916,4
232.23801,40.09,-5.09234,98.59921,0.19922,4
232.338,40.1,-5.09394,98.59823,0.19928,4
232.44501,40.11,-5.09666,98.59823,0.19934,4
232.547,40.12,-5.10069,98.59725,0.1994,4
232.645,40.13,-5.09862,98.59627,0.19946,4
232.73801,40.14,-5.10339,98.59627,0.19951,4
232.839,40.15,-5.10435,98.59627,0.19957,4
232.938,40.16,-5.1035,98.59627,0.19963,4
233.03999,40.17,-5.10936,98.59528,0.19968,4
233.13699,40.18,-5.11407,98.5943,0.19974,4
233.243,40.19,-5.1125,98.5943,0.1998,4
233.343,40.2,-5.11347,98.5943,0.19986,4
233.437,40.21,-5.12006,98.59234,0.19991,4
233.535,40.22,-5.1229,98.59234,0.19997,4
233.63901,40.23,-5.12442,98.59136,0.20003,4
233.74001,40.24,-5.12415,98.59037,0.20009,4
233.839,40.25,-5.12882,98.58939,0.20015,4
233.939,40.26,-5.13224,98.58939,0.20021,4
234.041,40.27,-5.13379,98.58841,0.20027,4
234.13901,40.28,-5.13539,98.58841,0.20032,4
234.239,40.29,-5.13881,98.58743,0.20038,4
234.34599,40.3,-5.13783,98.58743,0.20044,4
234.438,40.31,-5.14075,98.58743,0.2005,4
234.545,40.32,-5.14406,98.58743,0.20056,4
234.64101,40.33,-5.14875,98.58743,0.20061,4
234.73801,40.34,-5.15037,98.58743,0.20067,4
234.841,40.35,-5.15189,98.58743,0.20073,4
234.94299,40.36,-5.15282,98.58743,0.20079,4
235.035,40.37,-5.16001,98.58743,0.20084,4
235.13699,40.38,-5.16033,98.58743,0.2009,4
235.245,40.39,-5.16361,98.58743,0.20096,4
235.339,40.4,-5.16221,98.58743,0.20102,4
235.448,40.41,-5.16792,98.58743,0.20108,4
235.536,40.42,-5.1721,98.58743,0.20113,4
235.64301,40.43,-5.17539,98.58743,0.20119,4
235.73599,40.44,-5.174,98.58743,0.20125,4
235.83099,40.45,-5.17808,98.58743,0.2013,4
235.94501,40.46,-5.17638,98.58743,0.20137,4
236.041,40.47,-5.18166,98.58644,0.20142,4
236.13699,40.48,-5.18145,98.58644,0.20148,4
236.237,40.49,-5.1824,98.58644,0.20154,4
236.343,40.5,-5.18752,98.58546,0.2016,4
236.444,40.51,-5.19088,98.58546,0.20166,4
236.537,40.52,-5.19254,98.58546,0.20171,4
236.644,40.53,-5.1946,98.58546,0.20177,4
236.75301,40.54,-5.19419,98.58546,0.20184,4
236.84599,40.55,-5.19463,98.58546,0.20189,4
236.94099,40.56,-5.1993,98.58448,0.20195,4
237.04401,40.57,-5.19837,98.5835,0.20201,4
237.151,40.58,-5.20225,98.5835,0.20207,4
237.245,40.59,-5.20328,98.5835,0.20212,4
237.34399,40.6,-5.20727,98.5835,0.20218,4
237.452,40.61,-5.2093,98.58251,0.20224,4
237.539,40.62,-5.21529,98.58251,0.20229,4
237.64799,40.63,-5.2167,98.58251,0.20235,4
237.745,40.64,-5.21829,98.58153,0.20241,4
237.84599,40.65,-5.21981,98.58055,0.20247,4
237.942,40.66,-5.22808,98.58055,0.20252,4
238.039,40.67,-5.23936,98.58055,0.20258,4
238.13699,40.68,-5.2379,98.58055,0.20264,4
238.244,40.69,-5.23327,98.58055,0.2027,4
238.347,40.7,-5.23113,98.57957,0.20276,4
238.442,40.71,-5.23456,98.57859,0.20281,4
238.537,40.72,-5.23253,98.57859,0.20287,4
238.63499,40.73,-5.24257,98.5776,0.20293,4
238.745,40.74,-5.24153,98.5776,0.20299,4
238.839,40.75,-5.24618,98.5776,0.20304,4
238.936,40.76,-5.24654,98.57564,0.2031,4
239.035,40.77,-5.25232,98.57564,0.20316,4
239.145,40.78,-5.2543,98.57564,0.20322,4
239.24899,40.79,-5.25517,98.57367,0.20328,4
239.339,40.8,-5.26167,98.57367,0.20333,4
239.442,40.81,-5.26677,98.57367,0.20339,4
239.543,40.82,-5.26889,98.57269,0.20345,4
239.647,40.83,-5.27216,98.57269,0.20351,4
239.748,40.84,-5.27125,98.57171,0.20357,4
239.83701,40.85,-5.27113,98.57073,0.20362,4
239.94299,40.86,-5.27316,98.56974,0.20368,4
240.039,40.87,-5.27715,98.56876,0.20374,4
240.142,40.88,-5.28224,98.56876,0.2038,4
240.25301,40.89,-5.28299,98.56876,0.20386,4
240.34599,40.9,-5.28641,98.56778,0.20391,4
240.44299,40.91,-5.28857,98.5668,0.20397,4
240.543,40.92,-5.28888,98.5668,0.20403,4
240.64301,40.93,-5.2916,98.56582,0.20409,4
240.746,40.94,-5.29547,98.56483,0.20414,4
240.849,40.95,-5.29694,98.56483,0.2042,4
240.94501,40.96,-5.29791,98.56385,0.20426,4
241.049,40.97,-5.30116,98.56385,0.20432,4
241.14301,40.98,-5.30336,98.56385,0.20437,4
241.246,40.99,-5.30602,98.56287,0.20443,4
241.336,41,-5.30708,98.56287,0.20448,4
241.43201,41.01,-5.30924,98.56287,0.20454,4
241.54201,41.02,-5.3124,98.56189,0.2046,4
241.63499,41.03,-5.31581,98.5609,0.20466,4
241.74001,41.04,-5.31244,98.5609,0.20472,4
241.845,41.05,-5.31746,98.5609,0.20478,4
241.939,41.06,-5.32145,98.55992,0.20483,4
242.03999,41.07,-5.32114,98.55992,0.20489,4
242.145,41.08,-5.32795,98.55992,0.20495,4
242.23599,41.09,-5.32839,98.55894,0.205,4
242.354,41.1,-5.33081,98.55894,0.20507,4
242.435,41.11,-5.33439,98.55894,0.20512,4
242.536,41.12,-5.33886,98.55894,0.20518,4
242.63901,41.13,-5.34091,98.55796,0.20524,4
242.735,41.14,-5.33827,98.55796,0.20529,4
242.836,41.15,-5.34394,98.55796,0.20535,4
242.937,41.16,-5.34781,98.55697,0.20541,4
243.03999,41.17,-5.34985,98.55697,0.20547,4
243.129,41.18,-5.3515,98.55697,0.20552,4
243.231,41.19,-5.35117,98.55697,0.20558,4
243.33701,41.2,-5.35495,98.55697,0.20564,4
243.44501,41.21,-5.35513,98.55599,0.2057,4
243.536,41.22,-5.35854,98.55599,0.20575,4
243.636,41.23,-5.3636,98.55599,0.20581,4
243.739,41.24,-5.36683,98.55403,0.20587,4
243.841,41.25,-5.36351,98.55403,0.20593,4
243.938,41.26,-5.37041,98.55305,0.20598,4
244.03,41.27,-5.3726,98.55305,0.20604,4
244.134,41.28,-5.3764,98.55108,0.2061,4
244.239,41.29,-5.37602,98.5501,0.20616,4
244.325,41.3,-5.37771,98.5501,0.20621,4
244.43401,41.31,-5.38203,98.54813,0.20627,4
244.53999,41.32,-5.38282,98.54715,0.20633,4
244.63901,41.33,-5.38788,98.54617,0.20639,4
244.72701,41.34,-5.38775,98.54617,0.20644,4
244.832,41.35,-5.39569,98.5442,0.2065,4
244.933,41.36,-5.39596,98.54322,0.20656,4
245.03,41.37,-5.39866,98.54224,0.20661,4
245.13699,41.38,-5.40181,98.54224,0.20667,4
245.23199,41.39,-5.40335,98.54126,0.20673,4
245.33501,41.4,-5.40477,98.54126,0.20679,4
245.44299,41.41,-5.40731,98.54028,0.20685,4
245.53799,41.42,-5.41241,98.54028,0.2069,4
245.634,41.43,-5.41156,98.53929,0.20696,4
245.737,41.44,-5.41536,98.53929,0.20702,4
245.834,41.45,-5.41746,98.53733,0.20707,4
245.937,41.46,-5.42243,98.53733,0.20713,4
246.03101,41.47,-5.42161,98.53635,0.20719,4
246.131,41.48,-5.42485,98.53536,0.20724,4
246.23399,41.49,-5.42923,98.53438,0.2073,4
246.32201,41.5,-5.4285,98.53438,0.20735,4
246.42799,41.51,-5.43578,98.5334,0.20741,4
246.532,41.52,-5.43659,98.5334,0.20747,4
246.633,41.53,-5.43744,98.53242,0.20753,4
246.728,41.54,-5.44074,98.53143,0.20759,4
246.83,41.55,-5.44453,98.53143,0.20764,4
246.935,41.56,-5.44827,98.53143,0.2077,4
247.03101,41.57,-5.44979,98.53045,0.20776,4
247.131,41.58,-5.45301,98.53045,0.20782,4
247.231,41.59,-5.45328,98.52947,0.20787,4
247.326,41.6,-5.45893,98.52947,0.20793,4
247.429,41.61,-5.46034,98.52849,0.20799,4
247.532,41.62,-5.45879,98.5275,0.20805,4
247.627,41.63,-5.46208,98.5275,0.2081,4
247.733,41.64,-5.46462,98.52652,0.20816,4
247.83099,41.65,-5.46963,98.52652,0.20822,4
247.937,41.66,-5.46862,98.52554,0.20828,4
248.039,41.67,-5.47239,98.52554,0.20834,4
248.129,41.68,-5.47517,98.52456,0.20839,4
248.22301,41.69,-5.48023,98.52358,0.20844,4
248.319,41.7,-5.48055,98.52259,0.2085,4
248.42999,41.71,-5.48359,98.52161,0.20856,4
248.52499,41.72,-5.48746,98.52161,0.20862,4
248.62399,41.73,-5.49127,98.52161,0.20867,4
248.724,41.74,-5.49447,98.52063,0.20873,4
248.827,41.75,-5.4935,98.51965,0.20879,4
248.922,41.76,-5.49384,98.51965,0.20884,4
249.01801,41.77,-5.49827,98.51965,0.2089,4
249.12199,41.78,-5.50023,98.51866,0.20896,4
249.228,41.79,-5.50392,98.51866,0.20902,4
249.314,41.8,-5.50967,98.51866,0.20907,4
249.41901,41.81,-5.50868,98.51866,0.20913,4
249.51199,41.82,-5.51021,98.51866,0.20918,4
249.62601,41.83,-5.50967,98.51866,0.20925,4
249.72099,41.84,-5.51352,98.51866,0.2093,4
249.82001,41.85,-5.51672,98.51768,0.20936,4
249.92101,41.86,-5.51989,98.51768,0.20941,4
250.024,41.87,-5.52127,98.51768,0.20947,4
250.127,41.88,-5.52089,98.51768,0.20953,4
250.226,41.89,-5.52643,98.51768,0.20959,4
250.31,41.9,-5.52825,98.51768,0.20963,4
250.423,41.91,-5.53518,98.5167,0.2097,4
250.519,41.92,-5.53607,98.5167,0.20976,4
250.61501,41.93,-5.54048,98.5167,0.20981,4
250.73,41.94,-5.54167,98.51572,0.20988,4
250.823,41.95,-5.54553,98.51572,0.20993,4
250.909,41.96,-5.54612,98.51473,0.20997,4
251.015,41.97,-5.54731,98.51473,0.21004,4
251.117,41.98,-5.55104,98.51473,0.2101,4
251.213,41.99,-5.55426,98.51473,0.21015,4
251.31599,42,-5.56089,98.51375,0.21021,4
251.418,42.01,-5.56052,98.51375,0.21027,4
251.517,42.02,-5.56019,98.51277,0.21033,4
251.61,42.03,-5.56521,98.51179,0.21038,4
251.70799,42.04,-5.56794,98.51179,0.21043,4
251.812,42.05,-5.568,98.51179,0.21049,4
251.908,42.06,-5.57425,98.51081,0.21054,4
252.002,42.07,-5.57566,98.51081,0.2106,4
252.108,42.08,-5.57997,98.51081,0.21066,4
252.201,42.09,-5.58196,98.50884,0.21072,4
252.30499,42.1,-5.58569,98.50884,0.21077,4
252.407,42.11,-5.5871,98.50786,0.21083,4
252.50301,42.12,-5.58908,98.50786,0.21089,4
252.608,42.13,-5.59223,98.50688,0.21094,4
252.70599,42.14,-5.59304,98.50688,0.211,4
252.806,42.15,-5.59735,98.50589,0.21106,4
252.909,42.16,-5.59817,98.50491,0.21111,4
253.004,42.17,-5.60073,98.50491,0.21117,4
253.10699,42.18,-5.60445,98.50491,0.21123,4
253.198,42.19,-5.60704,98.50393,0.21128,4
253.306,42.2,-5.61131,98.50295,0.21134,4
253.403,42.21,-5.6127,98.50196,0.2114,4
253.491,42.22,-5.61597,98.50196,0.21145,4
253.593,42.23,-5.61559,98.50098,0.21151,4
253.694,42.24,-5.62045,98.5,0.21157,4
