#FILE:                       ,Char_N2_reground_2_11_10.dsu    ,,,,,
#FORMAT:                     ,NETZSCH5                        ,,,,,
#IDENTITY:                   ,Char N2 reground_2_11_10        ,,,,,
#DECIMAL:                    ,POINT                           ,,,,,
#SEPARATOR:                  ,COMMA                           ,,,,,
#MTYPE:                      ,DTA                             ,,,,,
#MSUBTYPE:                   ,                                ,,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C               ,,,,,
#PROJECT:                    ,Torrefaction                    ,,,,,
#DATE/TIME:                  ,2/11/2010 9:33,,,,,
#CORR. FILE:                 ,buoyancy_drying_13_10_10.bsu    ,,,,,
#LABORATORY:                 ,Sustainable Research Energ      ,,,,,
#OPERATOR:                   ,A Saddawi                       ,,,,,
#REMARK:                     ,                                ,,,,,
#SAMPLE:                     ,nonisoth oxid with init drying  ,,,,,
#SAMPLE MASS /mg:            ,10.42,,,,,
#MATERIAL:                   ,char                            ,,,,,
#REFERENCE:                  ,Alumina                         ,,,,,
#REFERENCE MASS /mg:         ,0,,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3           ,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,
#CORR. CODE:                 ,20,,,,,
#EXO:                        ,-1,,,,,
#RANGE:                      ,30.0....900.0/-20.0....10.0K/min,,,,,
#SEGMENT:                    ,S1-5/5                          ,,,,,
,,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,DTG/(%/min),Sensit./(æV/mW),Segment
32.216,0.00E+00,5.63E-02,100,-0.13359,8.95E-02,1
32.216,1.00E-02,5.76E-02,99.99808,-0.15041,8.95E-02,1
32.216,2.00E-02,5.23E-02,99.99712,-0.16723,8.95E-02,1
32.213,3.00E-02,5.50E-02,99.9952,-0.18406,8.95E-02,1
32.215,4.00E-02,5.63E-02,99.99328,-0.198,8.95E-02,1
32.215,5.00E-02,6.30E-02,99.99136,-0.20215,8.95E-02,1
32.21,6.00E-02,5.90E-02,99.98848,-0.19736,8.95E-02,1
32.207,7.00E-02,5.36E-02,99.98656,-0.18552,8.95E-02,1
32.206,8.00E-02,5.09E-02,99.98464,-0.16906,8.95E-02,1
32.212,9.00E-02,4.96E-02,99.98369,-0.15235,8.95E-02,1
32.212,0.1,5.76E-02,99.98177,-0.13899,8.95E-02,1
32.213,0.11,5.76E-02,99.98081,-0.1289,8.95E-02,1
32.212,0.12,5.63E-02,99.97985,-0.12044,8.95E-02,1
32.206,0.13,5.76E-02,99.97793,-0.11345,8.95E-02,1
32.207,0.14,4.96E-02,99.97697,-0.10846,8.95E-02,1
32.212,0.15,4.56E-02,99.97697,-0.10545,8.95E-02,1
32.213,0.16,5.36E-02,99.97505,-0.10394,8.95E-02,1
32.213,0.17,5.36E-02,99.97409,-0.10255,8.95E-02,1
32.212,0.18,4.83E-02,99.97313,-9.94E-02,8.95E-02,1
32.206,0.19,4.69E-02,99.97217,-9.44E-02,8.95E-02,1
32.21,0.2,4.83E-02,99.97121,-8.81E-02,8.95E-02,1
32.207,0.21,3.75E-02,99.97025,-8.19E-02,8.95E-02,1
32.207,0.22,4.29E-02,99.96929,-7.79E-02,8.95E-02,1
32.209,0.23,4.83E-02,99.96929,-7.75E-02,8.95E-02,1
32.204,0.24,4.56E-02,99.96833,-7.99E-02,8.95E-02,1
32.204,0.25,4.16E-02,99.96737,-8.25E-02,8.95E-02,1
32.212,0.26,4.02E-02,99.96641,-8.21E-02,8.95E-02,1
32.212,0.27,4.02E-02,99.96545,-7.87E-02,8.95E-02,1
32.207,0.28,4.02E-02,99.96449,-7.52E-02,8.95E-02,1
32.209,0.29,4.02E-02,99.96449,-7.48E-02,8.95E-02,1
32.206,0.3,4.56E-02,99.96353,-8.06E-02,8.95E-02,1
32.201,0.31,4.56E-02,99.96257,-9.28E-02,8.95E-02,1
32.201,0.32,4.56E-02,99.96257,-0.10804,8.95E-02,1
32.206,0.33,4.16E-02,99.96065,-0.122,8.95E-02,1
32.204,0.34,4.02E-02,99.95873,-0.13288,8.95E-02,1
32.198,0.35,4.02E-02,99.95777,-0.14105,8.95E-02,1
32.198,0.36,3.62E-02,99.95681,-0.14834,8.95E-02,1
32.203,0.37,3.62E-02,99.95489,-0.15751,8.95E-02,1
32.201,0.38,3.62E-02,99.95298,-0.16908,8.95E-02,1
32.203,0.39,3.89E-02,99.95202,-0.18075,8.95E-02,1
32.2,0.4,3.62E-02,99.9501,-0.1895,8.95E-02,1
32.2,0.41,3.49E-02,99.94722,-0.19258,8.95E-02,1
32.201,0.42,3.35E-02,99.9453,-0.18993,8.95E-02,1
32.203,0.43,3.49E-02,99.94338,-0.18483,8.95E-02,1
32.201,0.44,3.62E-02,99.94242,-0.18009,8.95E-02,1
32.203,0.45,3.08E-02,99.9405,-0.17636,8.95E-02,1
32.2,0.46,2.95E-02,99.93762,-0.17348,8.95E-02,1
32.198,0.47,3.35E-02,99.93666,-0.17089,8.95E-02,1
32.197,0.48,2.95E-02,99.9357,-0.16846,8.95E-02,1
32.197,0.49,2.68E-02,99.93282,-0.16557,8.95E-02,1
32.195,0.5,2.95E-02,99.93186,-0.15893,8.95E-02,1
32.197,0.51,3.22E-02,99.92994,-0.14461,8.95E-02,1
32.203,0.52,3.89E-02,99.92802,-0.12176,8.95E-02,1
32.198,0.53,4.02E-02,99.92706,-9.28E-02,8.95E-02,1
32.197,0.54,3.75E-02,99.9261,-6.22E-02,8.95E-02,1
32.201,0.55,3.75E-02,99.9261,-3.60E-02,8.95E-02,1
32.201,0.56,3.62E-02,99.9261,-1.79E-02,8.95E-02,1
32.201,0.57,2.82E-02,99.9261,-8.47E-03,8.95E-02,1
32.201,0.58,3.75E-02,99.9261,-6.88E-03,8.95E-02,1
32.204,0.59,3.49E-02,99.9261,-1.19E-02,8.95E-02,1
32.203,0.6,3.22E-02,99.9261,-2.26E-02,8.95E-02,1
32.203,0.61,2.68E-02,99.9261,-3.87E-02,8.95E-02,1
32.204,0.62,2.55E-02,99.92514,-6.04E-02,8.95E-02,1
32.206,0.63,3.08E-02,99.92514,-8.65E-02,8.95E-02,1
32.212,0.64,2.81E-02,99.92418,-0.11534,8.95E-02,1
32.212,0.65,2.55E-02,99.92226,-0.1438,8.95E-02,1
32.207,0.66,2.41E-02,99.92131,-0.16902,8.95E-02,1
32.218,0.67,2.41E-02,99.91843,-0.18819,8.95E-02,1
32.219,0.68,2.14E-02,99.91747,-0.19859,8.95E-02,1
32.216,0.69,2.28E-02,99.91459,-0.19861,8.95E-02,1
32.224,0.7,2.81E-02,99.91171,-0.18933,8.95E-02,1
32.228,0.71,1.47E-02,99.91075,-0.1754,8.95E-02,1
32.234,0.72,1.61E-02,99.90883,-0.16181,8.95E-02,1
32.241,0.73,2.01E-02,99.90787,-0.15272,8.95E-02,1
32.241,0.74,1.61E-02,99.90595,-0.14748,8.95E-02,1
32.247,0.75,1.61E-02,99.90499,-0.14179,8.95E-02,1
32.25,0.76,1.61E-02,99.90307,-0.13305,8.95E-02,1
32.261,0.77,1.07E-02,99.90115,-0.12055,8.95E-02,1
32.268,0.78,5.36E-03,99.90115,-0.1067,8.95E-02,1
32.285,0.79,1.47E-02,99.89923,-9.54E-02,8.95E-02,1
32.295,0.8,1.74E-02,99.89923,-8.93E-02,8.95E-02,1
32.3,0.81,8.04E-03,99.89827,-8.82E-02,8.95E-02,1
32.307,0.82,6.70E-03,99.89731,-9.01E-02,8.95E-02,1
32.311,0.83,-2.68E-03,99.89635,-9.28E-02,8.95E-02,1
32.323,0.84,-1.34E-03,99.89539,-9.47E-02,8.95E-02,1
32.341,0.85,0.00E+00,99.89443,-9.60E-02,8.96E-02,1
32.35,0.86,-2.68E-03,99.89347,-9.76E-02,8.96E-02,1
32.363,0.87,-5.36E-03,99.89251,-0.10075,8.96E-02,1
32.375,0.88,-1.07E-02,99.89155,-0.10667,8.96E-02,1
32.38,0.89,-1.21E-02,99.8906,-0.1148,8.96E-02,1
32.4,0.9,-9.37E-03,99.88964,-0.12309,8.96E-02,1
32.414,0.91,-1.74E-02,99.88772,-0.12845,8.96E-02,1
32.423,0.92,-2.54E-02,99.88676,-0.12847,8.96E-02,1
32.436,0.93,-2.95E-02,99.88484,-0.12351,8.96E-02,1
32.457,0.94,-2.81E-02,99.88388,-0.11683,8.96E-02,1
32.476,0.95,-4.02E-02,99.88292,-0.11307,8.96E-02,1
32.496,0.96,-4.42E-02,99.88196,-0.11586,8.96E-02,1
32.513,0.97,-5.35E-02,99.881,-0.12594,8.96E-02,1
32.535,0.98,-6.56E-02,99.88004,-0.13994,8.96E-02,1
32.555,0.99,-6.96E-02,99.87812,-0.15253,8.97E-02,1
32.571,1,-6.42E-02,99.8762,-0.16035,8.97E-02,1
32.589,1.01,-7.49E-02,99.87428,-0.16271,8.97E-02,1
32.612,1.02,-7.89E-02,99.87332,-0.16114,8.97E-02,1
32.639,1.03,-7.62E-02,99.8714,-0.15786,8.97E-02,1
32.658,1.04,-9.23E-02,99.86948,-0.15406,8.97E-02,1
32.684,1.05,-9.36E-02,99.86852,-0.1503,8.97E-02,1
32.702,1.06,-9.63E-02,99.8666,-0.14709,8.97E-02,1
32.73,1.07,-9.22E-02,99.86564,-0.14481,8.97E-02,1
32.761,1.08,-9.76E-02,99.86372,-0.14266,8.97E-02,1
32.792,1.09,-0.11092,99.86276,-0.13876,8.98E-02,1
32.82,1.1,-0.10289,99.86084,-0.13085,8.98E-02,1
32.847,1.11,-0.12292,99.85988,-0.11746,8.98E-02,1
32.875,1.12,-0.13091,99.85797,-9.82E-02,8.98E-02,1
32.904,1.13,-0.1349,99.85797,-7.56E-02,8.98E-02,1
32.932,1.14,-0.1469,99.85605,-5.58E-02,8.98E-02,1
32.966,1.15,-0.14421,99.85701,-4.46E-02,8.98E-02,1
33.008,1.16,-0.14418,99.85701,-4.57E-02,8.99E-02,1
33.038,1.17,-0.15483,99.85605,-5.92E-02,8.99E-02,1
33.072,1.18,-0.17082,99.85605,-8.05E-02,8.99E-02,1
33.101,1.19,-0.17746,99.85509,-0.10309,8.99E-02,1
33.146,1.2,-0.18409,99.85317,-0.12254,8.99E-02,1
33.179,1.21,-0.18406,99.85221,-0.13759,8.99E-02,1
33.214,1.22,-0.18936,99.85029,-0.14942,9.00E-02,1
33.258,1.23,-0.19999,99.84933,-0.16095,9.00E-02,1
33.301,1.24,-0.21461,99.84741,-0.17118,9.00E-02,1
33.334,1.25,-0.22923,99.84645,-0.17564,9.00E-02,1
33.378,1.26,-0.23984,99.84261,-0.17091,9.00E-02,1
33.409,1.27,-0.24381,99.84165,-0.15801,9.00E-02,1
33.454,1.28,-0.24774,99.83973,-0.14248,9.01E-02,1
33.499,1.29,-0.257,99.83973,-0.13026,9.01E-02,1
33.551,1.3,-0.25693,99.83781,-0.12287,9.01E-02,1
33.585,1.31,-0.25955,99.83685,-0.11795,9.01E-02,1
33.65,1.32,-0.27676,99.83493,-0.11245,9.02E-02,1
33.689,1.33,-0.2807,99.83493,-0.10485,9.02E-02,1
33.743,1.34,-0.2886,99.83301,-9.67E-02,9.02E-02,1
33.789,1.35,-0.3005,99.83205,-9.04E-02,9.02E-02,1
33.83,1.36,-0.31772,99.83205,-8.74E-02,9.02E-02,1
33.876,1.37,-0.33226,99.83109,-8.56E-02,9.03E-02,1
33.938,1.38,-0.3388,99.83013,-8.23E-02,9.03E-02,1
33.99,1.39,-0.35465,99.82821,-7.63E-02,9.03E-02,1
34.037,1.4,-0.35589,99.82821,-7.04E-02,9.03E-02,1
34.093,1.41,-0.36376,99.82821,-6.91E-02,9.04E-02,1
34.131,1.42,-0.37829,99.82726,-7.58E-02,9.04E-02,1
34.201,1.43,-0.39009,99.8263,-8.92E-02,9.04E-02,1
34.254,1.44,-0.39795,99.8263,-0.10358,9.04E-02,1
34.305,1.45,-0.40316,99.82438,-0.11284,9.05E-02,1
34.375,1.46,-0.42156,99.82246,-0.11427,9.05E-02,1
34.434,1.47,-0.42939,99.8215,-0.11011,9.05E-02,1
34.488,1.48,-0.43854,99.82054,-0.10548,9.05E-02,1
34.545,1.49,-0.44901,99.82054,-0.10471,9.06E-02,1
34.619,1.5,-0.45282,99.81862,-0.1075,9.06E-02,1
34.663,1.51,-0.47125,99.81766,-0.11026,9.06E-02,1
34.728,1.52,-0.47638,99.8167,-0.11061,9.07E-02,1
34.787,1.53,-0.49608,99.81478,-0.1085,9.07E-02,1
34.864,1.54,-0.49457,99.81478,-0.10667,9.07E-02,1
34.911,1.55,-0.49841,99.81286,-0.10704,9.07E-02,1
34.977,1.56,-0.51807,99.81286,-0.11012,9.08E-02,1
35.05,1.57,-0.52448,99.81094,-0.11499,9.08E-02,1
35.105,1.58,-0.53228,99.80998,-0.11935,9.08E-02,1
35.181,1.59,-0.54922,99.80902,-0.12197,9.09E-02,1
35.263,1.6,-0.55691,99.8071,-0.12314,9.09E-02,1
35.322,1.61,-0.56993,99.80614,-0.12516,9.09E-02,1
35.396,1.62,-0.59214,99.80518,-0.12935,9.10E-02,1
35.466,1.63,-0.59193,99.80422,-0.1345,9.10E-02,1
35.531,1.64,-0.60228,99.8023,-0.13841,9.10E-02,1
35.598,1.65,-0.60866,99.80038,-0.13915,9.11E-02,1
35.67,1.66,-0.62292,99.79942,-0.13674,9.11E-02,1
35.746,1.67,-0.6319,99.79846,-0.13216,9.11E-02,1
35.81,1.68,-0.63827,99.79655,-0.12497,9.12E-02,1
35.892,1.69,-0.66037,99.79559,-0.11437,9.12E-02,1
35.952,1.7,-0.6628,99.79367,-0.1007,9.12E-02,1
36.033,1.71,-0.67304,99.79367,-8.61E-02,9.13E-02,1
36.107,1.72,-0.68201,99.79271,-7.34E-02,9.13E-02,1
36.182,1.73,-0.68961,99.79175,-6.42E-02,9.13E-02,1
36.26,1.74,-0.70247,99.79175,-5.95E-02,9.14E-02,1
36.343,1.75,-0.72186,99.79079,-5.95E-02,9.14E-02,1
36.415,1.76,-0.72947,99.79079,-6.42E-02,9.14E-02,1
36.498,1.77,-0.73047,99.78983,-7.34E-02,9.15E-02,1
36.577,1.78,-0.74722,99.78887,-8.61E-02,9.15E-02,1
36.661,1.79,-0.76,99.78887,-0.1003,9.15E-02,1
36.736,1.8,-0.76627,99.78695,-0.11276,9.16E-02,1
36.816,1.81,-0.76988,99.78599,-0.12059,9.16E-02,1
36.91,1.82,-0.78526,99.78407,-0.12307,9.17E-02,1
36.972,1.83,-0.78497,99.78311,-0.12227,9.17E-02,1
37.082,1.84,-0.80807,99.78215,-0.12077,9.17E-02,1
37.16,1.85,-0.81429,99.78119,-0.11952,9.18E-02,1
37.248,1.86,-0.81523,99.77927,-0.11849,9.18E-02,1
37.324,1.87,-0.82798,99.77831,-0.11801,9.19E-02,1
37.408,1.88,-0.84202,99.77735,-0.11966,9.19E-02,1
37.498,1.89,-0.85204,99.77639,-0.12339,9.19E-02,1
37.581,1.9,-0.8556,99.77543,-0.128,9.20E-02,1
37.669,1.91,-0.87086,99.77255,-0.13296,9.20E-02,1
37.762,1.92,-0.87957,99.77255,-0.13738,9.21E-02,1
37.855,1.93,-0.88827,99.77159,-0.14057,9.21E-02,1
37.935,1.94,-0.89963,99.76871,-0.14284,9.21E-02,1
38.011,1.95,-0.911,99.76775,-0.14457,9.22E-02,1
38.122,1.96,-0.9261,99.76679,-0.14685,9.22E-02,1
38.205,1.97,-0.94134,99.76488,-0.15238,9.23E-02,1
38.291,1.98,-0.9409,99.76392,-0.16163,9.23E-02,1
38.392,1.99,-0.95081,99.762,-0.17228,9.24E-02,1
38.484,2,-0.96595,99.76008,-0.18285,9.24E-02,1
38.561,2.01,-0.96168,99.75816,-0.19272,9.24E-02,1
38.668,2.02,-0.97543,99.75624,-0.20178,9.25E-02,1
38.756,2.03,-0.98926,99.75432,-0.20945,9.25E-02,1
38.855,2.04,-0.99914,99.7524,-0.21217,9.26E-02,1
38.949,2.05,-0.99996,99.74952,-0.20761,9.26E-02,1
39.051,2.06,-1.02404,99.74664,-0.19784,9.27E-02,1
39.136,2.07,-1.03007,99.74568,-0.18713,9.27E-02,1
39.225,2.08,-1.04254,99.74472,-0.17958,9.27E-02,1
39.337,2.09,-1.04713,99.74184,-0.17499,9.28E-02,1
39.422,2.1,-1.06348,99.74088,-0.16975,9.28E-02,1
39.534,2.11,-1.07708,99.738,-0.16175,9.29E-02,1
39.62,2.12,-1.08824,99.73704,-0.1525,9.29E-02,1
39.731,2.13,-1.09666,99.73608,-0.14453,9.30E-02,1
39.831,2.14,-1.10513,99.73417,-0.13839,9.30E-02,1
39.928,2.15,-1.11619,99.73321,-0.13335,9.31E-02,1
40.029,2.16,-1.12851,99.73129,-0.12828,9.31E-02,1
40.115,2.17,-1.13575,99.73033,-0.1243,9.32E-02,1
40.236,2.18,-1.15179,99.72937,-0.12237,9.32E-02,1
40.333,2.19,-1.14865,99.72841,-0.12194,9.33E-02,1
40.437,2.2,-1.15962,99.72649,-0.12197,9.33E-02,1
40.544,2.21,-1.17056,99.72553,-0.12059,9.34E-02,1
40.615,2.22,-1.18684,99.72457,-0.11854,9.34E-02,1
40.745,2.23,-1.1912,99.72265,-0.11808,9.35E-02,1
40.834,2.24,-1.1958,99.72265,-0.12161,9.35E-02,1
40.946,2.25,-1.20026,99.72073,-0.13089,9.36E-02,1
41.047,2.26,-1.21503,99.71977,-0.14579,9.36E-02,1
41.155,2.27,-1.22206,99.71881,-0.1642,9.36E-02,1
41.262,2.28,-1.22909,99.71593,-0.18273,9.37E-02,1
41.378,2.29,-1.23861,99.71497,-0.19806,9.38E-02,1
41.475,2.3,-1.25207,99.71209,-0.20669,9.38E-02,1
41.586,2.31,-1.25138,99.71017,-0.20794,9.39E-02,1
41.687,2.32,-1.26096,99.70729,-0.20281,9.39E-02,1
41.807,2.33,-1.26664,99.70633,-0.19343,9.40E-02,1
41.908,2.34,-1.27749,99.70345,-0.18303,9.40E-02,1
42.014,2.35,-1.29206,99.7025,-0.17292,9.41E-02,1
42.125,2.36,-1.28752,99.70058,-0.16337,9.41E-02,1
42.239,2.37,-1.29316,99.69866,-0.15411,9.42E-02,1
42.342,2.38,-1.3014,99.6977,-0.14557,9.42E-02,1
42.461,2.39,-1.30827,99.69578,-0.1386,9.43E-02,1
42.565,2.4,-1.31903,99.69482,-0.13407,9.43E-02,1
42.681,2.41,-1.33098,99.69386,-0.1314,9.44E-02,1
42.793,2.42,-1.33405,99.69194,-0.12818,9.44E-02,1
42.896,2.43,-1.35241,99.69098,-0.12353,9.45E-02,1
43.018,2.44,-1.36174,99.68906,-0.11752,9.45E-02,1
43.129,2.45,-1.36859,99.68906,-0.11176,9.46E-02,1
43.222,2.46,-1.3781,99.68714,-0.10971,9.46E-02,1
43.346,2.47,-1.37851,99.68618,-0.11361,9.47E-02,1
43.469,2.48,-1.39793,99.68618,-0.12281,9.47E-02,1
43.57,2.49,-1.40608,99.68426,-0.13503,9.48E-02,1
43.687,2.5,-1.41917,99.68234,-0.14777,9.48E-02,1
43.8,2.51,-1.41711,99.68138,-0.15838,9.49E-02,1
43.902,2.52,-1.43157,99.67946,-0.16692,9.49E-02,1
44.03,2.53,-1.42811,99.67754,-0.17444,9.50E-02,1
44.14,2.54,-1.43616,99.67658,-0.17967,9.51E-02,1
44.25,2.55,-1.44042,99.6737,-0.18263,9.51E-02,1
44.367,2.56,-1.45975,99.67179,-0.18521,9.52E-02,1
44.496,2.57,-1.45252,99.67083,-0.18869,9.52E-02,1
44.614,2.58,-1.46677,99.66891,-0.19419,9.53E-02,1
44.718,2.59,-1.47231,99.66603,-0.20168,9.53E-02,1
44.835,2.6,-1.47271,99.66507,-0.20869,9.54E-02,1
44.957,2.61,-1.47433,99.66219,-0.21276,9.54E-02,1
45.073,2.62,-1.48604,99.66027,-0.21401,9.55E-02,1
45.186,2.63,-1.49022,99.65739,-0.21344,9.56E-02,1
45.313,2.64,-1.49179,99.65643,-0.21238,9.56E-02,1
45.439,2.65,-1.49964,99.65355,-0.21304,9.57E-02,1
45.547,2.66,-1.50886,99.65163,-0.21621,9.57E-02,1
45.667,2.67,-1.52299,99.64971,-0.21931,9.58E-02,1
45.793,2.68,-1.51828,99.64779,-0.21949,9.58E-02,1
45.914,2.69,-1.52613,99.64395,-0.21593,9.59E-02,1
46.019,2.7,-1.53283,99.64299,-0.20854,9.59E-02,1
46.161,2.71,-1.52551,99.64107,-0.19967,9.60E-02,1
46.271,2.72,-1.53591,99.6382,-0.19326,9.61E-02,1
46.383,2.73,-1.54629,99.63724,-0.19197,9.61E-02,1
46.516,2.74,-1.55276,99.63532,-0.19645,9.62E-02,1
46.624,2.75,-1.5619,99.6334,-0.20574,9.62E-02,1
46.761,2.76,-1.56831,99.63148,-0.21669,9.63E-02,1
46.885,2.77,-1.57731,99.6286,-0.22518,9.64E-02,1
47.001,2.78,-1.58388,99.62668,-0.22966,9.64E-02,1
47.125,2.79,-1.57668,99.6238,-0.23087,9.65E-02,1
47.242,2.8,-1.58074,99.62188,-0.2295,9.65E-02,1
47.362,2.81,-1.58601,99.61996,-0.22405,9.66E-02,1
47.488,2.82,-1.59619,99.61708,-0.21273,9.66E-02,1
47.595,2.83,-1.60279,99.6142,-0.19617,9.67E-02,1
47.724,2.84,-1.60301,99.61324,-0.17863,9.68E-02,1
47.853,2.85,-1.61933,99.61132,-0.16684,9.68E-02,1
47.979,2.86,-1.61833,99.61036,-0.16436,9.69E-02,1
48.091,2.87,-1.62238,99.6094,-0.16757,9.69E-02,1
48.227,2.88,-1.62624,99.60653,-0.16983,9.70E-02,1
48.346,2.89,-1.63641,99.60461,-0.16836,9.71E-02,1
48.48,2.9,-1.64274,99.60269,-0.16426,9.71E-02,1
48.595,2.91,-1.65168,99.60269,-0.16144,9.72E-02,1
48.719,2.92,-1.65561,99.59981,-0.16261,9.72E-02,1
48.846,2.93,-1.65334,99.59885,-0.16576,9.73E-02,1
48.966,2.94,-1.65975,99.59693,-0.16716,9.74E-02,1
49.093,2.95,-1.65995,99.59501,-0.16559,9.74E-02,1
49.231,2.96,-1.67236,99.59309,-0.16327,9.75E-02,1
49.342,2.97,-1.6739,99.59213,-0.16421,9.75E-02,1
49.464,2.98,-1.68027,99.59021,-0.17298,9.76E-02,1
49.6,2.99,-1.68775,99.58925,-0.19036,9.77E-02,1
49.719,3,-1.68676,99.58733,-0.21198,9.77E-02,1
49.838,3.01,-1.69191,99.58445,-0.23244,9.78E-02,1
49.97,3.02,-1.7043,99.58157,-0.24832,9.78E-02,1
50.093,3.03,-1.71062,99.57965,-0.25826,9.79E-02,1
50.224,3.04,-1.70339,99.57678,-0.26305,9.80E-02,1
50.353,3.05,-1.70476,99.5739,-0.26347,9.80E-02,1
50.482,3.06,-1.7098,99.57102,-0.2585,9.81E-02,1
50.61,3.07,-1.72339,99.5691,-0.24863,9.81E-02,1
50.739,3.08,-1.72108,99.56526,-0.23681,9.82E-02,1
50.865,3.09,-1.72612,99.5643,-0.2275,9.83E-02,1
50.994,3.1,-1.73357,99.56142,-0.22439,9.83E-02,1
51.12,3.11,-1.74225,99.56046,-0.22727,9.84E-02,1
51.243,3.12,-1.74607,99.55758,-0.23166,9.85E-02,1
51.366,3.13,-1.74624,99.5547,-0.2332,9.85E-02,1
51.483,3.14,-1.75132,99.55182,-0.23158,9.86E-02,1
51.625,3.15,-1.75497,99.55086,-0.22931,9.86E-02,1
51.761,3.16,-1.76231,99.54798,-0.22908,9.87E-02,1
51.883,3.17,-1.77098,99.54607,-0.23079,9.88E-02,1
52.006,3.18,-1.76996,99.54319,-0.23118,9.88E-02,1
52.141,3.19,-1.76996,99.54127,-0.22797,9.89E-02,1
52.273,3.2,-1.78094,99.53839,-0.22158,9.90E-02,1
52.4,3.21,-1.78104,99.53647,-0.21471,9.90E-02,1
52.518,3.22,-1.78607,99.53455,-0.211,9.91E-02,1
52.642,3.23,-1.79104,99.53263,-0.21248,9.91E-02,1
52.772,3.24,-1.78748,99.53071,-0.22015,9.92E-02,1
52.902,3.25,-1.79483,99.52783,-0.23236,9.93E-02,1
53.024,3.26,-1.8034,99.52687,-0.24572,9.93E-02,1
53.158,3.27,-1.80343,99.52303,-0.25818,9.94E-02,1
53.3,3.28,-1.80339,99.52015,-0.26974,9.94E-02,1
53.417,3.29,-1.80598,99.51823,-0.28198,9.95E-02,1
53.549,3.3,-1.80843,99.51536,-0.29459,9.96E-02,1
53.681,3.31,-1.81931,99.51248,-0.30454,9.96E-02,1
53.816,3.32,-1.81932,99.50864,-0.30665,9.97E-02,1
53.93,3.33,-1.82552,99.5048,-0.29818,9.98E-02,1
54.067,3.34,-1.8243,99.50288,-0.28243,9.98E-02,1
54.198,3.35,-1.82915,99.49904,-0.26436,9.99E-02,1
54.32,3.36,-1.82806,99.49808,-0.24908,9.99E-02,1
54.452,3.37,-1.83648,99.49424,-0.23849,0.10001,1
54.591,3.38,-1.83884,99.49328,-0.23071,0.10007,1
54.707,3.39,-1.84026,99.4904,-0.22405,0.10013,1
54.837,3.4,-1.84981,99.48752,-0.21693,0.10019,1
54.972,3.41,-1.85219,99.48656,-0.20969,0.10026,1
55.112,3.42,-1.84854,99.48369,-0.2048,0.10033,1
55.232,3.43,-1.85343,99.48177,-0.20539,0.10039,1
55.357,3.44,-1.8547,99.48081,-0.21252,0.10045,1
55.502,3.45,-1.85341,99.47793,-0.22428,0.10052,1
55.635,3.46,-1.85458,99.47601,-0.23744,0.10058,1
55.757,3.47,-1.86183,99.47313,-0.24854,0.10064,1
55.888,3.48,-1.86422,99.47025,-0.2564,0.10071,1
56.021,3.49,-1.86659,99.46833,-0.26182,0.10077,1
56.167,3.5,-1.87003,99.46545,-0.26428,0.10084,1
56.277,3.51,-1.87498,99.46257,-0.26339,0.1009,1
56.426,3.52,-1.87481,99.45969,-0.26056,0.10097,1
56.539,3.53,-1.87616,99.45681,-0.25871,0.10103,1
56.666,3.54,-1.87738,99.45585,-0.26096,0.10109,1
56.792,3.55,-1.88573,99.45202,-0.26709,0.10115,1
56.928,3.56,-1.89041,99.4501,-0.27402,0.10122,1
57.065,3.57,-1.88679,99.44626,-0.27713,0.10128,1
57.2,3.58,-1.89266,99.44434,-0.27395,0.10135,1
57.317,3.59,-1.89988,99.4405,-0.26514,0.10141,1
57.466,3.6,-1.89969,99.43858,-0.25319,0.10148,1
57.591,3.61,-1.90209,99.4357,-0.24257,0.10154,1
57.728,3.62,-1.90319,99.43378,-0.23717,0.10161,1
57.853,3.63,-1.9103,99.43186,-0.23907,0.10167,1
57.994,3.64,-1.91844,99.42898,-0.24786,0.10174,1
58.12,3.65,-1.91963,99.42706,-0.26076,0.1018,1
58.249,3.66,-1.91726,99.42418,-0.27319,0.10186,1
58.386,3.67,-1.91128,99.42131,-0.28202,0.10193,1
58.509,3.68,-1.91141,99.41747,-0.28749,0.10199,1
58.65,3.69,-1.92061,99.41555,-0.29177,0.10206,1
58.776,3.7,-1.92297,99.41267,-0.2966,0.10212,1
58.908,3.71,-1.91947,99.40979,-0.30119,0.10218,1
59.041,3.72,-1.92521,99.40595,-0.30276,0.10225,1
59.177,3.73,-1.93567,99.40307,-0.29914,0.10232,1
59.294,3.74,-1.9381,99.40019,-0.29099,0.10238,1
59.433,3.75,-1.93681,99.39731,-0.28002,0.10245,1
59.556,3.76,-1.94151,99.39443,-0.26876,0.10251,1
59.683,3.77,-1.93331,99.39155,-0.26052,0.10257,1
59.827,3.78,-1.93548,99.38964,-0.25722,0.10264,1
59.962,3.79,-1.93656,99.38772,-0.25902,0.10271,1
60.083,3.8,-1.93777,99.38388,-0.26435,0.10277,1
60.209,3.81,-1.94485,99.38196,-0.27045,0.10282,1
60.341,3.82,-1.94354,99.37908,-0.27493,0.10289,1
