#FILE:                       ,Char_N2_reground_2_11_10.dsu    ,,,,,
#FORMAT:                     ,NETZSCH5                        ,,,,,
#IDENTITY:                   ,Char N2 reground_2_11_10        ,,,,,
#DECIMAL:                    ,POINT                           ,,,,,
#SEPARATOR:                  ,COMMA                           ,,,,,
#MTYPE:                      ,DTA                             ,,,,,
#MSUBTYPE:                   ,                                ,,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C               ,,,,,
#PROJECT:                    ,Torrefaction                    ,,,,,
#DATE/TIME:                  ,2/11/2010 9:33,,,,,
#CORR. FILE:                 ,buoyancy_drying_13_10_10.bsu    ,,,,,
#LABORATORY:                 ,Sustainable Research Energ      ,,,,,
#OPERATOR:                   ,A Saddawi                       ,,,,,
#REMARK:                     ,                                ,,,,,
#SAMPLE:                     ,nonisoth oxid with init drying  ,,,,,
#SAMPLE MASS /mg:            ,10.42,,,,,
#MATERIAL:                   ,char                            ,,,,,
#REFERENCE:                  ,Alumina                         ,,,,,
#REFERENCE MASS /mg:         ,0,,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3           ,,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,,
#CORR. CODE:                 ,20,,,,,
#EXO:                        ,-1,,,,,
#RANGE:                      ,30.0....900.0/-20.0....10.0K/min,,,,,
#SEGMENT:                    ,S1-5/5                          ,,,,,
,,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,DTG/(%/min),Sensit./(æV/mW),Segment
140.47701,31.51,-3.89953,97.91747,-4.92E-02,0.14576,4
140.606,31.52,-3.90342,97.91747,-4.71E-02,0.14583,4
140.73199,31.53,-3.90059,97.91651,-4.49E-02,0.1459,4
140.84801,31.54,-3.90375,97.91651,-4.17E-02,0.14597,4
140.97501,31.55,-3.90429,97.91555,-3.82E-02,0.14604,4
141.093,31.56,-3.90988,97.91555,-3.53E-02,0.14611,4
141.22,31.57,-3.90631,97.91555,-3.32E-02,0.14618,4
141.349,31.58,-3.90271,97.91459,-3.27E-02,0.14625,4
141.47,31.59,-3.90415,97.91459,-3.38E-02,0.14632,4
141.605,31.6,-3.90218,97.91459,-3.71E-02,0.14639,4
141.72099,31.61,-3.90362,97.91363,-4.39E-02,0.14646,4
141.84801,31.62,-3.90251,97.91363,-5.45E-02,0.14654,4
141.963,31.63,-3.90649,97.91363,-6.70E-02,0.1466,4
142.103,31.64,-3.90687,97.91171,-7.86E-02,0.14668,4
142.218,31.65,-3.90181,97.91171,-8.68E-02,0.14675,4
142.35001,31.66,-3.90717,97.90979,-8.99E-02,0.14682,4
142.481,31.67,-3.90845,97.90979,-8.93E-02,0.1469,4
142.59399,31.68,-3.90918,97.90787,-8.74E-02,0.14696,4
142.718,31.69,-3.90975,97.90787,-8.64E-02,0.14703,4
142.845,31.7,-3.91191,97.90691,-8.71E-02,0.1471,4
142.959,31.71,-3.91344,97.90595,-8.88E-02,0.14717,4
143.093,31.72,-3.91548,97.90499,-8.97E-02,0.14725,4
143.22501,31.73,-3.91348,97.90403,-8.80E-02,0.14732,4
143.338,31.74,-3.91177,97.90307,-8.46E-02,0.14738,4
143.483,31.75,-3.91446,97.90211,-8.01E-02,0.14747,4
143.584,31.76,-3.91374,97.90211,-7.52E-02,0.14753,4
143.707,31.77,-3.91524,97.90019,-7.18E-02,0.14759,4
143.83701,31.78,-3.91235,97.90019,-7.02E-02,0.14767,4
143.959,31.79,-3.91538,97.90019,-7.01E-02,0.14774,4
144.086,31.8,-3.9159,97.89827,-7.04E-02,0.14781,4
144.2,31.81,-3.91174,97.89827,-6.94E-02,0.14788,4
144.33,31.82,-3.91383,97.89731,-6.58E-02,0.14795,4
144.45399,31.83,-3.90791,97.89635,-6.05E-02,0.14802,4
144.573,31.84,-3.91178,97.89635,-5.59E-02,0.14809,4
144.7,31.85,-3.9123,97.89539,-5.27E-02,0.14816,4
144.81799,31.86,-3.91295,97.89539,-5.21E-02,0.14823,4
144.948,31.87,-3.91422,97.89443,-5.35E-02,0.1483,4
145.07201,31.88,-3.91478,97.89443,-5.50E-02,0.14837,4
145.194,31.89,-3.91617,97.89347,-5.60E-02,0.14844,4
145.314,31.9,-3.92002,97.89251,-5.75E-02,0.14851,4
145.42999,31.91,-3.92231,97.89251,-6.05E-02,0.14858,4
145.558,31.92,-3.91957,97.89251,-6.50E-02,0.14865,4
145.679,31.93,-3.92501,97.89059,-7.04E-02,0.14872,4
145.804,31.94,-3.92076,97.89059,-7.45E-02,0.14879,4
145.91499,31.95,-3.91742,97.88964,-7.51E-02,0.14886,4
146.047,31.96,-3.91946,97.88868,-7.32E-02,0.14893,4
146.16299,31.97,-3.91611,97.88772,-7.00E-02,0.149,4
146.28999,31.98,-3.92144,97.88772,-6.60E-02,0.14907,4
146.418,31.99,-3.92354,97.88676,-6.23E-02,0.14914,4
146.528,32,-3.92429,97.8858,-5.97E-02,0.14921,4
146.649,32.01,-3.92087,97.8858,-5.91E-02,0.14928,4
146.778,32.02,-3.92375,97.88484,-6.15E-02,0.14935,4
146.892,32.03,-3.92203,97.88484,-6.68E-02,0.14942,4
147.01601,32.04,-3.92499,97.88388,-7.23E-02,0.14949,4
147.13901,32.05,-3.92715,97.88292,-7.46E-02,0.14956,4
147.265,32.06,-3.92365,97.88196,-7.24E-02,0.14963,4
147.379,32.07,-3.92755,97.881,-6.72E-02,0.14969,4
147.5,32.08,-3.92333,97.881,-6.27E-02,0.14976,4
147.627,32.09,-3.93103,97.88004,-6.22E-02,0.14984,4
147.748,32.1,-3.92841,97.88004,-6.57E-02,0.14991,4
147.868,32.11,-3.92581,97.87908,-7.04E-02,0.14997,4
147.987,32.12,-3.92003,97.87812,-7.39E-02,0.15004,4
148.10201,32.13,-3.92633,97.87716,-7.42E-02,0.15011,4
148.218,32.14,-3.92776,97.87716,-7.12E-02,0.15018,4
148.342,32.15,-3.92989,97.87524,-6.79E-02,0.15025,4
148.463,32.16,-3.92728,97.87524,-6.84E-02,0.15032,4
148.582,32.17,-3.93109,97.87524,-7.41E-02,0.15038,4
148.703,32.18,-3.92852,97.87428,-8.33E-02,0.15045,4
148.81799,32.19,-3.93154,97.87332,-9.20E-02,0.15052,4
148.94099,32.2,-3.93686,97.8714,-9.61E-02,0.15059,4
149.06599,32.21,-3.93101,97.8714,-9.52E-02,0.15066,4
149.18201,32.22,-3.9237,97.86948,-9.33E-02,0.15073,4
149.30099,32.23,-3.92671,97.86948,-9.36E-02,0.1508,4
149.422,32.24,-3.92887,97.86852,-9.56E-02,0.15087,4
149.53799,32.25,-3.92475,97.86756,-9.71E-02,0.15093,4
149.659,32.26,-3.9293,97.86564,-9.50E-02,0.151,4
149.77901,32.27,-3.9291,97.86564,-8.84E-02,0.15107,4
149.894,32.28,-3.9258,97.86372,-8.01E-02,0.15114,4
150.019,32.29,-3.92949,97.86372,-7.30E-02,0.15121,4
150.134,32.3,-3.92936,97.86372,-6.78E-02,0.15127,4
150.256,32.31,-3.92912,97.8618,-6.33E-02,0.15134,4
150.37199,32.32,-3.9274,97.8618,-5.90E-02,0.15141,4
150.485,32.33,-3.93126,97.86084,-5.60E-02,0.15148,4
150.61301,32.34,-3.93014,97.86084,-5.54E-02,0.15155,4
150.73,32.35,-3.92919,97.86084,-5.76E-02,0.15162,4
150.85001,32.36,-3.93373,97.85893,-6.11E-02,0.15169,4
150.963,32.37,-3.93679,97.85893,-6.46E-02,0.15175,4
151.07899,32.38,-3.9319,97.85893,-6.70E-02,0.15182,4
151.19501,32.39,-3.93491,97.85701,-6.85E-02,0.15188,4
151.315,32.4,-3.93708,97.85701,-7.00E-02,0.15195,4
151.442,32.41,-3.93597,97.85605,-7.11E-02,0.15203,4
151.55,32.42,-3.93279,97.85605,-7.17E-02,0.15209,4
151.67599,32.43,-3.93407,97.85413,-7.20E-02,0.15216,4
151.786,32.44,-3.94189,97.85413,-7.23E-02,0.15222,4
151.914,32.45,-3.93999,97.85317,-7.28E-02,0.1523,4
152.02299,32.46,-3.93837,97.85317,-7.36E-02,0.15236,4
152.146,32.47,-3.93811,97.85125,-7.40E-02,0.15243,4
152.261,32.48,-3.94034,97.85125,-7.26E-02,0.1525,4
152.383,32.49,-3.93695,97.85029,-6.98E-02,0.15257,4
152.48599,32.5,-3.94171,97.84933,-6.72E-02,0.15263,4
152.60699,32.51,-3.94002,97.84933,-6.57E-02,0.15269,4
152.72301,32.52,-3.93741,97.84837,-6.58E-02,0.15276,4
152.843,32.53,-3.9372,97.84741,-6.85E-02,0.15283,4
152.961,32.54,-3.94016,97.84741,-7.31E-02,0.1529,4
153.086,32.55,-3.94066,97.84645,-7.83E-02,0.15297,4
153.196,32.56,-3.93981,97.84549,-8.21E-02,0.15303,4
153.315,32.57,-3.94431,97.84453,-8.24E-02,0.1531,4
153.418,32.58,-3.94044,97.84357,-7.96E-02,0.15316,4
153.55499,32.59,-3.93841,97.84261,-7.67E-02,0.15324,4
153.668,32.6,-3.94143,97.84261,-7.64E-02,0.15331,4
153.778,32.61,-3.94528,97.84165,-8.00E-02,0.15337,4
153.90199,32.62,-3.94425,97.84069,-8.82E-02,0.15344,4
154.00999,32.63,-3.93965,97.83973,-9.90E-02,0.1535,4
154.12199,32.64,-3.94097,97.83973,-0.11019,0.15357,4
154.245,32.65,-3.94305,97.83685,-0.11991,0.15364,4
154.35699,32.66,-3.9414,97.83685,-0.1251,0.1537,4
154.474,32.67,-3.94435,97.83493,-0.12441,0.15377,4
154.589,32.68,-3.94577,97.83301,-0.11851,0.15384,4
154.718,32.69,-3.94776,97.83301,-0.10848,0.15391,4
154.827,32.7,-3.94537,97.83109,-9.61E-02,0.15397,4
154.937,32.71,-3.94998,97.83013,-8.42E-02,0.15404,4
155.05701,32.72,-3.94976,97.83013,-7.43E-02,0.15411,4
155.16901,32.73,-3.94733,97.82917,-6.71E-02,0.15417,4
155.283,32.74,-3.94798,97.82822,-6.38E-02,0.15424,4
155.399,32.75,-3.95404,97.82822,-6.38E-02,0.1543,4
155.521,32.76,-3.95224,97.82726,-6.56E-02,0.15437,4
155.63,32.77,-3.95296,97.82726,-6.73E-02,0.15444,4
155.74899,32.78,-3.95198,97.82534,-6.64E-02,0.15451,4
155.867,32.79,-3.95334,97.82534,-6.25E-02,0.15457,4
155.97501,32.8,-3.95563,97.82438,-5.71E-02,0.15464,4
156.09599,32.81,-3.95772,97.82438,-5.24E-02,0.15471,4
156.21899,32.82,-3.95745,97.82342,-5.00E-02,0.15478,4
156.31599,32.83,-3.96067,97.82342,-5.00E-02,0.15483,4
156.44,32.84,-3.95807,97.82246,-5.20E-02,0.1549,4
156.558,32.85,-3.95633,97.82246,-5.62E-02,0.15497,4
156.672,32.86,-3.96161,97.8215,-6.09E-02,0.15504,4
156.78101,32.87,-3.96232,97.8215,-6.45E-02,0.1551,4
156.905,32.88,-3.96057,97.81958,-6.74E-02,0.15517,4
157.01199,32.89,-3.95506,97.81958,-7.10E-02,0.15524,4
157.12399,32.9,-3.95881,97.81958,-7.78E-02,0.1553,4
157.235,32.91,-3.96027,97.81766,-9.03E-02,0.15536,4
157.35699,32.92,-3.95925,97.81766,-0.10844,0.15543,4
157.463,32.93,-3.96309,97.8167,-0.12814,0.1555,4
157.58501,32.94,-3.9636,97.81478,-0.14379,0.15557,4
157.696,32.95,-3.96582,97.81286,-0.15077,0.15563,4
157.79601,32.96,-3.96743,97.81094,-0.14637,0.15569,4
157.939,32.97,-3.96302,97.80998,-0.13286,0.15577,4
158.048,32.98,-3.96527,97.80806,-0.11622,0.15583,4
158.161,32.99,-3.96514,97.8071,-0.10279,0.1559,4
158.278,33,-3.96958,97.8071,-9.69E-02,0.15597,4
158.381,33.01,-3.96652,97.80614,-9.76E-02,0.15603,4
158.487,33.02,-3.97035,97.80518,-0.10063,0.15609,4
158.606,33.03,-3.97253,97.80326,-0.10189,0.15615,4
158.717,33.04,-3.9685,97.8023,-0.10055,0.15622,4
158.836,33.05,-3.96752,97.8023,-9.97E-02,0.15629,4
158.946,33.06,-3.97204,97.80038,-0.10234,0.15635,4
159.054,33.07,-3.97736,97.80038,-0.10897,0.15642,4
159.177,33.08,-3.97862,97.79846,-0.11852,0.15649,4
159.295,33.09,-3.98148,97.7975,-0.12927,0.15656,4
159.397,33.1,-3.97309,97.79655,-0.13876,0.15661,4
159.502,33.11,-3.97923,97.79463,-0.14426,0.15667,4
159.625,33.12,-3.98122,97.79271,-0.14414,0.15675,4
159.745,33.13,-3.9764,97.79175,-0.1379,0.15682,4
159.854,33.14,-3.97862,97.78983,-0.1275,0.15688,4
159.967,33.15,-3.98002,97.78887,-0.11639,0.15694,4
160.071,33.16,-3.98537,97.78791,-0.10668,0.157,4
160.187,33.17,-3.98367,97.78695,-9.91E-02,0.15707,4
160.30299,33.18,-3.98812,97.78599,-9.28E-02,0.15714,4
160.412,33.19,-3.98571,97.78503,-8.53E-02,0.1572,4
160.52299,33.2,-3.98713,97.78407,-7.55E-02,0.15727,4
160.642,33.21,-3.98691,97.78311,-6.44E-02,0.15733,4
160.75101,33.22,-3.98836,97.78311,-5.40E-02,0.1574,4
160.866,33.23,-3.99048,97.78215,-4.74E-02,0.15746,4
160.97701,33.24,-3.98581,97.78215,-4.60E-02,0.15753,4
161.09,33.25,-3.99024,97.78215,-4.80E-02,0.15759,4
161.203,33.26,-3.99395,97.78119,-5.04E-02,0.15766,4
161.30299,33.27,-3.99173,97.78023,-5.02E-02,0.15772,4
161.42,33.28,-3.99605,97.78023,-4.67E-02,0.15779,4
161.543,33.29,-3.99728,97.77927,-4.23E-02,0.15786,4
161.647,33.3,-4.00183,97.77927,-4.01E-02,0.15792,4
161.765,33.31,-3.99934,97.77927,-4.15E-02,0.15799,4
161.87,33.32,-3.99932,97.77831,-4.61E-02,0.15805,4
161.989,33.33,-3.99909,97.77831,-5.27E-02,0.15812,4
162.099,33.34,-4.00355,97.77735,-5.84E-02,0.15818,4
162.198,33.35,-3.99982,97.77735,-6.09E-02,0.15824,4
162.319,33.36,-3.99956,97.77543,-6.07E-02,0.15831,4
162.438,33.37,-4.00009,97.77543,-5.92E-02,0.15838,4
162.55299,33.38,-4.00598,97.77543,-5.87E-02,0.15844,4
162.65601,33.39,-4.00674,97.77447,-6.03E-02,0.1585,4
162.765,33.4,-4.0059,97.77351,-6.41E-02,0.15857,4
162.87199,33.41,-4.00509,97.77351,-6.79E-02,0.15863,4
162.979,33.42,-4.00201,97.77255,-7.04E-02,0.15869,4
163.10001,33.43,-4.0078,97.77159,-7.17E-02,0.15876,4
163.20799,33.44,-4.00558,97.77063,-7.23E-02,0.15882,4
163.327,33.45,-4.00901,97.77063,-7.36E-02,0.15889,4
163.44099,33.46,-4.01111,97.76967,-7.64E-02,0.15896,4
163.543,33.47,-4.01641,97.76871,-8.15E-02,0.15902,4
163.659,33.48,-4.01395,97.76775,-8.84E-02,0.15908,4
163.758,33.49,-4.01476,97.76775,-9.56E-02,0.15914,4
163.87801,33.5,-4.0115,97.76583,-0.10194,0.15921,4
163.98199,33.51,-4.0145,97.76488,-0.10601,0.15927,4
164.10001,33.52,-4.0188,97.76392,-0.10603,0.15934,4
164.207,33.53,-4.02335,97.76296,-0.10233,0.1594,4
164.312,33.54,-4.02848,97.76104,-9.72E-02,0.15946,4
164.43201,33.55,-4.02372,97.76104,-9.24E-02,0.15953,4
164.54401,33.56,-4.02433,97.76008,-8.94E-02,0.1596,4
164.651,33.57,-4.02802,97.75912,-8.85E-02,0.15966,4
164.774,33.58,-4.02998,97.75816,-8.85E-02,0.15973,4
164.875,33.59,-4.03,97.7572,-8.94E-02,0.15979,4
164.987,33.6,-4.02986,97.75624,-9.20E-02,0.15986,4
165.10001,33.61,-4.03421,97.75624,-9.55E-02,0.15992,4
165.20599,33.62,-4.02899,97.75432,-9.76E-02,0.15998,4
165.323,33.63,-4.03769,97.75336,-9.57E-02,0.16005,4
165.43401,33.64,-4.03831,97.7524,-8.84E-02,0.16011,4
165.537,33.65,-4.0383,97.75144,-7.79E-02,0.16017,4
165.657,33.66,-4.03579,97.75048,-6.90E-02,0.16024,4
165.759,33.67,-4.03954,97.75048,-6.36E-02,0.1603,4
165.87199,33.68,-4.03863,97.75048,-6.11E-02,0.16037,4
165.981,33.69,-4.04003,97.74856,-5.85E-02,0.16043,4
166.09399,33.7,-4.03837,97.74856,-5.34E-02,0.1605,4
166.19,33.71,-4.04444,97.7476,-4.61E-02,0.16055,4
166.304,33.72,-4.04358,97.7476,-3.97E-02,0.16062,4
166.411,33.73,-4.04793,97.7476,-3.68E-02,0.16068,4
166.51801,33.74,-4.04785,97.74664,-3.87E-02,0.16075,4
166.63699,33.75,-4.04611,97.74664,-4.61E-02,0.16081,4
166.748,33.76,-4.05343,97.74664,-5.75E-02,0.16088,4
166.85201,33.77,-4.0534,97.74568,-7.04E-02,0.16094,4
166.964,33.78,-4.05772,97.74472,-8.21E-02,0.161,4
167.07899,33.79,-4.05976,97.74376,-9.03E-02,0.16107,4
167.18401,33.8,-4.05822,97.7428,-9.56E-02,0.16113,4
167.28999,33.81,-4.05965,97.74184,-1.00E-01,0.16119,4
167.39999,33.82,-4.06324,97.74088,-0.1054,0.16126,4
167.511,33.83,-4.06161,97.73992,-0.11164,0.16132,4
167.623,33.84,-4.06518,97.73896,-0.1168,0.16139,4
167.724,33.85,-4.06593,97.73704,-0.11908,0.16145,4
167.845,33.86,-4.0649,97.73608,-0.11699,0.16152,4
167.94701,33.87,-4.0686,97.73512,-0.11144,0.16158,4
168.05701,33.88,-4.06699,97.73321,-0.10545,0.16164,4
168.161,33.89,-4.07363,97.73321,-0.10097,0.1617,4
168.283,33.9,-4.07258,97.73225,-9.90E-02,0.16177,4
168.392,33.91,-4.07766,97.73033,-0.10038,0.16184,4
168.489,33.92,-4.07994,97.73033,-0.10406,0.16189,4
168.606,33.93,-4.07757,97.72937,-0.10742,0.16196,4
168.716,33.94,-4.07957,97.72745,-0.10893,0.16202,4
168.828,33.95,-4.08311,97.72649,-0.1076,0.16209,4
168.94501,33.96,-4.08065,97.72553,-0.10346,0.16216,4
169.041,33.97,-4.08812,97.72457,-9.87E-02,0.16221,4
169.158,33.98,-4.08493,97.72361,-9.44E-02,0.16228,4
169.258,33.99,-4.0879,97.72265,-9.00E-02,0.16234,4
169.368,34,-4.08111,97.72169,-8.59E-02,0.1624,4
169.48199,34.01,-4.0883,97.72073,-8.21E-02,0.16247,4
169.58299,34.02,-4.09125,97.72073,-7.88E-02,0.16253,4
169.69299,34.03,-4.09112,97.71881,-7.72E-02,0.16259,4
169.80299,34.04,-4.09102,97.71881,-7.92E-02,0.16266,4
169.903,34.05,-4.10062,97.71785,-8.54E-02,0.16271,4
170.017,34.06,-4.10111,97.71785,-9.44E-02,0.16278,4
170.127,34.07,-4.09802,97.71593,-0.10176,0.16285,4
170.229,34.08,-4.09874,97.71497,-0.10367,0.16291,4
170.33701,34.09,-4.10304,97.71305,-0.1003,0.16297,4
170.459,34.1,-4.10052,97.71305,-9.51E-02,0.16304,4
170.55499,34.11,-4.10205,97.71209,-9.14E-02,0.1631,4
170.67101,34.12,-4.10256,97.71113,-9.00E-02,0.16316,4
170.78101,34.13,-4.10462,97.71017,-8.88E-02,0.16323,4
170.87801,34.14,-4.10834,97.70921,-8.56E-02,0.16328,4
170.985,34.15,-4.1031,97.70825,-8.08E-02,0.16335,4
171.09801,34.16,-4.10732,97.70729,-7.67E-02,0.16341,4
171.20399,34.17,-4.11316,97.70729,-7.51E-02,0.16347,4
171.314,34.18,-4.11149,97.70633,-7.64E-02,0.16354,4
171.427,34.19,-4.1179,97.70537,-7.99E-02,0.1636,4
171.539,34.2,-4.11846,97.70441,-8.32E-02,0.16367,4
171.63499,34.21,-4.12291,97.70441,-8.36E-02,0.16373,4
171.755,34.22,-4.12408,97.7025,-7.99E-02,0.1638,4
171.85699,34.23,-4.11746,97.70154,-7.26E-02,0.16385,4
171.964,34.24,-4.12467,97.70154,-6.38E-02,0.16392,4
172.076,34.25,-4.12815,97.70058,-5.71E-02,0.16398,4
172.18401,34.26,-4.12656,97.70058,-5.53E-02,0.16405,4
172.298,34.27,-4.12489,97.69962,-5.83E-02,0.16411,4
172.40601,34.28,-4.13289,97.69962,-6.45E-02,0.16417,4
172.515,34.29,-4.13559,97.69866,-7.20E-02,0.16424,4
172.614,34.3,-4.13121,97.6977,-7.99E-02,0.1643,4
172.726,34.31,-4.13979,97.69674,-8.76E-02,0.16436,4
172.83,34.32,-4.13826,97.69674,-9.43E-02,0.16442,4
172.931,34.33,-4.13969,97.69482,-9.92E-02,0.16448,4
173.04201,34.34,-4.14317,97.69386,-0.10133,0.16455,4
173.14301,34.35,-4.14679,97.6929,-0.10107,0.16461,4
173.255,34.36,-4.14805,97.69194,-0.10036,0.16467,4
173.369,34.37,-4.14638,97.69098,-0.10158,0.16474,4
173.468,34.38,-4.15002,97.69002,-0.1054,0.16479,4
173.58299,34.39,-4.1527,97.68906,-0.11007,0.16486,4
173.69299,34.4,-4.15108,97.6881,-0.11275,0.16493,4
173.793,34.41,-4.15106,97.68618,-0.11087,0.16498,4
173.907,34.42,-4.14949,97.68522,-0.10446,0.16505,4
174.01601,34.43,-4.15651,97.68426,-9.65E-02,0.16511,4
174.11501,34.44,-4.15869,97.6833,-9.01E-02,0.16517,4
174.22701,34.45,-4.15559,97.6833,-8.66E-02,0.16524,4
174.336,34.46,-4.16487,97.68138,-8.45E-02,0.1653,4
174.448,34.47,-4.16395,97.68138,-8.22E-02,0.16537,4
174.552,34.48,-4.16315,97.67946,-8.12E-02,0.16543,4
174.662,34.49,-4.16515,97.67946,-8.37E-02,0.16549,4
174.769,34.5,-4.1701,97.67946,-9.02E-02,0.16555,4
174.87,34.51,-4.17369,97.67754,-9.87E-02,0.16561,4
174.97301,34.52,-4.16928,97.67658,-0.10519,0.16567,4
175.088,34.53,-4.17193,97.67562,-0.10779,0.16574,4
175.205,34.54,-4.17462,97.6737,-0.10907,0.16581,4
175.299,34.55,-4.17244,97.6737,-0.11241,0.16586,4
175.405,34.56,-4.18253,97.67274,-0.11813,0.16592,4
175.51199,34.57,-4.18016,97.67083,-0.12414,0.16599,4
175.62801,34.58,-4.17917,97.66987,-0.12691,0.16606,4
175.733,34.59,-4.1798,97.66795,-0.12466,0.16612,4
175.84599,34.6,-4.18391,97.66699,-0.1195,0.16618,4
175.942,34.61,-4.18466,97.66603,-0.11323,0.16624,4
176.04401,34.62,-4.18893,97.66507,-0.10713,0.1663,4
176.147,34.63,-4.19174,97.66315,-0.10271,0.16636,4
176.25999,34.64,-4.1908,97.66315,-9.97E-02,0.16643,4
176.373,34.65,-4.18986,97.66219,-9.82E-02,0.16649,4
176.476,34.66,-4.19771,97.66027,-9.91E-02,0.16655,4
176.582,34.67,-4.19975,97.66027,-0.10129,0.16661,4
176.685,34.68,-4.19679,97.65931,-0.10272,0.16667,4
176.799,34.69,-4.20159,97.65739,-0.10355,0.16674,4
176.90601,34.7,-4.20585,97.65643,-0.10366,0.1668,4
177.00301,34.71,-4.20869,97.65643,-0.10258,0.16686,4
177.119,34.72,-4.20622,97.65451,-0.10044,0.16693,4
177.217,34.73,-4.2098,97.65355,-9.70E-02,0.16699,4
177.325,34.74,-4.21396,97.65259,-9.29E-02,0.16705,4
177.43201,34.75,-4.21166,97.65163,-9.04E-02,0.16711,4
177.54401,34.76,-4.21647,97.65163,-9.15E-02,0.16718,4
177.645,34.77,-4.21355,97.64971,-9.51E-02,0.16724,4
177.75301,34.78,-4.21913,97.64971,-9.86E-02,0.1673,4
177.87199,34.79,-4.2188,97.64779,-9.92E-02,0.16737,4
177.966,34.8,-4.21957,97.64683,-9.75E-02,0.16742,4
178.069,34.81,-4.22235,97.64587,-9.56E-02,0.16748,4
178.17799,34.82,-4.2236,97.64587,-9.48E-02,0.16755,4
178.27499,34.83,-4.22575,97.64395,-9.67E-02,0.1676,4
178.39999,34.84,-4.22963,97.64299,-0.10124,0.16768,4
178.513,34.85,-4.22868,97.64299,-0.10667,0.16774,4
178.60699,34.86,-4.23097,97.64107,-0.11121,0.16779,4
178.717,34.87,-4.23068,97.64012,-0.11369,0.16786,4
178.819,34.88,-4.23775,97.6382,-0.11358,0.16792,4
178.91701,34.89,-4.23487,97.6382,-0.11295,0.16798,4
179.034,34.9,-4.236,97.63628,-0.11323,0.16805,4
179.14301,34.91,-4.23939,97.63628,-0.11369,0.16811,4
179.23399,34.92,-4.24233,97.6334,-0.11377,0.16817,4
179.343,34.93,-4.24143,97.6334,-0.11255,0.16823,4
179.439,34.94,-4.24287,97.63244,-0.1095,0.16829,4
179.56599,34.95,-4.24741,97.63052,-0.10548,0.16836,4
179.666,34.96,-4.24878,97.62956,-0.10129,0.16842,4
179.769,34.97,-4.24939,97.62956,-9.64E-02,0.16848,4
179.87801,34.98,-4.25134,97.62764,-9.23E-02,0.16854,4
179.991,34.99,-4.25252,97.62668,-9.08E-02,0.16861,4
180.086,35,-4.25468,97.62668,-9.12E-02,0.16866,4
180.203,35.01,-4.25299,97.62572,-9.30E-02,0.16873,4
180.298,35.02,-4.25723,97.6238,-9.51E-02,0.16879,4
180.408,35.03,-4.25786,97.6238,-9.63E-02,0.16885,4
180.508,35.04,-4.25993,97.62188,-9.81E-02,0.16891,4
180.623,35.05,-4.26522,97.62188,-0.10175,0.16898,4
180.73199,35.06,-4.26503,97.62092,-0.10625,0.16904,4
180.83501,35.07,-4.26705,97.619,-0.10971,0.1691,4
180.935,35.08,-4.2677,97.61804,-0.11203,0.16916,4
181.03999,35.09,-4.26757,97.61708,-0.11414,0.16922,4
181.14,35.1,-4.26609,97.61612,-0.11759,0.16928,4
181.252,35.11,-4.27011,97.61516,-0.1219,0.16935,4
181.36301,35.12,-4.2713,97.61324,-0.12375,0.16941,4
181.47301,35.13,-4.27463,97.61228,-0.12152,0.16948,4
181.578,35.14,-4.27874,97.61036,-0.11551,0.16954,4
181.681,35.15,-4.28005,97.61036,-0.10731,0.1696,4
181.78999,35.16,-4.28621,97.60845,-9.98E-02,0.16966,4
181.89101,35.17,-4.28896,97.60749,-9.55E-02,0.16972,4
182.005,35.18,-4.28664,97.60749,-9.43E-02,0.16979,4
182.097,35.19,-4.29156,97.60653,-9.32E-02,0.16984,4
182.21001,35.2,-4.2913,97.60461,-9.01E-02,0.16991,4
182.308,35.21,-4.2928,97.60365,-8.36E-02,0.16996,4
182.408,35.22,-4.29273,97.60365,-7.44E-02,0.17002,4
182.52699,35.23,-4.2972,97.60269,-6.54E-02,0.17009,4
182.619,35.24,-4.29725,97.60173,-5.82E-02,0.17015,4
182.73599,35.25,-4.29763,97.60173,-5.28E-02,0.17022,4
182.838,35.26,-4.30317,97.60077,-5.09E-02,0.17028,4
182.948,35.27,-4.29942,97.60077,-5.26E-02,0.17034,4
183.045,35.28,-4.31066,97.60077,-5.63E-02,0.1704,4
183.151,35.29,-4.30839,97.59885,-6.07E-02,0.17046,4
183.27901,35.3,-4.3072,97.59885,-6.46E-02,0.17053,4
183.36501,35.31,-4.31085,97.59885,-6.70E-02,0.17058,4
183.48199,35.32,-4.31474,97.59693,-6.85E-02,0.17065,4
183.578,35.33,-4.31964,97.59693,-7.04E-02,0.17071,4
183.686,35.34,-4.32225,97.59597,-7.23E-02,0.17077,4
183.79601,35.35,-4.32203,97.59597,-7.48E-02,0.17084,4
183.89999,35.36,-4.32189,97.59405,-7.80E-02,0.1709,4
184.007,35.37,-4.32462,97.59405,-8.08E-02,0.17096,4
184.105,35.38,-4.33155,97.59309,-8.27E-02,0.17102,4
184.217,35.39,-4.32631,97.59213,-8.33E-02,0.17108,4
184.312,35.4,-4.33121,97.59117,-8.31E-02,0.17114,4
