#FILE:                       ,char_NF_24_06_10.dsu            ,,,,
#FORMAT:                     ,NETZSCH5                        ,,,,
#IDENTITY:                   ,char NF                         ,,,,
#DECIMAL:                    ,POINT                           ,,,,
#SEPARATOR:                  ,COMMA                           ,,,,
#MTYPE:                      ,DTA                             ,,,,
#MSUBTYPE:                   ,                                ,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C               ,,,,
#PROJECT:                    ,Torrefaction                    ,,,,
#DATE/TIME:                  ,24/06/2010 19:20:25             ,,,,
#CORR. FILE:                 ,char_GF_23_06_10.bsu            ,,,,
#LABORATORY:                 ,Sustainable Research Energ      ,,,,
#OPERATOR:                   ,EMF                             ,,,,
#REMARK:                     ,                                ,,,,
#SAMPLE:                     ,nonisoth oxid with init drying  ,,,,
#SAMPLE MASS /mg:            ,9.83,,,,
#MATERIAL:                   ,Alumina                         ,,,,
#REFERENCE:                  ,Alumina                         ,,,,
#REFERENCE MASS /mg:         ,0,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3           ,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,
#CORR. CODE:                 ,20,,,,
#EXO:                        ,-1,,,,
#RANGE:                      ,30.0....900.0/-20.0....10.0K/min,,99.39519369,,
#SEGMENT:                    ,S1-5/5                          ,,99.38100029,,
,,,11.11044998,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,Sensit./(æV/mW),Segment
99.663,24.24,-0.38303,99.41302,0.12317,3
99.662,24.25,-0.382,99.412,0.12317,3
99.663,24.26,-0.38613,99.41099,0.12317,3
99.659,24.27,-0.38407,99.40997,0.12316,3
99.662,24.28,-0.37994,99.41099,0.12317,3
99.663,24.29,-0.3851,99.412,0.12317,3
99.658,24.3,-0.38717,99.41404,0.12316,3
99.662,24.31,-0.3882,99.41506,0.12317,3
99.663,24.32,-0.38407,99.41709,0.12317,3
99.665,24.33,-0.382,99.41709,0.12317,3
99.665,24.34,-0.3851,99.41811,0.12317,3
99.667,24.35,-0.38096,99.41913,0.12317,3
99.674,24.36,-0.38508,99.41913,0.12317,3
99.679,24.37,-0.38198,99.42014,0.12318,3
99.681,24.38,-0.37888,99.42116,0.12318,3
99.675,24.39,-0.37888,99.42116,0.12317,3
99.674,24.4,-0.38198,99.42014,0.12317,3
99.68,24.41,-0.38094,99.42014,0.12318,3
99.679,24.42,-0.37681,99.42116,0.12318,3
99.681,24.43,-0.37578,99.42116,0.12318,3
99.688,24.44,-0.37783,99.42014,0.12318,3
99.685,24.45,-0.37784,99.42014,0.12318,3
99.686,24.46,-0.383,99.42116,0.12318,3
99.687,24.47,-0.38196,99.42116,0.12318,3
99.689,24.48,-0.37989,99.42116,0.12318,3
99.688,24.49,-0.38093,99.42116,0.12318,3
99.686,24.5,-0.37783,99.42014,0.12318,3
99.692,24.51,-0.37782,99.42116,0.12318,3
99.694,24.52,-0.37782,99.42014,0.12318,3
99.697,24.53,-0.37782,99.41913,0.12318,3
99.699,24.54,-0.37781,99.41913,0.12319,3
99.702,24.55,-0.37678,99.41811,0.12319,3
99.703,24.56,-0.37265,99.41709,0.12319,3
99.697,24.57,-0.37059,99.41607,0.12318,3
99.705,24.58,-0.37265,99.41607,0.12319,3
99.703,24.59,-0.37471,99.41607,0.12319,3
99.703,24.6,-0.37162,99.41607,0.12319,3
99.707,24.61,-0.37059,99.41607,0.12319,3
99.702,24.62,-0.37575,99.41709,0.12319,3
99.708,24.63,-0.37471,99.41811,0.12319,3
99.708,24.64,-0.36852,99.41811,0.12319,3
99.71,24.65,-0.37368,99.41913,0.12319,3
99.712,24.66,-0.37573,99.41811,0.12319,3
99.71,24.67,-0.37368,99.41913,0.12319,3
99.712,24.68,-0.37573,99.42014,0.12319,3
99.714,24.69,-0.37779,99.42014,0.12319,3
99.718,24.7,-0.37469,99.41913,0.1232,3
99.718,24.71,-0.37675,99.42014,0.1232,3
99.718,24.72,-0.37365,99.42014,0.1232,3
99.723,24.73,-0.37261,99.42116,0.1232,3
99.724,24.74,-0.3788,99.42014,0.1232,3
99.724,24.75,-0.37674,99.42014,0.1232,3
99.723,24.76,-0.37055,99.42014,0.1232,3
99.725,24.77,-0.36745,99.42116,0.1232,3
99.73,24.78,-0.3757,99.42116,0.1232,3
99.728,24.79,-0.3726,99.42116,0.1232,3
99.728,24.8,-0.3726,99.42218,0.1232,3
99.734,24.81,-0.37259,99.42319,0.1232,3
99.73,24.82,-0.37157,99.42218,0.1232,3
99.733,24.83,-0.37363,99.42319,0.1232,3
99.729,24.84,-0.37364,99.42421,0.1232,3
99.733,24.85,-0.37466,99.42421,0.1232,3
99.73,24.86,-0.37467,99.42523,0.1232,3
99.735,24.87,-0.37466,99.42625,0.12321,3
99.743,24.88,-0.37258,99.42625,0.12321,3
99.744,24.89,-0.37051,99.42625,0.12321,3
99.745,24.9,-0.36845,99.42625,0.12321,3
99.753,24.91,-0.37153,99.42625,0.12321,3
99.749,24.92,-0.36431,99.42523,0.12321,3
99.748,24.93,-0.36432,99.42625,0.12321,3
99.749,24.94,-0.36947,99.42421,0.12321,3
99.75,24.95,-0.37154,99.42523,0.12321,3
99.75,24.96,-0.36947,99.42421,0.12321,3
99.758,24.97,-0.36843,99.42421,0.12322,3
99.757,24.98,-0.37049,99.42319,0.12322,3
99.752,24.99,-0.36844,99.42319,0.12321,3
99.758,25,-0.3674,99.42319,0.12322,3
99.755,25.01,-0.36637,99.42319,0.12322,3
99.758,25.02,-0.36636,99.42319,0.12322,3
99.754,25.03,-0.3705,99.42218,0.12322,3
99.758,25.04,-0.36327,99.42218,0.12322,3
99.763,25.05,-0.36945,99.42218,0.12322,3
99.764,25.06,-0.37461,99.42116,0.12322,3
99.759,25.07,-0.36636,99.42116,0.12322,3
99.759,25.08,-0.36327,99.42116,0.12322,3
99.764,25.09,-0.37151,99.42116,0.12322,3
99.767,25.1,-0.37254,99.42116,0.12322,3
99.771,25.11,-0.3715,99.42218,0.12322,3
99.773,25.12,-0.36634,99.42116,0.12323,3
99.771,25.13,-0.37563,99.42218,0.12322,3
99.77,25.14,-0.37357,99.42218,0.12322,3
99.776,25.15,-0.3684,99.42319,0.12323,3
99.779,25.16,-0.37046,99.42319,0.12323,3
99.776,25.17,-0.37253,99.42421,0.12323,3
99.775,25.18,-0.3715,99.42523,0.12323,3
99.78,25.19,-0.37562,99.42523,0.12323,3
99.775,25.2,-0.3715,99.42625,0.12323,3
99.779,25.21,-0.36736,99.42726,0.12323,3
99.776,25.22,-0.3684,99.42726,0.12323,3
99.784,25.23,-0.36529,99.4293,0.12323,3
99.785,25.24,-0.36426,99.4293,0.12323,3
99.785,25.25,-0.36838,99.43133,0.12323,3
99.786,25.26,-0.36838,99.43133,0.12323,3
99.79,25.27,-0.37044,99.43235,0.12323,3
99.799,25.28,-0.36836,99.43235,0.12324,3
99.794,25.29,-0.36527,99.43235,0.12324,3
99.796,25.3,-0.3694,99.43133,0.12324,3
99.793,25.31,-0.36837,99.43032,0.12324,3
99.793,25.32,-0.3694,99.42828,0.12324,3
99.794,25.33,-0.36837,99.42421,0.12324,3
99.8,25.34,-0.37042,99.42014,0.12324,3
99.801,25.35,-0.37042,99.40997,0.12324,3
99.8,25.36,-0.36939,99.40183,0.12324,3
99.803,25.37,-0.36733,99.39878,0.12324,3
99.796,25.38,-0.36734,99.39776,0.12324,3
99.806,25.39,-0.36939,99.39573,0.12324,3
99.809,25.4,-0.36733,99.39369,0.12324,3
99.803,25.41,-0.3632,99.39166,0.12324,3
99.809,25.42,-0.3663,99.39064,0.12324,3
99.804,25.43,-0.3632,99.39166,0.12324,3
99.81,25.44,-0.36836,99.39166,0.12324,3
99.81,25.45,-0.37352,99.39166,0.12324,3
99.808,25.46,-0.3663,99.39166,0.12324,3
99.81,25.47,-0.36733,99.39268,0.12324,3
99.815,25.48,-0.36834,99.39268,0.12325,3
99.82,25.49,-0.37039,99.39268,0.12325,3
99.814,25.5,-0.3704,99.39268,0.12325,3
99.824,25.51,-0.36523,99.39268,0.12325,3
99.825,25.52,-0.36523,99.39268,0.12325,3
99.823,25.53,-0.3642,99.39369,0.12325,3
99.819,25.54,-0.36936,99.39573,0.12325,3
99.821,25.55,-0.36523,99.39674,0.12325,3
99.823,25.56,-0.36213,99.39878,0.12325,3
99.824,25.57,-0.35697,99.3998,0.12325,3
99.826,25.58,-0.35697,99.40183,0.12325,3
99.826,25.59,-0.36316,99.40387,0.12325,3
99.824,25.6,-0.36523,99.4059,0.12325,3
99.828,25.61,-0.36109,99.40793,0.12326,3
99.829,25.62,-0.36419,99.40997,0.12326,3
99.834,25.63,-0.36727,99.40997,0.12326,3
99.833,25.64,-0.36624,99.41099,0.12326,3
99.834,25.65,-0.36418,99.41099,0.12326,3
99.83,25.66,-0.36109,99.412,0.12326,3
99.829,25.67,-0.36212,99.412,0.12326,3
99.83,25.68,-0.36109,99.412,0.12326,3
99.826,25.69,-0.36316,99.412,0.12325,3
99.834,25.7,-0.36212,99.41302,0.12326,3
99.833,25.71,-0.35593,99.41302,0.12326,3
99.835,25.72,-0.36108,99.41302,0.12326,3
99.836,25.73,-0.35695,99.41302,0.12326,3
99.833,25.74,-0.35386,99.41302,0.12326,3
99.839,25.75,-0.35798,99.412,0.12326,3
99.84,25.76,-0.3652,99.412,0.12326,3
99.841,25.77,-0.35901,99.41302,0.12326,3
99.84,25.78,-0.35385,99.41302,0.12326,3
99.838,25.79,-0.35179,99.412,0.12326,3
99.838,25.8,-0.35076,99.412,0.12326,3
99.836,25.81,-0.36211,99.412,0.12326,3
99.841,25.82,-0.36417,99.412,0.12326,3
99.84,25.83,-0.36726,99.41099,0.12326,3
99.841,25.84,-0.3652,99.41099,0.12326,3
99.845,25.85,-0.36004,99.41099,0.12326,3
99.845,25.86,-0.36107,99.41099,0.12326,3
99.85,25.87,-0.3559,99.41099,0.12327,3
99.848,25.88,-0.36209,99.41099,0.12327,3
99.848,25.89,-0.36313,99.412,0.12327,3
99.849,25.9,-0.36416,99.41302,0.12327,3
99.849,25.91,-0.36209,99.41404,0.12327,3
99.85,25.92,-0.35693,99.41404,0.12327,3
99.854,25.93,-0.3528,99.41607,0.12327,3
99.851,25.94,-0.35487,99.41607,0.12327,3
99.851,25.95,-0.35384,99.41709,0.12327,3
99.854,25.96,-0.3528,99.41811,0.12327,3
99.856,25.97,-0.35383,99.41811,0.12327,3
99.851,25.98,-0.35281,99.41913,0.12327,3
99.854,25.99,-0.35486,99.42014,0.12327,3
99.85,26,-0.36106,99.42014,0.12327,3
99.857,26.01,-0.35589,99.42014,0.12327,3
99.859,26.02,-0.36105,99.42116,0.12327,3
99.859,26.03,-0.35795,99.42116,0.12327,3
99.865,26.04,-0.35897,99.42116,0.12327,3
99.864,26.05,-0.35588,99.42218,0.12327,3
99.857,26.06,-0.35795,99.42116,0.12327,3
99.86,26.07,-0.35898,99.42116,0.12327,3
99.859,26.08,-0.35176,99.42218,0.12327,3
99.865,26.09,-0.35485,99.42116,0.12327,3
99.86,26.1,-0.35485,99.42116,0.12327,3
99.857,26.11,-0.35486,99.42116,0.12327,3
99.865,26.12,-0.35691,99.42116,0.12327,3
99.865,26.13,-0.35588,99.42014,0.12327,3
99.871,26.14,-0.3569,99.42014,0.12328,3
99.875,26.15,-0.35689,99.41913,0.12328,3
99.871,26.16,-0.35999,99.41913,0.12328,3
99.87,26.17,-0.35896,99.41913,0.12328,3
99.875,26.18,-0.35689,99.41811,0.12328,3
99.874,26.19,-0.3569,99.41709,0.12328,3
99.875,26.2,-0.36205,99.41709,0.12328,3
99.871,26.21,-0.35277,99.41607,0.12328,3
99.874,26.22,-0.3538,99.41607,0.12328,3
99.879,26.23,-0.35483,99.41506,0.12328,3
99.88,26.24,-0.35173,99.41506,0.12328,3
99.881,26.25,-0.35173,99.41506,0.12328,3
99.882,26.26,-0.35482,99.41404,0.12328,3
99.882,26.27,-0.35276,99.41404,0.12328,3
99.889,26.28,-0.3579,99.41404,0.12329,3
99.888,26.29,-0.35481,99.41404,0.12329,3
99.884,26.3,-0.35482,99.41302,0.12329,3
99.879,26.31,-0.35483,99.41302,0.12328,3
99.885,26.32,-0.34863,99.41302,0.12329,3
99.881,26.33,-0.34863,99.41302,0.12328,3
99.882,26.34,-0.35173,99.41302,0.12328,3
99.885,26.35,-0.35172,99.41302,0.12329,3
99.886,26.36,-0.35688,99.41404,0.12329,3
99.882,26.37,-0.35791,99.41404,0.12328,3
99.888,26.38,-0.35791,99.41404,0.12329,3
99.891,26.39,-0.35893,99.41404,0.12329,3
99.889,26.4,-0.3579,99.41404,0.12329,3
99.888,26.41,-0.35584,99.41506,0.12329,3
99.89,26.42,-0.36203,99.41607,0.12329,3
99.89,26.43,-0.36306,99.41607,0.12329,3
99.891,26.44,-0.36615,99.41709,0.12329,3
99.891,26.45,-0.35687,99.41709,0.12329,3
99.895,26.46,-0.35686,99.41709,0.12329,3
99.891,26.47,-0.35584,99.41811,0.12329,3
99.891,26.48,-0.35584,99.41811,0.12329,3
99.898,26.49,-0.35583,99.41811,0.12329,3
99.903,26.5,-0.34964,99.41811,0.12329,3
99.896,26.51,-0.34758,99.41811,0.12329,3
99.894,26.52,-0.34964,99.41913,0.12329,3
99.891,26.53,-0.35171,99.41913,0.12329,3
99.889,26.54,-0.34862,99.41913,0.12329,3
99.89,26.55,-0.35378,99.41913,0.12329,3
99.891,26.56,-0.34862,99.41913,0.12329,3
99.89,26.57,-0.35068,99.41913,0.12329,3
99.889,26.58,-0.35378,99.41913,0.12329,3
99.895,26.59,-0.3548,99.42014,0.12329,3
99.895,26.6,-0.35274,99.42014,0.12329,3
99.9,26.61,-0.35067,99.42014,0.12329,3
99.896,26.62,-0.35377,99.41913,0.12329,3
99.895,26.63,-0.35274,99.41913,0.12329,3
99.9,26.64,-0.35686,99.41811,0.12329,3
99.904,26.65,-0.35686,99.41811,0.12329,3
99.905,26.66,-0.35686,99.41811,0.12329,3
99.906,26.67,-0.35582,99.41607,0.12329,3
99.911,26.68,-0.35271,99.41607,0.1233,3
99.899,26.69,-0.34757,99.41607,0.12329,3
99.904,26.7,-0.35479,99.41607,0.12329,3
99.906,26.71,-0.35582,99.41506,0.12329,3
99.911,26.72,-0.35581,99.41506,0.1233,3
99.91,26.73,-0.35478,99.41506,0.1233,3
99.909,26.74,-0.3517,99.41506,0.12329,3
99.905,26.75,-0.35479,99.41506,0.12329,3
99.909,26.76,-0.35479,99.41506,0.12329,3
99.908,26.77,-0.35582,99.41506,0.12329,3
99.913,26.78,-0.35787,99.41404,0.1233,3
99.909,26.79,-0.35582,99.41404,0.12329,3
99.903,26.8,-0.35067,99.41302,0.12329,3
99.908,26.81,-0.34964,99.41302,0.12329,3
99.911,26.82,-0.34653,99.41302,0.1233,3
99.906,26.83,-0.34551,99.41099,0.12329,3
99.909,26.84,-0.3517,99.41099,0.12329,3
99.909,26.85,-0.35892,99.40997,0.12329,3
99.91,26.86,-0.35684,99.40997,0.1233,3
99.909,26.87,-0.35067,99.40793,0.12329,3
99.91,26.88,-0.3455,99.40692,0.1233,3
99.913,26.89,-0.35684,99.40692,0.1233,3
99.908,26.9,-0.35067,99.40692,0.12329,3
99.914,26.91,-0.35168,99.4059,0.1233,3
99.914,26.92,-0.34961,99.40488,0.1233,3
99.915,26.93,-0.35374,99.40488,0.1233,3
99.916,26.94,-0.35374,99.40488,0.1233,3
99.92,26.95,-0.35373,99.40387,0.1233,3
99.918,26.96,-0.35683,99.40387,0.1233,3
99.921,26.97,-0.35682,99.40387,0.1233,3
99.92,26.98,-0.35786,99.40387,0.1233,3
99.921,26.99,-0.35889,99.40387,0.1233,3
99.918,27,-0.35992,99.40387,0.1233,3
99.925,27.01,-0.35785,99.40488,0.12331,3
99.923,27.02,-0.35785,99.4059,0.12331,3
99.924,27.03,-0.35269,99.4059,0.12331,4
99.924,27.04,-0.35269,99.40793,0.12331,4
99.923,27.05,-0.35785,99.40895,0.12331,4
99.924,27.06,-0.35372,99.40997,0.12331,4
99.924,27.07,-0.35579,99.40997,0.12331,4
99.923,27.08,-0.35373,99.412,0.12331,4
99.923,27.09,-0.35579,99.412,0.12331,4
99.925,27.1,-0.34341,99.41302,0.12331,4
99.929,27.11,-0.34959,99.41404,0.12331,4
99.925,27.12,-0.35269,99.41404,0.12331,4
99.931,27.13,-0.35062,99.41607,0.12331,4
99.932,27.14,-0.34856,99.41709,0.12331,4
99.932,27.15,-0.35062,99.41811,0.12331,4
99.931,27.16,-0.35268,99.41913,0.12331,4
99.926,27.17,-0.35063,99.41913,0.12331,4
99.926,27.18,-0.35166,99.42014,0.12331,4
99.926,27.19,-0.35269,99.42014,0.12331,4
99.93,27.2,-0.35165,99.42116,0.12331,4
99.931,27.21,-0.35062,99.42218,0.12331,4
99.935,27.22,-0.35474,99.42218,0.12331,4
99.935,27.23,-0.3568,99.42319,0.12331,4
99.941,27.24,-0.35576,99.42319,0.12332,4
99.941,27.25,-0.35989,99.42319,0.12332,4
99.935,27.26,-0.35371,99.42319,0.12331,4
99.944,27.27,-0.35472,99.42319,0.12332,4
99.942,27.28,-0.36195,99.42319,0.12332,4
99.942,27.29,-0.36504,99.42319,0.12332,4
99.946,27.3,-0.36503,99.42319,0.12332,4
99.95,27.31,-0.3609,99.42319,0.12332,4
99.949,27.32,-0.36709,99.42218,0.12332,4
99.954,27.33,-0.36708,99.42014,0.12332,4
99.955,27.34,-0.36914,99.41913,0.12332,4
99.959,27.35,-0.37223,99.41811,0.12333,4
99.96,27.36,-0.37017,99.41607,0.12333,4
99.962,27.37,-0.37944,99.41302,0.12333,4
99.964,27.38,-0.38356,99.412,0.12333,4
99.969,27.39,-0.38149,99.40895,0.12333,4
99.972,27.4,-0.37633,99.40793,0.12333,4
99.976,27.41,-0.38767,99.40488,0.12333,4
99.974,27.42,-0.39076,99.40285,0.12333,4
99.989,27.43,-0.39074,99.40183,0.12334,4
99.994,27.44,-0.39589,99.3998,0.12334,4
99.995,27.45,-0.40001,99.3998,0.12334,4
100,27.46,-0.40412,99.3998,0.12335,4
100.002,27.47,-0.40412,99.3998,0.12335,4
100.012,27.48,-0.40307,99.39878,0.12335,4
100.021,27.49,-0.41543,99.39776,0.12336,4
100.03,27.5,-0.41335,99.39776,0.12336,4
100.036,27.51,-0.41952,99.39776,0.12337,4
100.048,27.52,-0.42671,99.39674,0.12337,4
100.06,27.53,-0.43185,99.39776,0.12338,4
100.065,27.54,-0.44111,99.39878,0.12338,4
100.073,27.55,-0.44522,99.39776,0.12339,4
100.082,27.56,-0.44932,99.39776,0.12339,4
100.096,27.57,-0.45445,99.3998,0.1234,4
100.113,27.58,-0.45751,99.3998,0.12341,4
100.126,27.59,-0.4616,99.40183,0.12341,4
100.136,27.6,-0.47085,99.40285,0.12342,4
100.145,27.61,-0.48011,99.4059,0.12343,4
100.153,27.62,-0.48009,99.40692,0.12343,4
100.182,27.63,-0.48312,99.40793,0.12344,4
100.199,27.64,-0.49133,99.40895,0.12345,4
100.21,27.65,-0.50471,99.40997,0.12345,4
100.223,27.66,-0.50878,99.41099,0.12347,4
100.235,27.67,-0.51597,99.41099,0.12347,4
100.264,27.68,-0.51899,99.41302,0.12349,4
100.281,27.69,-0.52822,99.41404,0.1235,4
100.3,27.7,-0.53126,99.41404,0.12351,4
100.32,27.71,-0.54254,99.41302,0.12352,4
100.337,27.72,-0.54662,99.412,0.12353,4
100.359,27.73,-0.5548,99.412,0.12354,4
100.377,27.74,-0.56299,99.412,0.12355,4
100.409,27.75,-0.57117,99.412,0.12356,4
100.426,27.76,-0.57728,99.412,0.12358,4
100.447,27.77,-0.58443,99.41099,0.12359,4
100.48,27.78,-0.59463,99.40997,0.1236,4
100.506,27.79,-0.59767,99.40895,0.12362,4
100.532,27.8,-0.60376,99.40793,0.12363,4
100.567,27.81,-0.62218,99.40692,0.12365,4
100.588,27.82,-0.62623,99.40692,0.12366,4
100.618,27.83,-0.64054,99.40692,0.12368,4
100.65,27.84,-0.64046,99.4059,0.1237,4
100.684,27.85,-0.65886,99.40387,0.12371,4
100.711,27.86,-0.66392,99.40387,0.12373,4
100.737,27.87,-0.67618,99.40081,0.12374,4
100.771,27.88,-0.68122,99.40081,0.12376,4
100.804,27.89,-0.69141,99.3998,0.12378,4
100.839,27.9,-0.70259,99.39878,0.1238,4
100.872,27.91,-0.7107,99.39878,0.12382,4
100.898,27.92,-0.72397,99.39878,0.12383,4
100.935,27.93,-0.73515,99.39674,0.12385,4
100.982,27.94,-0.74013,99.39674,0.12387,4
101.013,27.95,-0.74106,99.39776,0.12389,4
101.047,27.96,-0.75429,99.39776,0.12391,4
101.08,27.97,-0.76752,99.39878,0.12393,4
101.133,27.98,-0.7735,99.3998,0.12396,4
101.171,27.99,-0.79286,99.40183,0.12398,4
101.212,28,-0.7958,99.40387,0.124,4
101.253,28.01,-0.81104,99.40488,0.12402,4
101.287,28.02,-0.82015,99.40488,0.12404,4
101.332,28.03,-0.82306,99.40692,0.12406,4
101.383,28.04,-0.83415,99.40793,0.12409,4
101.426,28.05,-0.84936,99.40997,0.12411,4
101.468,28.06,-0.85945,99.412,0.12414,4
101.517,28.07,-0.87156,99.41302,0.12416,4
101.563,28.08,-0.87651,99.41404,0.12419,4
101.606,28.09,-0.88968,99.41302,0.12421,4
101.656,28.1,-0.90788,99.41506,0.12424,4
101.709,28.11,-0.91283,99.41404,0.12426,4
101.76,28.12,-0.92077,99.41404,0.12429,4
101.806,28.13,-0.9288,99.41302,0.12431,4
101.851,28.14,-0.94598,99.412,0.12434,4
101.907,28.15,-0.96112,99.41302,0.12437,4
101.956,28.16,-0.97008,99.41302,0.1244,4
102.017,28.17,-0.9872,99.41302,0.12443,4
102.069,28.18,-0.99617,99.41302,0.12446,4
102.119,28.19,-0.99902,99.412,0.12449,4
102.176,28.2,-1.01001,99.412,0.12452,4
102.234,28.21,-1.02303,99.412,0.12455,4
102.29,28.22,-1.03095,99.412,0.12458,4
102.347,28.23,-1.046,99.41099,0.12461,4
102.403,28.24,-1.05902,99.40997,0.12464,4
102.46,28.25,-1.06691,99.40997,0.12467,4
102.517,28.26,-1.0799,99.40895,0.1247,4
102.583,28.27,-1.08571,99.40692,0.12474,4
102.648,28.28,-1.09968,99.4059,0.12477,4
102.7,28.29,-1.10962,99.4059,0.1248,4
102.772,28.3,-1.12761,99.4059,0.12484,4
102.824,28.31,-1.13245,99.40488,0.12487,4
102.892,28.32,-1.14739,99.40488,0.1249,4
102.948,28.33,-1.16136,99.40387,0.12493,4
103.027,28.34,-1.17216,99.40387,0.12498,4
103.075,28.35,-1.1831,99.40285,0.125,4
103.156,28.36,-1.19083,99.40183,0.12504,4
103.22,28.37,-1.20778,99.40183,0.12508,4
103.291,28.38,-1.21859,99.3998,0.12512,4
103.354,28.39,-1.23248,99.3998,0.12515,4
103.421,28.4,-1.24127,99.39776,0.12519,4
103.485,28.41,-1.26022,99.39674,0.12522,4
103.56,28.42,-1.27403,99.39471,0.12526,4
103.636,28.43,-1.28985,99.39369,0.1253,4
103.696,28.44,-1.2956,99.39268,0.12534,4
103.78,28.45,-1.30223,99.39166,0.12538,4
103.852,28.46,-1.31805,99.39064,0.12542,4
103.917,28.47,-1.33187,99.39064,0.12546,4
103.994,28.48,-1.33852,99.39064,0.1255,4
104.078,28.49,-1.35526,99.38962,0.12554,4
104.155,28.5,-1.36392,99.38962,0.12558,4
104.227,28.51,-1.37868,99.39064,0.12562,4
104.3,28.52,-1.39141,99.39064,0.12566,4
104.369,28.53,-1.39807,99.39064,0.1257,4
104.461,28.54,-1.41067,99.39166,0.12575,4
104.542,28.55,-1.42635,99.39268,0.12579,4
104.613,28.56,-1.43703,99.39471,0.12583,4
104.705,28.57,-1.45367,99.39471,0.12588,4
104.789,28.58,-1.47028,99.39674,0.12593,4
104.864,28.59,-1.47889,99.39674,0.12597,4
104.958,28.6,-1.48839,99.39776,0.12602,4
105.028,28.61,-1.50912,99.40081,0.12606,4
105.11,28.62,-1.51565,99.40183,0.1261,4
105.189,28.63,-1.52925,99.40488,0.12614,4
105.277,28.64,-1.53371,99.40692,0.12619,4
105.35,28.65,-1.54733,99.40793,0.12623,4
105.446,28.66,-1.5618,99.40997,0.12628,4
105.532,28.67,-1.57129,99.41099,0.12633,4
105.618,28.68,-1.58379,99.412,0.12638,4
105.712,28.69,-1.59623,99.41404,0.12643,4
105.798,28.7,-1.60871,99.41404,0.12647,4
105.892,28.71,-1.62817,99.41302,0.12652,4
105.96,28.72,-1.63975,99.412,0.12656,4
106.068,28.73,-1.65305,99.41099,0.12662,4
106.153,28.74,-1.65847,99.40895,0.12667,4
106.244,28.75,-1.67489,99.40692,0.12671,4
106.341,28.76,-1.68623,99.4059,0.12677,4
106.419,28.77,-1.70171,99.40387,0.12681,4
106.513,28.78,-1.70805,99.40285,0.12686,4
106.608,28.79,-1.71943,99.40183,0.12691,4
106.703,28.8,-1.73673,99.40081,0.12696,4
106.81,28.81,-1.745,99.3998,0.12702,4
106.893,28.82,-1.75831,99.39878,0.12707,4
106.989,28.83,-1.7686,99.39878,0.12712,4
107.078,28.84,-1.78192,99.39878,0.12717,4
107.177,28.85,-1.79217,99.3998,0.12722,4
107.279,28.86,-1.80537,99.39878,0.12728,4
107.384,28.87,-1.82154,99.39878,0.12733,4
107.477,28.88,-1.83479,99.39878,0.12738,4
107.57,28.89,-1.84105,99.39776,0.12743,4
107.674,28.9,-1.84722,99.39776,0.12749,4
107.769,28.91,-1.85544,99.39674,0.12754,4
107.864,28.92,-1.87064,99.39573,0.12759,4
107.974,28.93,-1.8847,99.39573,0.12765,4
108.072,28.94,-1.89188,99.39573,0.12771,4
108.171,28.95,-1.90402,99.39471,0.12776,4
108.275,28.96,-1.92109,99.39369,0.12782,4
108.372,28.97,-1.92527,99.39369,0.12787,4
108.481,28.98,-1.93133,99.39268,0.12793,4
108.594,28.99,-1.94531,99.39166,0.12799,4
108.687,29,-1.95546,99.39064,0.12804,4
108.795,29.01,-1.96549,99.38962,0.1281,4
108.907,29.02,-1.97354,99.38962,0.12816,4
109.003,29.03,-1.98857,99.38861,0.12821,4
109.102,29.04,-1.99962,99.38657,0.12827,4
109.213,29.05,-2.00758,99.38454,0.12833,4
109.326,29.06,-2.02544,99.38352,0.12839,4
109.423,29.07,-2.03252,99.38352,0.12844,4
109.522,29.08,-2.04156,99.3825,0.1285,4
109.631,29.09,-2.04952,99.3825,0.12856,4
109.741,29.1,-2.06538,99.38149,0.12862,4
109.854,29.11,-2.07921,99.38149,0.12868,4
109.955,29.12,-2.08721,99.3825,0.12873,4
110.071,29.13,-2.10198,99.3825,0.1288,4
110.176,29.14,-2.10795,99.3825,0.12885,4
110.285,29.15,-2.11487,99.3825,0.12891,4
110.406,29.16,-2.12765,99.3825,0.12898,4
110.507,29.17,-2.1435,99.3825,0.12903,4
110.621,29.18,-2.15127,99.38454,0.1291,4
110.72,29.19,-2.16021,99.38657,0.12915,4
110.841,29.2,-2.17387,99.38657,0.12922,4
110.954,29.21,-2.17972,99.38861,0.12928,4
111.071,29.22,-2.19044,99.38759,0.12934,4
111.195,29.23,-2.19912,99.38861,0.12941,4
111.295,29.24,-2.20899,99.39064,0.12946,4
111.405,29.25,-2.21685,99.39064,0.12952,4
111.526,29.26,-2.23039,99.39268,0.12959,4
111.633,29.27,-2.23919,99.39268,0.12965,4
111.745,29.28,-2.25382,99.39166,0.12971,4
111.865,29.29,-2.25758,99.39064,0.12978,4
111.985,29.3,-2.26623,99.39064,0.12984,4
112.096,29.31,-2.27006,99.39064,0.1299,4
112.21,29.32,-2.27885,99.39064,0.12996,4
112.329,29.33,-2.2874,99.38962,0.13003,4
112.439,29.34,-2.29513,99.39064,0.13009,4
