#FILE:                       ,Char_GF_reground_25_10_10.dsu 
#FORMAT:                     ,NETZSCH5                      
#IDENTITY:                   ,Char GF reground_25_10_10     
#DECIMAL:                    ,POINT                         
#SEPARATOR:                  ,COMMA                         
#MTYPE:                      ,DTA                           
#MSUBTYPE:                   ,                              
#INSTRUMENT:                 ,NETZSCH STA 449 C             
#PROJECT:                    ,Torrefaction                  
#DATE/TIME:                  ,25/10/2010 13:55:38           
#CORR. FILE:                 ,buoyancy_drying_13_10_10.bsu  
#LABORATORY:                 ,Sustainable Research Energ    
#OPERATOR:                   ,A Saddawi                     
#REMARK:                     ,                              
#SAMPLE:                     ,nonisoth oxid with init drying
#SAMPLE MASS /mg:            ,10.130                        
#MATERIAL:                   ,char                          
#REFERENCE:                  ,Alumina                       
#REFERENCE MASS /mg:         ,0.000                         
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3         
#SAMPLE CRUCIBLE MASS /mg:   ,0.000                         
#REFERENCE CRUCIBLE MASS /mg:,0.000                         
#CORR. CODE:                 ,020                           
#EXO:                        ,-1                            
#RANGE:                      ,30.0....900.0/0.0....10.0K/min
#SEGMENT:                    ,S1-4/4                        

##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,DTG/(%/min),Sensit./(æV/mW),Segment
 33.36000,0.0000e+000, 4.2492e-002,100.00000, 1.0606e-012,9.0024e-002,1
 33.36000,1.0000e-002, 4.6604e-002,100.00000, 7.0709e-013,9.0024e-002,1
 33.35000,2.0000e-002, 4.2494e-002,100.00000, 7.0709e-013,9.0019e-002,1
 33.35700,3.0000e-002, 5.0717e-002,100.00000, 4.5678e-013,9.0023e-002,1
 33.35700,4.0000e-002, 5.3458e-002,100.00000, 2.5380e-013,9.0023e-002,1
 33.35900,5.0000e-002, 5.7570e-002,100.00000, 1.0199e-013,9.0024e-002,1
 33.36200,6.0000e-002, 5.4827e-002,100.00000,-2.4410e-005,9.0025e-002,1
 33.35900,7.0000e-002, 4.6604e-002,100.00000,-4.2748e-004,9.0024e-002,1
 33.35900,8.0000e-002, 4.2492e-002,100.00000,-2.0908e-003,9.0024e-002,1
 33.36000,9.0000e-002, 4.3862e-002,100.00000,-6.5762e-003,9.0024e-002,1
 33.35900,    0.10000, 5.2087e-002,100.00000,-1.5546e-002,9.0024e-002,1
 33.35100,    0.11000, 5.2089e-002,100.00000,-2.9144e-002,9.0020e-002,1
 33.35400,    0.12000, 5.2088e-002,100.00000,-4.4824e-002,9.0021e-002,1
 33.35700,    0.13000, 4.9346e-002, 99.99901,-5.8158e-002,9.0023e-002,1
 33.36000,    0.14000, 4.9345e-002, 99.99803,-6.6246e-002,9.0024e-002,1
 33.36600,    0.15000, 5.0714e-002, 99.99704,-6.9055e-002,9.0027e-002,1
 33.36000,    0.16000, 5.2087e-002, 99.99704,-6.8702e-002,9.0024e-002,1
 33.35700,    0.17000, 5.2087e-002, 99.99605,-6.8169e-002,9.0023e-002,1
 33.36300,    0.18000, 4.6603e-002, 99.99506,-6.9130e-002,9.0025e-002,1
 33.36000,    0.19000, 4.1121e-002, 99.99506,-7.1121e-002,9.0024e-002,1
 33.36000,    0.20000, 4.9345e-002, 99.99408,-7.2444e-002,9.0024e-002,1
 33.36500,    0.21000, 3.8379e-002, 99.99309,-7.2444e-002,9.0026e-002,1
 33.35900,    0.22000, 4.3863e-002, 99.99210,-7.1121e-002,9.0024e-002,1
 33.35400,    0.23000, 4.5234e-002, 99.99210,-6.9154e-002,9.0021e-002,1
 33.35600,    0.24000, 4.1122e-002, 99.99112,-6.8597e-002,9.0022e-002,1
 33.36000,    0.25000, 3.9750e-002, 99.99013,-7.0793e-002,9.0024e-002,1
 33.36000,    0.26000, 3.4267e-002, 99.99013,-7.5631e-002,9.0024e-002,1
 33.36000,    0.27000, 3.8380e-002, 99.98914,-8.1816e-002,9.0024e-002,1
 33.36000,    0.28000, 3.9750e-002, 99.98815,-8.7705e-002,9.0024e-002,1
 33.36200,    0.29000, 3.5638e-002, 99.98717,-9.1336e-002,9.0025e-002,1
 33.36600,    0.30000, 3.7008e-002, 99.98618,-9.2191e-002,9.0027e-002,1
 33.36000,    0.31000, 3.7009e-002, 99.98519,-9.2425e-002,9.0024e-002,1
 33.36500,    0.32000, 3.8379e-002, 99.98421,-9.3715e-002,9.0026e-002,1
 33.36300,    0.33000, 3.7008e-002, 99.98421,-9.5467e-002,9.0025e-002,1
 33.36300,    0.34000, 3.8379e-002, 99.98223,-9.5908e-002,9.0025e-002,1
 33.36500,    0.35000, 3.4267e-002, 99.98124,-9.4207e-002,9.0026e-002,1
 33.35900,    0.36000, 3.4268e-002, 99.98026,-9.0490e-002,9.0024e-002,1
 33.37300,    0.37000, 3.2895e-002, 99.98026,-8.6302e-002,9.0030e-002,1
 33.36700,    0.38000, 3.1525e-002, 99.97828,-8.3480e-002,9.0027e-002,1
 33.36000,    0.39000, 3.1526e-002, 99.97828,-8.1972e-002,9.0024e-002,1
 33.36200,    0.40000, 3.4267e-002, 99.97730,-8.1415e-002,9.0025e-002,1
 33.36500,    0.41000, 4.2491e-002, 99.97631,-8.3151e-002,9.0026e-002,1
 33.36200,    0.42000, 4.3862e-002, 99.97532,-8.9538e-002,9.0025e-002,1
 33.35900,    0.43000, 3.9750e-002, 99.97532,    -0.10062,9.0024e-002,1
 33.36600,    0.44000, 3.8378e-002, 99.97433,    -0.11334,9.0027e-002,1
 33.37300,    0.45000, 3.1524e-002, 99.97236,    -0.12416,9.0030e-002,1
 33.36900,    0.46000, 3.0154e-002, 99.97038,    -0.13005,9.0028e-002,1
 33.36700,    0.47000, 3.7008e-002, 99.97038,    -0.13002,9.0027e-002,1
 33.36700,    0.48000, 2.7413e-002, 99.96841,    -0.12603,9.0027e-002,1
 33.37000,    0.49000, 2.8783e-002, 99.96644,    -0.12002,9.0029e-002,1
 33.36700,    0.50000, 2.3301e-002, 99.96644,    -0.11368,9.0027e-002,1
 33.37300,    0.51000, 2.1930e-002, 99.96446,    -0.10811,9.0030e-002,1
 33.37300,    0.52000, 3.1524e-002, 99.96446,    -0.10390,9.0030e-002,1
 33.36600,    0.53000, 2.8784e-002, 99.96249,    -0.10053,9.0027e-002,1
 33.37000,    0.54000, 3.2895e-002, 99.96150,-9.7307e-002,9.0029e-002,1
 33.36900,    0.55000, 3.4266e-002, 99.96150,-9.4819e-002,9.0028e-002,1
 33.36900,    0.56000, 3.7007e-002, 99.95953,-9.2569e-002,9.0028e-002,1
 33.36900,    0.57000, 3.2895e-002, 99.95953,-9.0275e-002,9.0028e-002,1
 33.37000,    0.58000, 3.7007e-002, 99.95755,-8.7815e-002,9.0029e-002,1
 33.37000,    0.59000, 2.8783e-002, 99.95755,-8.5700e-002,9.0029e-002,1
 33.37000,    0.60000, 2.6042e-002, 99.95656,-8.5143e-002,9.0029e-002,1
 33.37300,    0.61000, 2.1930e-002, 99.95558,-8.7487e-002,9.0030e-002,1
 33.36900,    0.62000, 2.4671e-002, 99.95459,-9.3486e-002,9.0028e-002,1
 33.37500,    0.63000, 2.6041e-002, 99.95459,    -0.10237,9.0031e-002,1
 33.37500,    0.64000, 2.4671e-002, 99.95262,    -0.11345,9.0031e-002,1
 33.37600,    0.65000, 2.1929e-002, 99.95163,    -0.12526,9.0031e-002,1
 33.37800,    0.66000, 2.1929e-002, 99.95064,    -0.13639,9.0032e-002,1
 33.38300,    0.67000, 2.0558e-002, 99.94867,    -0.14641,9.0035e-002,1
 33.38400,    0.68000, 1.6446e-002, 99.94768,    -0.15482,9.0035e-002,1
 33.38100,    0.69000, 2.0558e-002, 99.94571,    -0.16109,9.0034e-002,1
 33.37800,    0.70000, 2.1929e-002, 99.94373,    -0.16580,9.0032e-002,1
 33.38100,    0.71000, 6.8527e-003, 99.94274,    -0.16941,9.0034e-002,1
 33.38100,    0.72000, 6.8527e-003, 99.94077,    -0.17116,9.0034e-002,1
 33.39200,    0.73000, 6.8523e-003, 99.93880,    -0.17154,9.0039e-002,1
 33.38600,    0.74000, 5.4821e-003, 99.93682,    -0.17112,9.0036e-002,1
 33.38900,    0.75000, 4.1115e-003, 99.93583,    -0.17107,9.0037e-002,1
 33.39200,    0.76000, 1.3705e-003, 99.93386,    -0.17301,9.0039e-002,1
 33.39300,    0.77000,-8.2228e-003, 99.93189,    -0.17618,9.0039e-002,1
 33.39000,    0.78000,-1.3705e-002, 99.93090,    -0.17799,9.0038e-002,1
 33.39300,    0.79000,-1.0964e-002, 99.92794,    -0.17539,9.0039e-002,1
 33.40200,    0.80000,-1.6445e-002, 99.92695,    -0.16791,9.0042e-002,1
 33.40300,    0.81000,-1.3704e-002, 99.92399,    -0.15780,9.0042e-002,1
 33.41500,    0.82000,-2.4666e-002, 99.92399,    -0.14892,9.0049e-002,1
 33.41500,    0.83000,-2.8777e-002, 99.92201,    -0.14423,9.0049e-002,1
 33.42100,    0.84000,-2.6035e-002, 99.92103,    -0.14362,9.0052e-002,1
 33.42300,    0.85000,-2.6035e-002, 99.91905,    -0.14487,9.0053e-002,1
 33.42800,    0.86000,-3.8366e-002, 99.91807,    -0.14555,9.0055e-002,1
 33.42800,    0.87000,-4.2477e-002, 99.91609,    -0.14487,9.0055e-002,1
 33.43100,    0.88000,-4.9327e-002, 99.91510,    -0.14359,9.0057e-002,1
 33.44300,    0.89000,-5.0694e-002, 99.91313,    -0.14385,9.0062e-002,1
 33.44900,    0.90000,-5.2063e-002, 99.91214,    -0.14761,9.0065e-002,1
 33.46200,    0.91000,-6.1649e-002, 99.91115,    -0.15420,9.0071e-002,1
 33.46400,    0.92000,-7.3979e-002, 99.90918,    -0.16050,9.0072e-002,1
 33.46800,    0.93000,-8.2197e-002, 99.90721,    -0.16340,9.0074e-002,1
 33.47400,    0.94000,-7.6715e-002, 99.90523,    -0.16170,9.0076e-002,1
 33.48900,    0.95000,-9.4516e-002, 99.90424,    -0.15783,9.0083e-002,1
 33.50200,    0.96000,    -0.10136, 99.90227,    -0.15551,9.0088e-002,1
 33.51100,    0.97000,    -0.10683, 99.90128,    -0.15750,9.0093e-002,1
 33.51700,    0.98000,    -0.11505, 99.89931,    -0.16433,9.0096e-002,1
 33.52600,    0.99000,    -0.12463, 99.89832,    -0.17298,9.0100e-002,1
 33.53500,    1.00000,    -0.11777, 99.89635,    -0.17967,9.0105e-002,1
 33.56000,    1.01000,    -0.13419, 99.89339,    -0.18148,9.0116e-002,1
 33.57600,    1.02000,    -0.14103, 99.89240,    -0.17779,9.0123e-002,1
 33.58500,    1.03000,    -0.14513, 99.89042,    -0.17044,9.0128e-002,1
 33.60000,    1.04000,    -0.16428, 99.88845,    -0.16220,9.0134e-002,1
 33.60800,    1.05000,    -0.16839, 99.88746,    -0.15458,9.0134e-002,1
 33.62500,    1.06000,    -0.16974, 99.88549,    -0.14722,9.0146e-002,1
 33.63500,    1.07000,    -0.16836, 99.88450,    -0.14004,9.0151e-002,1
 33.66000,    1.08000,    -0.17792, 99.88253,    -0.13357,9.0162e-002,1
 33.67000,    1.09000,    -0.19159, 99.88154,    -0.12910,9.0167e-002,1
 33.69000,    1.10000,    -0.19157, 99.88055,    -0.12705,9.0176e-002,1
 33.71200,    1.11000,    -0.19839, 99.87957,    -0.12536,9.0186e-002,1
 33.73100,    1.12000,    -0.20932, 99.87759,    -0.11996,9.0195e-002,1
 33.74900,    1.13000,    -0.21888, 99.87660,    -0.10835,9.0203e-002,1
 33.77300,    1.14000,    -0.22022, 99.87463,-9.3634e-002,9.0214e-002,1
 33.79300,    1.15000,    -0.22840, 99.87463,-8.2670e-002,9.0223e-002,1
 33.80800,    1.16000,    -0.23113, 99.87463,-8.1231e-002,9.0226e-002,1
 33.83700,    1.17000,    -0.23929, 99.87364,-9.0459e-002,9.0244e-002,1
 33.85900,    1.18000,    -0.25704, 99.87266,    -0.10632,9.0254e-002,1
 33.88500,    1.19000,    -0.26520, 99.87167,    -0.12258,9.0266e-002,1
 33.91200,    1.20000,    -0.26517, 99.86969,    -0.13580,9.0278e-002,1
 33.94400,    1.21000,    -0.27742, 99.86871,    -0.14604,9.0293e-002,1
 33.96700,    1.22000,    -0.27193, 99.86673,    -0.15496,9.0303e-002,1
 33.99700,    1.23000,    -0.28418, 99.86575,    -0.16430,9.0317e-002,1
 34.03500,    1.24000,    -0.29505, 99.86377,    -0.17157,9.0335e-002,1
 34.05000,    1.25000,    -0.30596, 99.86278,    -0.17092,9.0342e-002,1
 34.09000,    1.26000,    -0.31819, 99.85884,    -0.15928,9.0360e-002,1
 34.12100,    1.27000,    -0.31814, 99.85785,    -0.13947,9.0374e-002,1
 34.14600,    1.28000,    -0.32629, 99.85686,    -0.11868,9.0386e-002,1
 34.18000,    1.29000,    -0.32486, 99.85686,    -0.10470,9.0402e-002,1
 34.20900,    1.30000,    -0.33302, 99.85489,    -0.10056,9.0411e-002,1
 34.25500,    1.31000,    -0.33566, 99.85489,    -0.10446,9.0436e-002,1
 34.28700,    1.32000,    -0.34788, 99.85291,    -0.11338,9.0451e-002,1
 34.31800,    1.33000,    -0.35737, 99.85291,    -0.12360,9.0465e-002,1
 34.36700,    1.34000,    -0.35865, 99.85094,    -0.13157,9.0488e-002,1
 34.39800,    1.35000,    -0.35995, 99.84896,    -0.13535,9.0502e-002,1
 34.43600,    1.36000,    -0.37352, 99.84798,    -0.13456,9.0520e-002,1
 34.47900,    1.37000,    -0.38570, 99.84699,    -0.12984,9.0539e-002,1
 34.52000,    1.38000,    -0.38289, 99.84501,    -0.12309,9.0558e-002,1
 34.54400,    1.39000,    -0.40328, 99.84403,    -0.11604,9.0569e-002,1
 34.60000,    1.40000,    -0.40453, 99.84304,    -0.11053,9.0595e-002,1
 34.65200,    1.41000,    -0.40306, 99.84205,    -0.10902,9.0619e-002,1
 34.68800,    1.42000,    -0.41252, 99.84107,    -0.11260,9.0636e-002,1
 34.73500,    1.43000,    -0.41378, 99.84008,    -0.11922,9.0658e-002,1
 34.77400,    1.44000,    -0.42322, 99.83909,    -0.12447,9.0676e-002,1
 34.83300,    1.45000,    -0.42174, 99.83712,    -0.12549,9.0703e-002,1
 34.86400,    1.46000,    -0.42439, 99.83514,    -0.12335,9.0717e-002,1
 34.91500,    1.47000,    -0.43788, 99.83514,    -0.12127,9.0741e-002,1
 34.96300,    1.48000,    -0.43641, 99.83416,    -0.12206,9.0763e-002,1
 35.01500,    1.49000,    -0.44309, 99.83218,    -0.12669,9.0787e-002,1
 35.07100,    1.50000,    -0.43346, 99.83119,    -0.13249,9.0813e-002,1
 35.10900,    1.51000,    -0.45513, 99.83021,    -0.13542,9.0826e-002,1
 35.16500,    1.52000,    -0.45905, 99.82823,    -0.13482,9.0856e-002,1
 35.21600,    1.53000,    -0.46572, 99.82626,    -0.13136,9.0880e-002,1
 35.26300,    1.54000,    -0.45882, 99.82626,    -0.12658,9.0901e-002,1
 35.33000,    1.55000,    -0.46545, 99.82428,    -0.12277,9.0932e-002,1
 35.37400,    1.56000,    -0.47892, 99.82330,    -0.12004,9.0953e-002,1
 35.42900,    1.57000,    -0.47471, 99.82231,    -0.11740,9.0978e-002,1
 35.48700,    1.58000,    -0.47593, 99.82034,    -0.11403,9.1005e-002,1
 35.55000,    1.59000,    -0.48120, 99.82034,    -0.11042,9.1034e-002,1
 35.62200,    1.60000,    -0.49999, 99.81836,    -0.10826,9.1068e-002,1
 35.66900,    1.61000,    -0.48904, 99.81737,    -0.10920,9.1089e-002,1
 35.72400,    1.62000,    -0.50109, 99.81737,    -0.11331,9.1115e-002,1
 35.77600,    1.63000,    -0.50366, 99.81540,    -0.11770,9.1139e-002,1
 35.84200,    1.64000,    -0.49402, 99.81441,    -0.11963,9.1169e-002,1
 35.90500,    1.65000,    -0.50199, 99.81244,    -0.11864,9.1196e-002,1
 35.96600,    1.66000,    -0.50859, 99.81145,    -0.11726,9.1227e-002,1
 36.03300,    1.67000,    -0.51247, 99.81145,    -0.11865,9.1258e-002,1
 36.09900,    1.68000,    -0.50960, 99.80948,    -0.12175,9.1288e-002,1
 36.16400,    1.69000,    -0.51754, 99.80849,    -0.12280,9.1319e-002,1
 36.22800,    1.70000,    -0.51467, 99.80652,    -0.11800,9.1348e-002,1
 36.29300,    1.71000,    -0.52125, 99.80553,    -0.10710,9.1378e-002,1
 36.36500,    1.72000,    -0.52106, 99.80454,-9.4466e-002,9.1412e-002,1
 36.43500,    1.73000,    -0.52222, 99.80355,-8.5078e-002,9.1444e-002,1
 36.50100,    1.74000,    -0.51665, 99.80355,-8.2256e-002,9.1474e-002,1
 36.56000,    1.75000,    -0.53133, 99.80257,-8.5949e-002,9.1502e-002,1
 36.64600,    1.76000,    -0.52301, 99.80158,-9.4306e-002,9.1542e-002,1
 36.71900,    1.77000,    -0.52686, 99.80059,    -0.10519,9.1576e-002,1
 36.78400,    1.78000,    -0.52399, 99.79961,    -0.11602,9.1606e-002,1
 36.86700,    1.79000,    -0.52108, 99.79862,    -0.12457,9.1645e-002,1
 36.93300,    1.80000,    -0.52629, 99.79664,    -0.12800,9.1675e-002,1
 37.01000,    1.81000,    -0.53015, 99.79566,    -0.12444,9.1707e-002,1
 37.08200,    1.82000,    -0.52455, 99.79368,    -0.11624,9.1745e-002,1
 37.15500,    1.83000,    -0.52704, 99.79269,    -0.10848,9.1779e-002,1
 37.22500,    1.84000,    -0.54298, 99.79269,    -0.10440,9.1811e-002,1
 37.29900,    1.85000,    -0.54144, 99.79171,    -0.10317,9.1845e-002,1
 37.38900,    1.86000,    -0.52910, 99.78973,    -0.10112,9.1887e-002,1
 37.46300,    1.87000,    -0.53965, 99.78875,-9.5818e-002,9.1922e-002,1
 37.54400,    1.88000,    -0.54211, 99.78776,-8.8606e-002,9.1959e-002,1
 37.62600,    1.89000,    -0.53518, 99.78776,-8.2098e-002,9.1998e-002,1
 37.70200,    1.90000,    -0.52961, 99.78677,-7.8841e-002,9.2032e-002,1
 37.77800,    1.91000,    -0.54951, 99.78480,-8.0568e-002,9.2068e-002,1
 37.84700,    1.92000,    -0.54530, 99.78578,-8.6846e-002,9.2100e-002,1
 37.93000,    1.93000,    -0.53703, 99.78480,-9.5260e-002,9.2139e-002,1
 38.02400,    1.94000,    -0.54749, 99.78282,    -0.10308,9.2183e-002,1
 38.09700,    1.95000,    -0.54862, 99.78184,    -0.10786,9.2217e-002,1
 38.19100,    1.96000,    -0.54569, 99.78085,    -0.10968,9.2261e-002,1
 38.26200,    1.97000,    -0.55351, 99.77986,    -0.11220,9.2294e-002,1
 38.35300,    1.98000,    -0.53990, 99.77887,    -0.11688,9.2336e-002,1
 38.44500,    1.99000,    -0.54365, 99.77789,    -0.12263,9.2379e-002,1
 38.53800,    2.00000,    -0.54473, 99.77591,    -0.12909,9.2423e-002,1
 38.61900,    2.01000,    -0.53517, 99.77493,    -0.13587,9.2460e-002,1
 38.70200,    2.02000,    -0.53628, 99.77394,    -0.14334,9.2498e-002,1
 38.78400,    2.03000,    -0.54272, 99.77196,    -0.15123,9.2537e-002,1
 38.88700,    2.04000,    -0.53978, 99.77098,    -0.15585,9.2585e-002,1
 38.97100,    2.05000,    -0.53422, 99.76900,    -0.15418,9.2625e-002,1
 39.04700,    2.06000,    -0.53934, 99.76604,    -0.14770,9.2660e-002,1
 39.13900,    2.07000,    -0.53243, 99.76604,    -0.14067,9.2703e-002,1
 39.23100,    2.08000,    -0.53352, 99.76505,    -0.13703,9.2746e-002,1
 39.30900,    2.09000,    -0.53998, 99.76308,    -0.13800,9.2778e-002,1
 39.41400,    2.10000,    -0.54632, 99.76209,    -0.14069,9.2832e-002,1
 39.50500,    2.11000,    -0.54077, 99.76012,    -0.14062,9.2872e-002,1
 39.59400,    2.12000,    -0.53786, 99.75913,    -0.13588,9.2916e-002,1
 39.67600,    2.13000,    -0.54958, 99.75716,    -0.12659,9.2954e-002,1
 39.79000,    2.14000,    -0.53998, 99.75617,    -0.11398,9.3008e-002,1
 39.87700,    2.15000,    -0.53576, 99.75518,    -0.10040,9.3048e-002,1
 39.96600,    2.16000,    -0.54613, 99.75420,-8.8795e-002,9.3090e-002,1
 40.05700,    2.17000,    -0.54323, 99.75321,-8.2232e-002,9.3133e-002,1
 40.16100,    2.18000,    -0.54692, 99.75321,-8.1829e-002,9.3181e-002,1
 40.27000,    2.19000,    -0.54132, 99.75222,-8.6729e-002,9.3233e-002,1
 40.36100,    2.20000,    -0.54108, 99.75123,-9.4207e-002,9.3275e-002,1
 40.45200,    2.21000,    -0.53289, 99.75025,-9.9742e-002,9.3318e-002,1
 40.55100,    2.22000,    -0.53527, 99.74926,    -0.10117,9.3364e-002,1
 40.65400,    2.23000,    -0.54424, 99.74729,    -0.10040,9.3413e-002,1
 40.74500,    2.24000,    -0.53211, 99.74729,    -0.10160,9.3455e-002,1
 40.83700,    2.25000,    -0.52791, 99.74630,    -0.10918,9.3499e-002,1
 40.94600,    2.26000,    -0.53685, 99.74531,    -0.12506,9.3550e-002,1
 41.03500,    2.27000,    -0.52870, 99.74432,    -0.14649,9.3592e-002,1
 41.14300,    2.28000,    -0.52446, 99.74235,    -0.16821,9.3642e-002,1
 41.25300,    2.29000,    -0.52944, 99.74038,    -0.18592,9.3694e-002,1
 41.35100,    2.30000,    -0.52128, 99.73840,    -0.19589,9.3740e-002,1
 41.44300,    2.31000,    -0.51446, 99.73643,    -0.19697,9.3783e-002,1
 41.55100,    2.32000,    -0.50892, 99.73346,    -0.19081,9.3834e-002,1
 41.64600,    2.33000,    -0.50737, 99.73248,    -0.17943,9.3879e-002,1
 41.75300,    2.34000,    -0.50578, 99.73050,    -0.16560,9.3929e-002,1
 41.86000,    2.35000,    -0.50813, 99.72853,    -0.15221,9.3980e-002,1
 41.97600,    2.36000,    -0.50259, 99.72754,    -0.14028,9.4034e-002,1
 42.06800,    2.37000,    -0.49974, 99.72655,    -0.12913,9.4077e-002,1
 42.16400,    2.38000,    -0.50081, 99.72458,    -0.11903,9.4123e-002,1
 42.27700,    2.39000,    -0.49659, 99.72359,    -0.11139,9.4176e-002,1
 42.38400,    2.40000,    -0.48978, 99.72261,    -0.10767,9.4226e-002,1
 42.49400,    2.41000,    -0.49474, 99.72261,    -0.10847,9.4278e-002,1
 42.59200,    2.42000,    -0.49450, 99.72063,    -0.11087,9.4324e-002,1
 42.70500,    2.43000,    -0.50208, 99.71964,    -0.11160,9.4375e-002,1
 42.80600,    2.44000,    -0.49268, 99.71767,    -0.11048,9.4423e-002,1
 42.91900,    2.45000,    -0.49108, 99.71767,    -0.10960,9.4479e-002,1
 43.02900,    2.46000,    -0.49342, 99.71668,    -0.11282,9.4531e-002,1
 43.14200,    2.47000,    -0.48532, 99.71471,    -0.12179,9.4584e-002,1
 43.25200,    2.48000,    -0.49287, 99.71471,    -0.13468,9.4636e-002,1
 43.34800,    2.49000,    -0.49133, 99.71273,    -0.14857,9.4681e-002,1
 43.45100,    2.50000,    -0.49629, 99.71076,    -0.16033,9.4730e-002,1
 43.57400,    2.51000,    -0.48297, 99.70977,    -0.16748,9.4788e-002,1
 43.69800,    2.52000,    -0.48007, 99.70681,    -0.17079,9.4847e-002,1
 43.79000,    2.53000,    -0.47335, 99.70582,    -0.17251,9.4891e-002,1
 43.90200,    2.54000,    -0.47699, 99.70484,    -0.17280,9.4943e-002,1
 44.02400,    2.55000,    -0.47799, 99.70188,    -0.17300,9.5001e-002,1
 44.12200,    2.56000,    -0.48555, 99.69990,    -0.17460,9.5048e-002,1
 44.23800,    2.57000,    -0.47229, 99.69990,    -0.17757,9.5103e-002,1
 44.36300,    2.58000,    -0.47589, 99.69694,    -0.18282,9.5162e-002,1
 44.45300,    2.59000,    -0.47438, 99.69497,    -0.18945,9.5205e-002,1
 44.58400,    2.60000,    -0.46241, 99.69398,    -0.19325,9.5267e-002,1
 44.70000,    2.61000,    -0.46214, 99.69102,    -0.19168,9.5322e-002,1
 44.81100,    2.62000,    -0.46318, 99.68904,    -0.18531,9.5374e-002,1
 44.91100,    2.63000,    -0.45390, 99.68707,    -0.17631,9.5422e-002,1
 45.03500,    2.64000,    -0.44070, 99.68608,    -0.16886,9.5481e-002,1
 45.15000,    2.65000,    -0.45207, 99.68411,    -0.16555,9.5535e-002,1
 45.26300,    2.66000,    -0.44536, 99.68312,    -0.16643,9.5589e-002,1
 45.38900,    2.67000,    -0.44766, 99.68016,    -0.16989,9.5649e-002,1
 45.49500,    2.68000,    -0.43969, 99.68016,    -0.17338,9.5699e-002,1
 45.62000,    2.69000,    -0.44199, 99.67720,    -0.17584,9.5759e-002,1
 45.72900,    2.70000,    -0.43918, 99.67522,    -0.17787,9.5810e-002,1
 45.83200,    2.71000,    -0.42608, 99.67423,    -0.18047,9.5859e-002,1
 45.95500,    2.72000,    -0.43354, 99.67226,    -0.18414,9.5918e-002,1
 46.08200,    2.73000,    -0.42555, 99.67029,    -0.18894,9.5978e-002,1
 46.20500,    2.74000,    -0.41760, 99.66831,    -0.19287,9.6035e-002,1
 46.31300,    2.75000,    -0.41223, 99.66634,    -0.19413,9.6088e-002,1
 46.42500,    2.76000,    -0.41713, 99.66436,    -0.19254,9.6142e-002,1
 46.55500,    2.77000,    -0.41558, 99.66239,    -0.18846,9.6204e-002,1
 46.66200,    2.78000,    -0.41664, 99.66041,    -0.18424,9.6255e-002,1
 46.79000,    2.79000,    -0.40485, 99.65844,    -0.18342,9.6316e-002,1
 46.91000,    2.80000,    -0.39694, 99.65745,    -0.18861,9.6368e-002,1
 47.01700,    2.81000,    -0.40183, 99.65548,    -0.19872,9.6424e-002,1
 47.14000,    2.82000,    -0.39263, 99.65350,    -0.20989,9.6483e-002,1
 47.26200,    2.83000,    -0.39368, 99.65054,    -0.21798,9.6541e-002,1
 47.37800,    2.84000,    -0.39090, 99.64857,    -0.22065,9.6597e-002,1
 47.50100,    2.85000,    -0.39321, 99.64659,    -0.21942,9.6655e-002,1
 47.62700,    2.86000,    -0.38786, 99.64363,    -0.21678,9.6716e-002,1
 47.74500,    2.87000,    -0.37744, 99.64265,    -0.21393,9.6772e-002,1
 47.86900,    2.88000,    -0.37975, 99.63968,    -0.21050,9.6831e-002,1
 47.99700,    2.89000,    -0.38333, 99.63771,    -0.20619,9.6893e-002,1
 48.11100,    2.90000,    -0.37930, 99.63574,    -0.20069,9.6947e-002,1
 48.22100,    2.91000,    -0.37655, 99.63376,    -0.19418,9.7000e-002,1
 48.35700,    2.92000,    -0.37503, 99.63179,    -0.18870,9.7065e-002,1
 48.48200,    2.93000,    -0.36463, 99.62981,    -0.18480,9.7125e-002,1
 48.59400,    2.94000,    -0.37459, 99.62883,    -0.18303,9.7178e-002,1
 48.71600,    2.95000,    -0.36675, 99.62586,    -0.18467,9.7237e-002,1
 48.83400,    2.96000,    -0.36780, 99.62488,    -0.19097,9.7293e-002,1
 48.97600,    2.97000,    -0.36248, 99.62290,    -0.20293,9.7362e-002,1
 49.11000,    2.98000,    -0.35844, 99.62093,    -0.21967,9.7426e-002,1
 49.21000,    2.99000,    -0.35575, 99.61895,    -0.23737,9.7469e-002,1
 49.33900,    3.00000,    -0.34791, 99.61599,    -0.25015,9.7536e-002,1
 49.46700,    3.01000,    -0.35149, 99.61303,    -0.25483,9.7597e-002,1
 49.58600,    3.02000,    -0.35507, 99.61007,    -0.25317,9.7654e-002,1
 49.71200,    3.03000,    -0.35485, 99.60809,    -0.24917,9.7715e-002,1
 49.83800,    3.04000,    -0.34201, 99.60612,    -0.24601,9.7776e-002,1
 49.95900,    3.05000,    -0.33802, 99.60316,    -0.24457,9.7834e-002,1
 50.09600,    3.06000,    -0.33654, 99.60020,    -0.24286,9.7900e-002,1
 50.23300,    3.07000,    -0.33253, 99.59921,    -0.23817,9.7966e-002,1
 50.33600,    3.08000,    -0.32733, 99.59526,    -0.23038,9.8015e-002,1
