#FILE:                       ,char_NF_23_06_10.dsu            ,,,,
#FORMAT:                     ,NETZSCH5                        ,,,,
#IDENTITY:                   ,char NF                         ,,,,
#DECIMAL:                    ,POINT                           ,,,,
#SEPARATOR:                  ,COMMA                           ,,,,
#MTYPE:                      ,DTA                             ,,,,
#MSUBTYPE:                   ,                                ,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C               ,,,,
#PROJECT:                    ,Torrefaction                    ,,,,
#DATE/TIME:                  ,23/06/2010 16:36:56             ,,,,
#CORR. FILE:                 ,char_GF_23_06_10.bsu            ,,,,
#LABORATORY:                 ,Sustainable Research Energ      ,,,,
#OPERATOR:                   ,EMF                             ,,,,
#REMARK:                     ,                                ,,,,
#SAMPLE:                     ,nonisoth oxid with init drying  ,,,,
#SAMPLE MASS /mg:            ,10.33,,,,
#MATERIAL:                   ,Alumina                         ,,,,
#REFERENCE:                  ,Alumina                         ,,,,
#REFERENCE MASS /mg:         ,0,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3           ,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,
#CORR. CODE:                 ,20,,,,
#EXO:                        ,-1,,,,
#RANGE:                      ,30.0....900.0/-20.0....10.0K/min,,,,
#SEGMENT:                    ,S1-5/5                          ,,,,
,,,,,
##Temp./?C,Time/min,DTA/(mW/mg),Mass/%,Sensit./(‘V/mW),Segment
34.349,0.00E+00,4.81E-02,100,9.05E-02,1
34.352,1.00E-02,5.08E-02,99.99903,9.05E-02,1
34.352,2.00E-02,5.22E-02,99.99903,9.05E-02,1
34.352,3.00E-02,5.48E-02,99.99806,9.05E-02,1
34.352,4.00E-02,5.35E-02,99.99806,9.05E-02,1
34.357,5.00E-02,4.55E-02,99.99806,9.05E-02,1
34.355,6.00E-02,4.95E-02,99.9971,9.05E-02,1
34.355,7.00E-02,5.88E-02,99.9971,9.05E-02,1
34.354,8.00E-02,5.75E-02,99.9971,9.05E-02,1
34.352,9.00E-02,6.02E-02,99.9971,9.05E-02,1
34.358,0.1,4.95E-02,99.9971,9.05E-02,1
34.352,0.11,4.68E-02,99.9971,9.05E-02,1
34.355,0.12,5.35E-02,99.99613,9.05E-02,1
34.357,0.13,5.88E-02,99.99613,9.05E-02,1
34.354,0.14,5.75E-02,99.99613,9.05E-02,1
34.349,0.15,5.35E-02,99.99516,9.05E-02,1
34.351,0.16,4.68E-02,99.99516,9.05E-02,1
34.351,0.17,4.68E-02,99.99419,9.05E-02,1
34.354,0.18,4.55E-02,99.99419,9.05E-02,1
34.358,0.19,4.28E-02,99.99322,9.05E-02,1
34.355,0.2,5.35E-02,99.99322,9.05E-02,1
34.349,0.21,4.81E-02,99.99322,9.05E-02,1
34.349,0.22,5.22E-02,99.99226,9.05E-02,1
34.351,0.23,5.88E-02,99.99322,9.05E-02,1
34.352,0.24,5.35E-02,99.99322,9.05E-02,1
34.348,0.25,5.88E-02,99.99322,9.05E-02,1
34.345,0.26,5.75E-02,99.99419,9.05E-02,1
34.348,0.27,6.02E-02,99.99419,9.05E-02,1
34.354,0.28,5.48E-02,99.99419,9.05E-02,1
34.355,0.29,5.48E-02,99.99419,9.05E-02,1
34.355,0.3,5.22E-02,99.99419,9.05E-02,1
34.352,0.31,5.88E-02,99.99419,9.05E-02,1
34.352,0.32,4.81E-02,99.99419,9.05E-02,1
34.348,0.33,4.81E-02,99.99516,9.05E-02,1
34.354,0.34,5.08E-02,99.99516,9.05E-02,1
34.351,0.35,4.95E-02,99.99516,9.05E-02,1
34.351,0.36,5.08E-02,99.99516,9.05E-02,1
34.352,0.37,4.55E-02,99.99516,9.05E-02,1
34.351,0.38,5.48E-02,99.99516,9.05E-02,1
34.346,0.39,5.62E-02,99.99516,9.05E-02,1
34.351,0.4,5.75E-02,99.99516,9.05E-02,1
34.346,0.41,5.75E-02,99.99516,9.05E-02,1
34.346,0.42,5.48E-02,99.99419,9.05E-02,1
34.351,0.43,5.88E-02,99.99516,9.05E-02,1
34.349,0.44,5.88E-02,99.99419,9.05E-02,1
34.349,0.45,5.88E-02,99.99419,9.05E-02,1
34.351,0.46,5.88E-02,99.99419,9.05E-02,1
34.358,0.47,5.88E-02,99.99322,9.05E-02,1
34.355,0.48,5.88E-02,99.99322,9.05E-02,1
34.352,0.49,5.48E-02,99.99322,9.05E-02,1
34.351,0.5,5.35E-02,99.99322,9.05E-02,1
34.349,0.51,5.75E-02,99.99322,9.05E-02,1
34.354,0.52,6.02E-02,99.99322,9.05E-02,1
34.357,0.53,6.02E-02,99.99322,9.05E-02,1
34.357,0.54,6.95E-02,99.99322,9.05E-02,1
34.362,0.55,6.55E-02,99.99322,9.05E-02,1
34.364,0.56,6.29E-02,99.99322,9.05E-02,1
34.361,0.57,6.29E-02,99.99226,9.05E-02,1
34.361,0.58,6.29E-02,99.99226,9.05E-02,1
34.358,0.59,6.15E-02,99.99322,9.05E-02,1
34.364,0.6,6.69E-02,99.99322,9.05E-02,1
34.365,0.61,6.55E-02,99.99322,9.05E-02,1
34.362,0.62,6.29E-02,99.99322,9.05E-02,1
34.362,0.63,6.82E-02,99.99322,9.05E-02,1
34.359,0.64,6.55E-02,99.99322,9.05E-02,1
34.357,0.65,6.95E-02,99.99322,9.05E-02,1
34.357,0.66,6.42E-02,99.99322,9.05E-02,1
34.355,0.67,7.36E-02,99.99226,9.05E-02,1
34.359,0.68,6.95E-02,99.99129,9.05E-02,1
34.359,0.69,6.69E-02,99.99032,9.05E-02,1
34.355,0.7,6.95E-02,99.98935,9.05E-02,1
34.361,0.71,6.69E-02,99.98838,9.05E-02,1
34.358,0.72,6.55E-02,99.98645,9.05E-02,1
34.361,0.73,6.95E-02,99.98548,9.05E-02,1
34.358,0.74,7.09E-02,99.98354,9.05E-02,1
34.364,0.75,7.89E-02,99.98258,9.05E-02,1
34.361,0.76,7.49E-02,99.98064,9.05E-02,1
34.361,0.77,7.22E-02,99.97967,9.05E-02,1
34.355,0.78,7.89E-02,99.9787,9.05E-02,1
34.358,0.79,6.95E-02,99.9787,9.05E-02,1
34.362,0.8,6.82E-02,99.9787,9.05E-02,1
34.365,0.81,7.49E-02,99.9787,9.05E-02,1
34.362,0.82,7.76E-02,99.9787,9.05E-02,1
34.364,0.83,7.62E-02,99.9787,9.05E-02,1
34.367,0.84,6.95E-02,99.9787,9.05E-02,1
34.364,0.85,6.95E-02,99.9787,9.05E-02,1
34.371,0.86,7.89E-02,99.97773,9.05E-02,1
34.373,0.87,7.49E-02,99.97773,9.05E-02,1
34.375,0.88,6.82E-02,99.97773,9.05E-02,1
34.378,0.89,6.55E-02,99.9787,9.05E-02,1
34.379,0.9,6.95E-02,99.97773,9.05E-02,1
34.379,0.91,6.15E-02,99.97677,9.05E-02,1
34.389,0.92,6.42E-02,99.9758,9.05E-02,1
34.388,0.93,6.42E-02,99.97483,9.05E-02,1
34.394,0.94,6.42E-02,99.97386,9.05E-02,1
34.394,0.95,6.55E-02,99.97193,9.05E-02,1
34.395,0.96,6.02E-02,99.97096,9.05E-02,1
34.403,0.97,5.75E-02,99.96999,9.05E-02,1
34.403,0.98,5.75E-02,99.96902,9.05E-02,1
34.407,0.99,5.48E-02,99.96709,9.05E-02,1
34.414,1,4.68E-02,99.96709,9.05E-02,1
34.417,1.01,4.55E-02,99.96515,9.05E-02,1
34.429,1.02,4.28E-02,99.96515,9.05E-02,1
34.441,1.03,3.74E-02,99.96321,9.05E-02,1
34.45,1.04,3.61E-02,99.96225,9.05E-02,1
34.454,1.05,3.61E-02,99.96128,9.05E-02,1
34.46,1.06,3.07E-02,99.96031,9.05E-02,1
34.467,1.07,2.94E-02,99.96031,9.05E-02,1
34.478,1.08,2.81E-02,99.95837,9.05E-02,1
34.486,1.09,1.74E-02,99.95741,9.05E-02,1
34.494,1.1,1.47E-02,99.95837,9.05E-02,1
34.507,1.11,2.00E-02,99.95837,9.05E-02,1
34.519,1.12,9.35E-03,99.95837,9.06E-02,1
34.534,1.13,8.02E-03,99.95837,9.06E-02,1
34.551,1.14,6.68E-03,99.95837,9.06E-02,1
34.564,1.15,0.00E+00,99.95934,9.06E-02,1
34.572,1.16,-5.34E-03,99.95837,9.06E-02,1
34.588,1.17,-5.34E-03,99.95837,9.06E-02,1
34.607,1.18,-1.07E-02,99.95837,9.06E-02,1
34.621,1.19,-1.47E-02,99.95837,9.06E-02,1
34.631,1.2,-2.40E-02,99.95741,9.06E-02,1
34.647,1.21,-3.07E-02,99.95644,9.06E-02,1
34.66,1.22,-3.07E-02,99.95547,9.06E-02,1
34.684,1.23,-3.74E-02,99.95547,9.06E-02,1
34.694,1.24,-3.74E-02,99.9545,9.06E-02,1
34.731,1.25,-3.87E-02,99.95353,9.07E-02,1
34.75,1.26,-4.54E-02,99.95353,9.07E-02,1
34.768,1.27,-4.67E-02,99.95353,9.07E-02,1
34.786,1.28,-5.60E-02,99.9545,9.07E-02,1
34.809,1.29,-5.60E-02,99.95353,9.07E-02,1
34.83,1.3,-6.54E-02,99.9545,9.07E-02,1
34.861,1.31,-6.80E-02,99.95353,9.07E-02,1
34.886,1.32,-7.34E-02,99.95353,9.07E-02,1
34.903,1.33,-8.00E-02,99.9545,9.07E-02,1
34.925,1.34,-8.67E-02,99.95257,9.07E-02,1
34.959,1.35,-8.80E-02,99.9516,9.08E-02,1
34.991,1.36,-9.73E-02,99.9516,9.08E-02,1
35.016,1.37,-0.10263,99.9516,9.08E-02,1
35.054,1.38,-0.10661,99.9516,9.08E-02,1
35.081,1.39,-0.10926,99.95063,9.08E-02,1
35.119,1.4,-0.10791,99.95063,9.08E-02,1
35.163,1.41,-0.11454,99.95063,9.09E-02,1
35.181,1.42,-0.11986,99.95063,9.09E-02,1
35.216,1.43,-0.12516,99.95063,9.09E-02,1
35.249,1.44,-0.13313,99.95063,9.09E-02,1
35.28,1.45,-0.13444,99.94966,9.09E-02,1
35.324,1.46,-0.13574,99.94966,9.09E-02,1
35.369,1.47,-0.14236,99.95063,9.10E-02,1
35.396,1.48,-0.1583,99.95063,9.10E-02,1
35.434,1.49,-0.16359,99.95063,9.10E-02,1
35.471,1.5,-0.17021,99.95063,9.10E-02,1
35.532,1.51,-0.1675,99.95063,9.10E-02,1
35.556,1.52,-0.17413,99.95063,9.10E-02,1
35.606,1.53,-0.1794,99.9516,9.11E-02,1
35.636,1.54,-0.1807,99.95063,9.11E-02,1
35.685,1.55,-0.18862,99.95063,9.11E-02,1
35.727,1.56,-0.19257,99.94869,9.11E-02,1
35.783,1.57,-0.20446,99.94773,9.11E-02,1
35.823,1.58,-0.20707,99.94869,9.12E-02,1
35.861,1.59,-0.20571,99.94773,9.12E-02,1
35.917,1.6,-0.21096,99.94773,9.12E-02,1
35.963,1.61,-0.21887,99.94869,9.12E-02,1
36.02,1.62,-0.22145,99.94966,9.13E-02,1
36.066,1.63,-0.22538,99.94966,9.13E-02,1
36.118,1.64,-0.23592,99.9516,9.13E-02,1
36.172,1.65,-0.24778,99.95353,9.13E-02,1
36.225,1.66,-0.25567,99.9545,9.13E-02,1
36.279,1.67,-0.2503,99.95644,9.14E-02,1
36.333,1.68,-0.25685,99.95547,9.14E-02,1
36.383,1.69,-0.25943,99.9545,9.14E-02,1
36.437,1.7,-0.2673,99.9545,9.14E-02,1
36.504,1.71,-0.27251,99.9545,9.15E-02,1
36.558,1.72,-0.26978,99.95353,9.15E-02,1
36.62,1.73,-0.27763,99.95257,9.15E-02,1
36.676,1.74,-0.28548,99.9516,9.16E-02,1
36.731,1.75,-0.29597,99.94966,9.16E-02,1
36.788,1.76,-0.29721,99.94773,9.16E-02,1
36.848,1.77,-0.30504,99.94579,9.16E-02,1
36.905,1.78,-0.30892,99.94385,9.17E-02,1
36.974,1.79,-0.3154,99.94192,9.17E-02,1
37.028,1.8,-0.31927,99.93998,9.17E-02,1
37.109,1.81,-0.32707,99.93804,9.18E-02,1
37.18,1.82,-0.33617,99.93708,9.18E-02,1
37.228,1.83,-0.33872,99.93611,9.18E-02,1
37.307,1.84,-0.33728,99.93708,9.18E-02,1
37.364,1.85,-0.34507,99.93708,9.19E-02,1
37.435,1.86,-0.35416,99.93804,9.19E-02,1
37.508,1.87,-0.35405,99.94192,9.19E-02,1
37.567,1.88,-0.36709,99.94385,9.20E-02,1
37.644,1.89,-0.36563,99.94676,9.20E-02,1
37.715,1.9,-0.36944,99.94869,9.20E-02,1
37.783,1.91,-0.37457,99.94966,9.21E-02,1
37.858,1.92,-0.38231,99.94966,9.21E-02,1
37.925,1.93,-0.39269,99.95063,9.21E-02,1
37.979,1.94,-0.39783,99.9516,9.22E-02,1
38.065,1.95,-0.40028,99.95063,9.22E-02,1
38.151,1.96,-0.40798,99.95063,9.22E-02,1
38.215,1.97,-0.41703,99.94966,9.23E-02,1
38.308,1.98,-0.41685,99.94773,9.23E-02,1
38.377,1.99,-0.42062,99.94773,9.23E-02,1
38.463,2,-0.42175,99.94579,9.24E-02,1
38.525,2.01,-0.43602,99.94482,9.24E-02,1
38.619,2.02,-0.43581,99.94385,9.25E-02,1
38.695,2.03,-0.43303,99.94288,9.25E-02,1
38.775,2.04,-0.44331,99.94288,9.25E-02,1
38.858,2.05,-0.44444,99.94192,9.26E-02,1
38.932,2.06,-0.4495,99.94192,9.26E-02,1
39.016,2.07,-0.45453,99.94095,9.26E-02,1
39.103,2.08,-0.46348,99.94192,9.27E-02,1
39.187,2.09,-0.46458,99.94288,9.27E-02,1
39.276,2.1,-0.47089,99.94288,9.28E-02,1
39.362,2.11,-0.47721,99.94288,9.28E-02,1
39.422,2.12,-0.48097,99.94288,9.28E-02,1
39.538,2.13,-0.49112,99.94385,9.29E-02,1
39.615,2.14,-0.49613,99.94482,9.29E-02,1
39.698,2.15,-0.49853,99.94385,9.30E-02,1
39.785,2.16,-0.49961,99.94482,9.30E-02,1
39.88,2.17,-0.50978,99.94385,9.31E-02,1
39.955,2.18,-0.51738,99.94385,9.31E-02,1
40.045,2.19,-0.52625,99.94385,9.31E-02,1
40.138,2.2,-0.5286,99.94482,9.32E-02,1
40.23,2.21,-0.52446,99.94385,9.32E-02,1
40.322,2.22,-0.52811,99.94579,9.33E-02,1
40.413,2.23,-0.53954,99.94676,9.33E-02,1
40.493,2.24,-0.54451,99.94773,9.33E-02,1
40.598,2.25,-0.55329,99.94869,9.34E-02,1
40.687,2.26,-0.55175,99.94966,9.34E-02,1
40.791,2.27,-0.55405,99.95063,9.35E-02,1
40.883,2.28,-0.55768,99.9516,9.35E-02,1
40.983,2.29,-0.56904,99.9516,9.36E-02,1
41.077,2.3,-0.57782,99.95063,9.36E-02,1
41.179,2.31,-0.57881,99.95063,9.37E-02,1
41.263,2.32,-0.5889,99.94966,9.37E-02,1
41.355,2.33,-0.59121,99.94869,9.37E-02,1
41.46,2.34,-0.60509,99.94773,9.38E-02,1
41.568,2.35,-0.60734,99.94676,9.38E-02,1
41.665,2.36,-0.60705,99.94676,9.39E-02,1
41.76,2.37,-0.61191,99.94482,9.39E-02,1
41.863,2.38,-0.61803,99.94482,9.40E-02,1
41.956,2.39,-0.62418,99.94288,9.40E-02,1
42.062,2.4,-0.63028,99.94288,9.41E-02,1
42.161,2.41,-0.64154,99.94288,9.41E-02,1
42.262,2.42,-0.64507,99.94385,9.42E-02,1
42.364,2.43,-0.64346,99.94288,9.42E-02,1
42.466,2.44,-0.65468,99.94288,9.43E-02,1
42.582,2.45,-0.65558,99.94288,9.43E-02,1
42.681,2.46,-0.6668,99.94385,9.44E-02,1
42.781,2.47,-0.66775,99.94288,9.44E-02,1
42.875,2.48,-0.67512,99.94482,9.45E-02,1
42.978,2.49,-0.68118,99.94385,9.45E-02,1
43.106,2.5,-0.68716,99.94482,9.46E-02,1
43.194,2.51,-0.68939,99.94579,9.46E-02,1
43.306,2.52,-0.69031,99.94579,9.47E-02,1
43.431,2.53,-0.69497,99.94676,9.47E-02,1
43.524,2.54,-0.70358,99.94676,9.48E-02,1
43.637,2.55,-0.70319,99.94869,9.48E-02,1
43.737,2.56,-0.71176,99.94869,9.49E-02,1
43.84,2.57,-0.7165,99.94869,9.49E-02,1
43.956,2.58,-0.72118,99.94966,9.50E-02,1
44.07,2.59,-0.73096,99.95063,9.50E-02,1
44.18,2.6,-0.73692,99.94966,9.51E-02,1
44.296,2.61,-0.73522,99.94869,9.51E-02,1
44.397,2.62,-0.74757,99.94966,9.52E-02,1
44.512,2.63,-0.75222,99.94773,9.52E-02,1
44.614,2.64,-0.76327,99.94773,9.53E-02,1
44.725,2.65,-0.76158,99.94773,9.53E-02,1
44.838,2.66,-0.76496,99.94676,9.54E-02,1
44.952,2.67,-0.76579,99.94676,9.54E-02,1
45.063,2.68,-0.77044,99.94579,9.55E-02,1
45.186,2.69,-0.7763,99.94579,9.56E-02,1
45.291,2.7,-0.78222,99.94482,9.56E-02,1
45.411,2.71,-0.78555,99.94579,9.57E-02,1
45.527,2.72,-0.78889,99.94482,9.57E-02,1
45.64,2.73,-0.79098,99.94482,9.58E-02,1
45.751,2.74,-0.79938,99.94482,9.58E-02,1
45.859,2.75,-0.80021,99.94385,9.59E-02,1
45.985,2.76,-0.79719,99.94482,9.59E-02,1
46.1,2.77,-0.80556,99.94385,9.60E-02,1
46.224,2.78,-0.81136,99.94482,9.60E-02,1
46.336,2.79,-0.81217,99.94482,9.61E-02,1
46.464,2.8,-0.82424,99.94385,9.62E-02,1
46.565,2.81,-0.8276,99.94385,9.62E-02,1
46.691,2.82,-0.8296,99.94482,9.63E-02,1
46.8,2.83,-0.83167,99.94385,9.63E-02,1
46.922,2.84,-0.83619,99.94385,9.64E-02,1
47.035,2.85,-0.83823,99.94288,9.64E-02,1
47.166,2.86,-0.84646,99.94385,9.65E-02,1
47.263,2.87,-0.85483,99.94385,9.65E-02,1
47.39,2.88,-0.86306,99.94288,9.66E-02,1
47.509,2.89,-0.86134,99.94288,9.67E-02,1
47.635,2.9,-0.86327,99.94288,9.67E-02,1
47.748,2.91,-0.86529,99.94385,9.68E-02,1
47.878,2.92,-0.86723,99.94288,9.68E-02,1
47.988,2.93,-0.878,99.94385,9.69E-02,1
48.107,2.94,-0.88376,99.94385,9.69E-02,1
48.247,2.95,-0.88686,99.94579,9.70E-02,1
48.354,2.96,-0.89262,99.94482,9.71E-02,1
48.485,2.97,-0.89952,99.94482,9.71E-02,1
48.587,2.98,-0.90156,99.94579,9.72E-02,1
48.728,2.99,-0.90093,99.94579,9.72E-02,1
48.834,3,-0.9017,99.94579,9.73E-02,1
48.977,3.01,-0.91101,99.94579,9.74E-02,1
49.1,3.02,-0.91294,99.94676,9.74E-02,1
49.231,3.03,-0.9198,99.94579,9.75E-02,1
49.347,3.04,-0.92052,99.94579,9.75E-02,1
49.458,3.05,-0.92622,99.94579,9.76E-02,1
49.606,3.06,-0.92805,99.94482,9.77E-02,1
49.726,3.07,-0.93242,99.94385,9.77E-02,1
49.838,3.08,-0.93191,99.94385,9.78E-02,1
49.967,3.09,-0.93503,99.94385,9.78E-02,1
50.098,3.1,-0.93937,99.94385,9.79E-02,1
50.217,3.11,-0.94129,99.94288,9.80E-02,1
50.353,3.12,-0.9419,99.94192,9.80E-02,1
50.482,3.13,-0.93884,99.94288,9.81E-02,1
50.6,3.14,-0.94816,99.94192,9.81E-02,1
50.722,3.15,-0.95498,99.94192,9.82E-02,1
50.84,3.16,-0.95689,99.94192,9.83E-02,1
50.971,3.17,-0.95628,99.94192,9.83E-02,1
51.097,3.18,-0.96184,99.94095,9.84E-02,1
51.211,3.19,-0.97113,99.94095,9.84E-02,1
51.345,3.2,-0.96804,99.93998,9.85E-02,1
51.478,3.21,-0.97232,99.93804,9.86E-02,1
51.597,3.22,-0.9693,99.93804,9.86E-02,1
51.736,3.23,-0.97354,99.93611,9.87E-02,1
51.858,3.24,-0.98032,99.93514,9.87E-02,1
51.989,3.25,-0.97969,99.9332,9.88E-02,1
52.112,3.26,-0.98522,99.93127,9.89E-02,1
52.225,3.27,-0.98834,99.9303,9.89E-02,1
52.363,3.28,-0.99623,99.92836,9.90E-02,1
52.503,3.29,-0.98946,99.92643,9.91E-02,1
52.617,3.3,-0.99133,99.92546,9.91E-02,1
52.754,3.31,-0.99555,99.92352,9.92E-02,1
52.89,3.32,-0.99489,99.92256,9.92E-02,1
53,3.33,-0.99923,99.92256,9.93E-02,1
53.133,3.34,-1.00224,99.92062,9.94E-02,1
53.279,3.35,-1.00639,99.92062,9.94E-02,1
53.393,3.36,-1.01434,99.92062,9.95E-02,1
53.518,3.37,-1.01737,99.91965,9.96E-02,1
53.656,3.38,-1.02276,99.91965,9.96E-02,1
53.785,3.39,-1.02333,99.92062,9.97E-02,1
53.923,3.4,-1.02507,99.92159,9.98E-02,1
54.041,3.41,-1.02933,99.92256,9.98E-02,1
54.158,3.42,-1.03117,99.92449,9.99E-02,1
54.29,3.43,-1.03777,99.92546,9.99E-02,1
54.427,3.44,-1.03345,99.92643,1.00E-01,1
54.56,3.45,-1.0352,99.92933,0.10006,1
54.689,3.46,-1.04301,99.9303,0.10012,1
54.818,3.47,-1.04115,99.93127,0.10019,1
54.944,3.48,-1.04413,99.93127,0.10025,1
55.074,3.49,-1.0483,99.93127,0.10031,1
55.207,3.5,-1.04766,99.9303,0.10037,1
55.338,3.51,-1.05178,99.93127,0.10044,1
55.467,3.52,-1.05353,99.9303,0.1005,1
55.6,3.53,-1.05164,99.93127,0.10057,1
55.738,3.54,-1.05936,99.9303,0.10063,1
55.878,3.55,-1.05503,99.9303,0.1007,1
56.002,3.56,-1.05201,99.92933,0.10076,1
56.134,3.57,-1.05973,99.92933,0.10083,1
56.264,3.58,-1.06386,99.92836,0.10089,1
56.4,3.59,-1.06675,99.92836,0.10096,1
56.531,3.6,-1.06847,99.9274,0.10102,1
56.659,3.61,-1.07499,99.92546,0.10108,1
56.791,3.62,-1.07431,99.92352,0.10115,1
56.927,3.63,-1.08077,99.92256,0.10121,1
57.066,3.64,-1.07288,99.92062,0.10128,1
57.188,3.65,-1.07941,99.91772,0.10134,1
57.316,3.66,-1.08709,99.91578,0.10141,1
57.462,3.67,-1.08871,99.91384,0.10148,1
57.593,3.68,-1.09279,99.91384,0.10154,1
57.717,3.69,-1.09571,99.91288,0.1016,1
57.85,3.7,-1.09739,99.91191,0.10167,1
57.995,3.71,-1.10257,99.91191,0.10174,1
58.119,3.72,-1.10429,99.91191,0.1018,1
58.245,3.73,-1.10243,99.91094,0.10186,1
58.384,3.74,-1.10881,99.91191,0.10193,1
58.515,3.75,-1.1093,99.91094,0.10199,1
58.65,3.76,-1.11688,99.91191,0.10206,1
58.785,3.77,-1.11615,99.91094,0.10213,1
58.911,3.78,-1.12376,99.91094,0.10219,1
59.055,3.79,-1.11707,99.90997,0.10226,1
59.193,3.8,-1.11514,99.909,0.10233,1
59.318,3.81,-1.12038,99.909,0.10239,1
59.45,3.82,-1.12085,99.90803,0.10245,1
59.579,3.83,-1.12724,99.9061,0.10252,1
59.713,3.84,-1.12298,99.90513,0.10258,1
59.844,3.85,-1.1317,99.90319,0.10265,1
59.977,3.86,-1.1298,99.90223,0.10271,1
60.116,3.87,-1.12787,99.90029,0.10278,1
60.234,3.88,-1.12958,99.89932,0.10284,1
60.375,3.89,-1.12412,99.89739,0.10291,1
60.509,3.9,-1.12579,99.89642,0.10297,1
60.65,3.91,-1.13086,99.89545,0.10305,1
60.789,3.92,-1.12658,99.89545,0.10311,1
60.919,3.93,-1.13292,99.89545,0.10318,1
61.06,3.94,-1.14153,99.89642,0.10325,1
61.193,3.95,-1.14197,99.89739,0.10331,1
61.329,3.96,-1.14357,99.89739,0.10338,1
61.462,3.97,-1.14167,99.89932,0.10345,1
61.58,3.98,-1.15272,99.89932,0.10351,1
61.71,3.99,-1.14739,99.90029,0.10356,1
61.851,4,-1.14539,99.90029,0.10364,1
61.98,4.01,-1.14352,99.90029,0.1037,1
62.111,4.02,-1.14747,99.90029,0.10377,1
62.252,4.03,-1.15252,99.90126,0.10384,1
62.391,4.04,-1.15409,99.90029,0.10391,1
62.515,4.05,-1.16039,99.89739,0.10397,1
62.647,4.06,-1.15617,99.89545,0.10403,1
62.775,4.07,-1.15546,99.89255,0.1041,1
62.916,4.08,-1.15585,99.89061,0.10417,1
63.044,4.09,-1.15746,99.88964,0.10423,1
63.184,4.1,-1.15437,99.88674,0.1043,1
63.305,4.11,-1.15837,99.88383,0.10436,1
63.452,4.12,-1.16101,99.88093,0.10443,1
63.586,4.13,-1.15795,99.87899,0.1045,1
63.722,4.14,-1.16067,99.87706,0.10457,1
63.847,4.15,-1.15998,99.87512,0.10463,1
63.989,4.16,-1.16036,99.87415,0.1047,1
64.123,4.17,-1.16308,99.87222,0.10477,1
64.253,4.18,-1.16583,99.87028,0.10483,1
64.393,4.19,-1.16851,99.86834,0.1049,1
64.531,4.2,-1.17351,99.86738,0.10497,1
64.655,4.21,-1.17282,99.86641,0.10503,1
64.788,4.22,-1.17899,99.86447,0.1051,1
64.926,4.23,-1.17707,99.8635,0.10517,1
65.058,4.24,-1.17748,99.86254,0.10523,1
65.185,4.25,-1.17907,99.86157,0.1053,1
65.323,4.26,-1.17945,99.8606,0.10537,1
65.455,4.27,-1.17526,99.85963,0.10543,1
65.579,4.28,-1.18146,99.85963,0.10549,1
65.716,4.29,-1.18528,99.8577,0.10556,1
65.84,4.3,-1.18687,99.85673,0.10562,1
65.984,4.31,-1.18835,99.85576,0.1057,1
66.112,4.32,-1.18992,99.85479,0.10576,1
66.245,4.33,-1.19032,99.85479,0.10583,1
66.383,4.34,-1.19754,99.85286,0.1059,1
66.506,4.35,-1.19117,99.85286,0.10596,1
66.649,4.36,-1.19033,99.85189,0.10603,1
66.778,4.37,-1.18846,99.85189,0.10609,1
66.905,4.38,-1.18778,99.85092,0.10616,1
67.041,4.39,-1.19154,99.85092,0.10623,1
67.17,4.4,-1.19082,99.84995,0.10629,1
67.29,4.41,-1.19469,99.84995,0.10635,1
67.427,4.42,-1.1962,99.85092,0.10642,1
67.568,4.43,-1.19086,99.85092,0.10649,1
67.708,4.44,-1.19239,99.85189,0.10656,1
67.831,4.45,-1.19846,99.85189,0.10662,1
67.973,4.46,-1.19993,99.85189,0.10669,1
68.104,4.47,-1.20488,99.85286,0.10676,1
68.235,4.48,-1.19958,99.85286,0.10683,1
68.348,4.49,-1.20121,99.85382,0.10688,1
68.485,4.5,-1.2027,99.85382,0.10695,1
68.624,4.51,-1.20417,99.85479,0.10702,1
68.762,4.52,-1.2113,99.85479,0.10709,1
68.895,4.53,-1.20941,99.85576,0.10716,1
69.016,4.54,-1.21211,99.85479,0.10722,1
69.138,4.55,-1.21255,99.85479,0.10728,1
69.275,4.56,-1.21402,99.85286,0.10735,1
69.418,4.57,-1.21433,99.85286,0.10742,1
69.551,4.58,-1.21583,99.85189,0.10749,1
69.674,4.59,-1.22075,99.84995,0.10755,1
69.805,4.6,-1.21441,99.84898,0.10761,1
69.934,4.61,-1.21814,99.84608,0.10768,1
70.071,4.62,-1.21624,99.84414,0.10775,1
70.191,4.63,-1.21892,99.84221,0.10781,1
70.333,4.64,-1.2125,99.8393,0.10788,1
70.457,4.65,-1.21404,99.8364,0.10795,1
70.58,4.66,-1.2167,99.83446,0.10801,1
70.706,4.67,-1.21826,99.83156,0.10807,1
70.847,4.68,-1.21518,99.83059,0.10814,1
70.986,4.69,-1.22222,99.82865,0.10821,1
71.105,4.7,-1.21822,99.82672,0.10827,1
71.237,4.71,-1.2219,99.82672,0.10834,1
71.367,4.72,-1.22674,99.82575,0.10841,1
71.495,4.73,-1.23159,99.82478,0.10847,1
71.638,4.74,-1.22519,99.82381,0.10854,1
71.759,4.75,-1.2245,99.82381,0.1086,1
