#FILE:                       ,char_NF_23_06_10.dsu            ,,,,
#FORMAT:                     ,NETZSCH5                        ,,,,
#IDENTITY:                   ,char NF                         ,,,,
#DECIMAL:                    ,POINT                           ,,,,
#SEPARATOR:                  ,COMMA                           ,,,,
#MTYPE:                      ,DTA                             ,,,,
#MSUBTYPE:                   ,                                ,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C               ,,,,
#PROJECT:                    ,Torrefaction                    ,,,,
#DATE/TIME:                  ,23/06/2010 16:36:56             ,,,,
#CORR. FILE:                 ,char_GF_23_06_10.bsu            ,,,,
#LABORATORY:                 ,Sustainable Research Energ      ,,,,
#OPERATOR:                   ,EMF                             ,,,,
#REMARK:                     ,                                ,,,,
#SAMPLE:                     ,nonisoth oxid with init drying  ,,,,
#SAMPLE MASS /mg:            ,10.33,,,,
#MATERIAL:                   ,Alumina                         ,,,,
#REFERENCE:                  ,Alumina                         ,,,,
#REFERENCE MASS /mg:         ,0,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3           ,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,
#CORR. CODE:                 ,20,,,,
#EXO:                        ,-1,,,,
#RANGE:                      ,30.0....900.0/-20.0....10.0K/min,,,,
#SEGMENT:                    ,S1-5/5                          ,,,,
,,,,,
##Temp./?C,Time/min,DTA/(mW/mg),Mass/%,Sensit./(‘V/mW),Segment
634.77802,80.61,-2.13307,11.13649,0.282,4
634.86798,80.62,-2.13243,11.13456,0.28197,4
634.98602,80.63,-2.13057,11.13262,0.28193,4
635.08698,80.64,-2.12567,11.12972,0.2819,4
635.18103,80.65,-2.12332,11.12779,0.28187,4
635.284,80.66,-2.12056,11.12682,0.28184,4
635.38501,80.67,-2.11565,11.12488,0.2818,4
635.48999,80.68,-2.11376,11.12294,0.28177,4
635.58099,80.69,-2.1114,11.121,0.28174,4
635.67499,80.7,-2.10605,11.12004,0.28171,4
635.78003,80.71,-2.10415,11.11907,0.28168,4
635.883,80.72,-2.10311,11.11907,0.28164,4
635.98999,80.73,-2.09692,11.1181,0.28161,4
636.08099,80.74,-2.09628,11.11713,0.28158,4
636.18799,80.75,-2.09224,11.11713,0.28155,4
636.28198,80.76,-2.09032,11.11616,0.28151,4
636.38098,80.77,-2.08798,11.1152,0.28148,4
636.48499,80.78,-2.08436,11.11423,0.28145,4
636.58698,80.79,-2.07988,11.11423,0.28142,4
636.68903,80.8,-2.08012,11.1123,0.28138,4
636.78699,80.81,-2.07519,11.1123,0.28135,4
636.88898,80.82,-2.07157,11.11036,0.28132,4
636.98901,80.83,-2.06966,11.10842,0.28129,4
637.09998,80.84,-2.06562,11.10648,0.28125,4
637.198,80.85,-2.06284,11.10455,0.28122,4
637.29498,80.86,-2.05963,11.10358,0.28119,4
637.39398,80.87,-2.05729,11.10164,0.28115,4
637.495,80.88,-2.05495,11.10164,0.28112,4
637.58801,80.89,-2.05043,11.09971,0.28109,4
637.69397,80.9,-2.04767,11.09874,0.28106,4
637.80103,80.91,-2.04491,11.09777,0.28102,4
637.896,80.92,-2.03825,11.09681,0.28099,4
637.987,80.93,-2.03717,11.0968,0.28096,4
638.09003,80.94,-2.03225,11.09583,0.28093,4
638.19202,80.95,-2.03206,11.09583,0.28089,4
638.29602,80.96,-2.02843,11.09487,0.28086,4
638.39099,80.97,-2.02823,11.09487,0.28083,4
638.49902,80.98,-2.02245,11.09487,0.28079,4
638.599,80.99,-2.02053,11.0939,0.28076,4
638.70203,81,-2.01862,11.0939,0.28072,4
638.78998,81.01,-2.01581,11.0939,0.28069,4
638.90002,81.02,-2.01349,11.0939,0.28066,4
638.99402,81.03,-2.00897,11.0939,0.28063,4
639.099,81.04,-2.0049,11.0939,0.28059,4
639.19299,81.05,-2.00599,11.0939,0.28056,4
639.302,81.06,-1.99977,11.09293,0.28053,4
639.39398,81.07,-1.99697,11.09294,0.2805,4
639.49902,81.08,-1.99334,11.09197,0.28046,4
639.59399,81.09,-1.99011,11.091,0.28043,4
639.70099,81.1,-1.98734,11.08906,0.28039,4
639.79602,81.11,-1.98497,11.0881,0.28036,4
639.89801,81.12,-1.98262,11.08519,0.28033,4
640.00897,81.13,-1.9807,11.08325,0.28029,4
640.10602,81.14,-1.97792,11.08035,0.28026,4
640.20898,81.15,-1.97427,11.07744,0.28023,4
640.29901,81.16,-1.96932,11.07551,0.28019,4
640.39697,81.17,-1.96955,11.07454,0.28016,4
640.51099,81.18,-1.96333,11.07164,0.28012,4
640.60498,81.19,-1.96095,11.07067,0.28009,4
640.69897,81.2,-1.96118,11.0697,0.28006,4
640.80902,81.21,-1.9545,11.06873,0.28003,4
640.90601,81.22,-1.95085,11.06582,0.27999,4
641.01001,81.23,-1.94635,11.06389,0.27996,4
641.11102,81.24,-1.94313,11.06196,0.27992,4
641.20801,81.25,-1.94031,11.06002,0.27989,4
641.30701,81.26,-1.93665,11.05808,0.27986,4
641.41901,81.27,-1.93433,11.05615,0.27982,4
641.50598,81.28,-1.93019,11.05421,0.27979,4
641.60699,81.29,-1.9261,11.05324,0.27976,4
641.70898,81.3,-1.92504,11.0513,0.27972,4
641.81,81.31,-1.91834,11.05131,0.27969,4
641.90698,81.32,-1.91684,11.05034,0.27966,4
642.00299,81.33,-1.91232,11.04937,0.27962,4
642.10699,81.34,-1.90562,11.05034,0.27959,4
642.20398,81.35,-1.90499,11.04937,0.27956,4
642.29797,81.36,-1.90261,11.04937,0.27952,4
642.40302,81.37,-1.90242,11.05131,0.27949,4
642.50598,81.38,-1.89788,11.0513,0.27945,4
642.60999,81.39,-1.89638,11.05227,0.27942,4
642.70099,81.4,-1.89445,11.05228,0.27939,4
642.80298,81.41,-1.89857,11.05131,0.27935,4
642.90997,81.42,-1.88581,11.05034,0.27932,4
643.00598,81.43,-1.88214,11.04937,0.27929,4
643.112,81.44,-1.87763,11.04744,0.27925,4
643.20801,81.45,-1.8774,11.04647,0.27922,4
643.30701,81.46,-1.87459,11.0455,0.27918,4
643.409,81.47,-1.87179,11.04453,0.27915,4
643.51099,81.48,-1.8677,11.04356,0.27911,4
643.60901,81.49,-1.86227,11.04259,0.27908,4
643.70502,81.5,-1.86033,11.04162,0.27905,4
643.80798,81.51,-1.85752,11.04065,0.27901,4
643.90503,81.52,-1.85645,11.04065,0.27898,4
644.01202,81.53,-1.85367,11.03969,0.27894,4
644.112,81.54,-1.84955,11.03872,0.27891,4
644.21198,81.55,-1.84327,11.03678,0.27887,4
644.31097,81.56,-1.83916,11.03582,0.27884,4
644.41498,81.57,-1.83766,11.03291,0.2788,4
644.50598,81.58,-1.83394,11.03098,0.27877,4
644.60699,81.59,-1.83243,11.02904,0.27874,4
644.70801,81.6,-1.82918,11.02807,0.2787,4
644.81897,81.61,-1.82381,11.02807,0.27866,4
644.91602,81.62,-1.82185,11.0242,0.27863,4
645.02698,81.63,-1.81602,11.02324,0.27859,4
645.11603,81.64,-1.81579,11.02324,0.27856,4
645.21399,81.65,-1.8147,11.0213,0.27853,4
645.30902,81.66,-1.80621,11.0213,0.2785,4
645.41602,81.67,-1.80473,11.0213,0.27846,4
645.51599,81.68,-1.80278,11.02033,0.27842,4
645.61603,81.69,-1.79561,11.01839,0.27839,4
645.72101,81.7,-1.79541,11.01646,0.27835,4
645.823,81.71,-1.78869,11.01452,0.27832,4
645.91602,81.72,-1.78672,11.01355,0.27829,4
646.01599,81.73,-1.7839,11.01065,0.27825,4
646.11798,81.74,-1.78195,11.00968,0.27822,4
646.21997,81.75,-1.77609,11.00774,0.27818,4
646.32397,81.76,-1.77197,11.00387,0.27814,4
646.42297,81.77,-1.7687,11.00096,0.27811,4
646.521,81.78,-1.76587,11.00097,0.27808,4
646.61401,81.79,-1.7626,11.00194,0.27804,4
646.72601,81.8,-1.75936,11.00194,0.278,4
646.82501,81.81,-1.75653,11.00193,0.27797,4
646.91901,81.82,-1.75543,11.00096,0.27794,4
647.03003,81.83,-1.7522,11,0.2779,4
647.11902,81.84,-1.74412,10.99903,0.27787,4
647.21698,81.85,-1.74303,10.99709,0.27783,4
647.328,81.86,-1.74196,10.99709,0.27779,4
647.42401,81.87,-1.73782,10.99613,0.27776,4
647.52399,81.88,-1.73411,10.99419,0.27773,4
647.63,81.89,-1.72607,10.99129,0.27769,4
647.72699,81.9,-1.72497,10.98838,0.27765,4
647.82501,81.91,-1.72039,10.98451,0.27762,4
647.93298,81.92,-1.71844,10.98161,0.27758,4
648.02698,81.93,-1.71734,10.9787,0.27755,4
648.13098,81.94,-1.71364,10.97483,0.27751,4
648.22699,81.95,-1.71167,10.97096,0.27748,4
648.32703,81.96,-1.71058,10.96902,0.27744,4
648.435,81.97,-1.70558,10.96805,0.27741,4
648.526,81.98,-1.7001,10.96612,0.27737,4
648.62,81.99,-1.69725,10.96418,0.27734,4
648.73102,82,-1.69313,10.96225,0.2773,4
648.823,82.01,-1.69114,10.95934,0.27727,4
648.93298,82.02,-1.68571,10.95837,0.27723,4
649.03699,82.03,-1.68418,10.95547,0.27719,4
649.13702,82.04,-1.67872,10.95547,0.27716,4
649.23499,82.05,-1.67544,10.95547,0.27712,4
649.33801,82.06,-1.67348,10.95354,0.27709,4
649.43298,82.07,-1.66844,10.9516,0.27705,4
649.53699,82.08,-1.66735,10.95256,0.27702,4
649.63501,82.09,-1.66232,10.95256,0.27698,4
649.74103,82.1,-1.65555,10.95159,0.27694,4
649.83398,82.11,-1.65225,10.95063,0.27691,4
649.94598,82.12,-1.64681,10.94869,0.27687,4
650.03699,82.13,-1.64482,10.94676,0.27684,4
650.13702,82.14,-1.64372,10.94579,0.2768,4
650.23199,82.15,-1.63736,10.94386,0.27677,4
650.33398,82.16,-1.63626,10.94192,0.27673,4
650.43201,82.17,-1.63166,10.94095,0.2767,4
650.526,82.18,-1.63098,10.93901,0.27666,4
650.64697,82.19,-1.62555,10.93804,0.27662,4
650.73798,82.2,-1.62049,10.93611,0.27659,4
650.83801,82.21,-1.6172,10.93514,0.27655,4
650.93799,82.22,-1.61434,10.9332,0.27652,4
651.03998,82.23,-1.61062,10.93223,0.27648,4
651.138,82.24,-1.6082,10.93126,0.27645,4
651.24799,82.25,-1.60274,10.92933,0.27641,4
651.341,82.26,-1.60161,10.92836,0.27637,4
651.427,82.27,-1.5961,10.92643,0.27634,4
651.53497,82.28,-1.59414,10.92546,0.2763,4
651.64099,82.29,-1.5926,10.92353,0.27627,4
651.742,82.3,-1.5858,10.92159,0.27623,4
651.836,82.31,-1.58293,10.92062,0.2762,4
651.93298,82.32,-1.57787,10.91868,0.27616,4
652.03003,82.33,-1.57588,10.91675,0.27613,4
652.13599,82.34,-1.57128,10.91481,0.27609,4
652.23602,82.35,-1.5671,10.91287,0.27605,4
652.341,82.36,-1.56425,10.9119,0.27601,4
652.43402,82.37,-1.56137,10.90997,0.27598,4
652.54199,82.38,-1.55852,10.90901,0.27594,4
652.63599,82.39,-1.55388,10.90707,0.27591,4
652.73401,82.4,-1.55014,10.90513,0.27587,4
652.83899,82.41,-1.54728,10.90416,0.27583,4
652.92603,82.42,-1.54526,10.9032,0.2758,4
653.03601,82.43,-1.54241,10.90223,0.27576,4
653.13397,82.44,-1.53735,10.90029,0.27573,4
653.22998,82.45,-1.53359,10.89835,0.27569,4
653.33801,82.46,-1.5281,10.89739,0.27565,4
653.44299,82.47,-1.52392,10.89642,0.27561,4
653.53003,82.48,-1.52234,10.89448,0.27558,4
653.64099,82.49,-1.51817,10.89448,0.27554,4
653.742,82.5,-1.5131,10.89255,0.27551,4
653.84003,82.51,-1.50979,10.89158,0.27547,4
653.94,82.52,-1.50603,10.89061,0.27543,4
654.03699,82.53,-1.50095,10.88867,0.2754,4
654.14099,82.54,-1.49896,10.88674,0.27536,4
654.23999,82.55,-1.49696,10.88577,0.27532,4
654.33899,82.56,-1.49452,10.88383,0.27529,4
654.43799,82.57,-1.489,10.88286,0.27525,4
654.53699,82.58,-1.48436,10.88092,0.27522,4
654.646,82.59,-1.4837,10.879,0.27518,4
654.74298,82.6,-1.47993,10.87706,0.27514,4
654.84198,82.61,-1.47528,10.87415,0.2751,4
654.93903,82.62,-1.47108,10.87222,0.27507,4
655.04102,82.63,-1.46864,10.87028,0.27503,4
655.14099,82.64,-1.46575,10.86737,0.27499,4
655.24103,82.65,-1.46111,10.86544,0.27496,4
655.34698,82.66,-1.45779,10.86448,0.27492,4
655.44,82.67,-1.45665,10.86254,0.27488,4
655.53998,82.68,-1.45112,10.85963,0.27485,4
655.638,82.69,-1.44779,10.8577,0.27481,4
655.742,82.7,-1.44535,10.85673,0.27477,4
655.83801,82.71,-1.44069,10.85479,0.27474,4
655.94299,82.72,-1.43429,10.85188,0.2747,4
656.04102,82.73,-1.43404,10.84899,0.27466,4
656.14502,82.74,-1.42939,10.84802,0.27463,4
656.24701,82.75,-1.4265,10.84608,0.27459,4
656.34698,82.76,-1.42405,10.84317,0.27455,4
656.43799,82.77,-1.42158,10.84124,0.27452,4
656.54303,82.78,-1.41605,10.8393,0.27448,4
656.64502,82.79,-1.4136,10.83736,0.27444,4
656.73999,82.8,-1.40893,10.83447,0.27441,4
656.83899,82.81,-1.40559,10.83156,0.27437,4
656.948,82.82,-1.40094,10.82865,0.27433,4
657.04602,82.83,-1.39804,10.82768,0.27429,4
657.14099,82.84,-1.39293,10.82575,0.27426,4
657.24701,82.85,-1.39092,10.82381,0.27422,4
657.34698,82.86,-1.38934,10.82188,0.27418,4
657.44598,82.87,-1.38644,10.81995,0.27414,4
657.552,82.88,-1.38267,10.81801,0.2741,4
657.64502,82.89,-1.37754,10.81607,0.27407,4
657.74597,82.9,-1.37199,10.81413,0.27403,4
657.841,82.91,-1.36687,10.81316,0.274,4
657.94202,82.92,-1.36617,10.81123,0.27396,4
658.04602,82.93,-1.36681,10.80833,0.27392,4
658.15698,82.94,-1.3626,10.80639,0.27388,4
658.255,82.95,-1.35748,10.80446,0.27384,4
658.34601,82.96,-1.35367,10.80252,0.27381,4
658.44501,82.97,-1.35164,10.80058,0.27377,4
658.552,82.98,-1.3483,10.79864,0.27373,4
658.64899,82.99,-1.34538,10.79671,0.27369,4
658.755,83,-1.3416,10.7938,0.27365,4
658.85303,83.01,-1.33692,10.79283,0.27362,4
658.94501,83.02,-1.33399,10.79186,0.27358,4
659.05499,83.03,-1.32977,10.7909,0.27354,4
659.14697,83.04,-1.32816,10.78993,0.27351,4
659.25098,83.05,-1.32393,10.78897,0.27347,4
659.35199,83.06,-1.32013,10.78703,0.27343,4
659.45898,83.07,-1.31767,10.78606,0.27339,4
659.552,83.08,-1.31474,10.78606,0.27335,4
659.65698,83.09,-1.31094,10.7851,0.27332,4
659.75201,83.1,-1.30934,10.78413,0.27328,4
659.85699,83.11,-1.30776,10.78316,0.27324,4
659.95398,83.12,-1.30395,10.78122,0.2732,4
660.052,83.13,-1.29615,10.78025,0.27317,4
660.151,83.14,-1.29323,10.77928,0.27313,4
660.24902,83.15,-1.29075,10.77735,0.27309,4
660.35699,83.16,-1.28784,10.77541,0.27305,4
660.45801,83.17,-1.28447,10.77541,0.27301,4
660.56403,83.18,-1.28245,10.77444,0.27297,4
660.65198,83.19,-1.28038,10.77347,0.27294,4
660.74701,83.2,-1.27789,10.77251,0.2729,4
660.84998,83.21,-1.2763,10.77251,0.27286,4
660.94702,83.22,-1.27337,10.77154,0.27283,4
661.05499,83.23,-1.26868,10.7696,0.27279,4
661.15198,83.24,-1.26397,10.7696,0.27275,4
661.25403,83.25,-1.2606,10.76864,0.27271,4
661.35498,83.26,-1.25989,10.76767,0.27267,4
661.45398,83.27,-1.2543,10.7667,0.27264,4
661.55499,83.28,-1.25314,10.76573,0.2726,4
661.651,83.29,-1.25065,10.76477,0.27256,4
661.745,83.3,-1.24593,10.76283,0.27252,4
661.84497,83.31,-1.24521,10.76186,0.27249,4
661.95001,83.32,-1.24362,10.75992,0.27245,4
662.052,83.33,-1.23935,10.75896,0.27241,4
662.15802,83.34,-1.23776,10.75702,0.27237,4
662.26099,83.35,-1.23483,10.75508,0.27233,4
662.35999,83.36,-1.23056,10.75315,0.27229,4
662.45203,83.37,-1.23072,10.75024,0.27225,4
662.56403,83.38,-1.22691,10.7483,0.27221,4
662.65802,83.39,-1.22485,10.74733,0.27218,4
662.75897,83.4,-1.22058,10.7454,0.27214,4
662.849,83.41,-1.21851,10.74347,0.2721,4
662.96301,83.42,-1.2147,10.74153,0.27206,4
663.05798,83.43,-1.21442,10.73862,0.27202,4
663.15698,83.44,-1.21147,10.73572,0.27198,4
663.25098,83.45,-1.20985,10.73282,0.27195,4
663.35999,83.46,-1.20604,10.73185,0.27191,4
663.45398,83.47,-1.20575,10.72991,0.27187,4
663.55701,83.48,-1.20281,10.72797,0.27183,4
663.659,83.49,-1.19853,10.72604,0.27179,4
663.76202,83.5,-1.19915,10.72314,0.27175,4
663.85498,83.51,-1.19708,10.71926,0.27172,4
663.95898,83.52,-1.19459,10.71733,0.27168,4
664.04999,83.53,-1.19296,10.71539,0.27164,4
664.16199,83.54,-1.19003,10.71345,0.2716,4
664.26398,83.55,-1.18753,10.71152,0.27156,4
664.36298,83.56,-1.18369,10.70861,0.27152,4
664.45398,83.57,-1.18206,10.70668,0.27148,4
664.55701,83.58,-1.18089,10.70571,0.27144,4
664.65802,83.59,-1.17839,10.70474,0.27141,4
664.76202,83.6,-1.17767,10.70377,0.27136,4
664.85303,83.61,-1.17693,10.70474,0.27133,4
664.96198,83.62,-1.17355,10.70474,0.27129,4
665.05298,83.63,-1.17281,10.70571,0.27125,4
665.15997,83.64,-1.16942,10.70668,0.27121,4
665.25299,83.65,-1.16779,10.70668,0.27117,4
665.35797,83.66,-1.16484,10.70765,0.27113,4
665.46198,83.67,-1.15921,10.70861,0.27109,4
665.56799,83.68,-1.1585,10.70958,0.27105,4
665.66101,83.69,-1.15865,10.71055,0.27102,4
665.75897,83.7,-1.15881,10.71151,0.27098,4
665.849,83.71,-1.15628,10.71151,0.27094,4
665.961,83.72,-1.15468,10.71152,0.2709,4
666.06,83.73,-1.15262,10.71152,0.27086,4
666.15997,83.74,-1.15099,10.71152,0.27082,4
666.26398,83.75,-1.14759,10.71055,0.27078,4
666.36401,83.76,-1.14508,10.70958,0.27074,4
666.46198,83.77,-1.1439,10.70861,0.2707,4
666.56403,83.78,-1.14004,10.70765,0.27066,4
666.65997,83.79,-1.13975,10.70571,0.27063,4
666.76501,83.8,-1.14037,10.70474,0.27058,4
666.85901,83.81,-1.13784,10.7028,0.27055,4
666.96198,83.82,-1.13444,10.70087,0.27051,4
667.06201,83.83,-1.13281,10.69893,0.27047,4
667.16302,83.84,-1.13387,10.69796,0.27043,4
667.26398,83.85,-1.13001,10.69796,0.27039,4
667.367,83.86,-1.12884,10.69796,0.27035,4
667.46301,83.87,-1.12631,10.69797,0.27031,4
667.56201,83.88,-1.12602,10.69797,0.27027,4
667.659,83.89,-1.12529,10.69797,0.27023,4
667.75702,83.9,-1.12097,10.69603,0.2702,4
667.85602,83.91,-1.12203,10.69603,0.27016,4
667.961,83.92,-1.11682,10.69409,0.27011,4
668.06702,83.93,-1.11699,10.69216,0.27007,4
668.16101,83.94,-1.1167,10.69216,0.27004,4
668.26599,83.95,-1.11463,10.69022,0.26999,4
668.36401,83.96,-1.11479,10.68732,0.26996,4
668.46698,83.97,-1.11451,10.68441,0.26992,4
668.565,83.98,-1.11019,10.68248,0.26988,4
668.66101,83.99,-1.1072,10.68054,0.26984,4
668.76398,84,-1.10782,10.67763,0.2698,4
668.86401,84.01,-1.10663,10.6757,0.26976,4
668.95599,84.02,-1.10589,10.67473,0.26972,4
669.05902,84.03,-1.10516,10.67376,0.26968,4
669.16498,84.04,-1.10264,10.67376,0.26964,4
669.25702,84.05,-1.10054,10.6728,0.2696,4
669.36798,84.06,-1.10072,10.6728,0.26956,4
669.46399,84.07,-1.09594,10.6728,0.26952,4
669.565,84.08,-1.09341,10.6728,0.26948,4
669.67297,84.09,-1.09268,10.6728,0.26944,4
669.776,84.1,-1.0924,10.67183,0.2694,4
669.87097,84.11,-1.08986,10.6728,0.26936,4
669.961,84.12,-1.08776,10.67183,0.26932,4
670.06598,84.13,-1.08882,10.67086,0.26928,4
670.16101,84.14,-1.08628,10.66989,0.26924,4
670.26599,84.15,-1.0869,10.66796,0.2692,4
670.35999,84.16,-1.08435,10.66699,0.26916,4
670.46002,84.17,-1.08406,10.66505,0.26912,4
670.56702,84.18,-1.08019,10.66214,0.26908,4
670.659,84.19,-1.08034,10.65925,0.26904,4
670.763,84.2,-1.07825,10.65634,0.269,4
670.86401,84.21,-1.07842,10.6544,0.26896,4
670.96002,84.22,-1.07722,10.6515,0.26892,4
671.06097,84.23,-1.07648,10.6486,0.26888,4
671.15302,84.24,-1.07438,10.64473,0.26885,4
671.255,84.25,-1.07544,10.64085,0.26881,4
671.36401,84.26,-1.07292,10.63795,0.26876,4
671.46399,84.27,-1.07082,10.63601,0.26872,4
671.56201,84.28,-1.07008,10.6331,0.26868,4
671.66302,84.29,-1.06754,10.63117,0.26864,4
671.76398,84.3,-1.06815,10.6302,0.2686,4
671.87299,84.31,-1.06652,10.62827,0.26856,4
671.96301,84.32,-1.06306,10.6273,0.26852,4
672.06299,84.33,-1.06097,10.6273,0.26848,4
672.16302,84.34,-1.06022,10.62633,0.26844,4
672.25897,84.35,-1.06173,10.62633,0.2684,4
672.35602,84.36,-1.05918,10.62633,0.26836,4
672.46399,84.37,-1.05755,10.62633,0.26832,4
672.56299,84.38,-1.0568,10.62633,0.26828,4
672.65997,84.39,-1.05425,10.62827,0.26824,4
672.76703,84.4,-1.05397,10.62827,0.2682,4
672.867,84.41,-1.05142,10.62827,0.26816,4
672.96301,84.42,-1.04886,10.62827,0.26812,4
673.06897,84.43,-1.04993,10.62924,0.26808,4
673.17297,84.44,-1.0519,10.63021,0.26803,4
673.263,84.45,-1.05024,10.63214,0.268,4
673.35901,84.46,-1.04814,10.63311,0.26796,4
673.46503,84.47,-1.04785,10.63407,0.26792,4
673.56799,84.48,-1.04576,10.63407,0.26787,4
673.65698,84.49,-1.04499,10.63505,0.26784,4
673.77002,84.5,-1.0402,10.63795,0.26779,4
673.86298,84.51,-1.0399,10.63892,0.26775,4
673.961,84.52,-1.04141,10.63891,0.26771,4
674.07001,84.53,-1.04022,10.63989,0.26767,4
674.164,84.54,-1.04037,10.63988,0.26763,4
674.258,84.55,-1.03916,10.64085,0.26759,4
674.36902,84.56,-1.03572,10.64086,0.26755,4
674.466,84.57,-1.03723,10.64085,0.26751,4
674.56299,84.58,-1.03648,10.64182,0.26747,4
674.66803,84.59,-1.03484,10.64182,0.26743,4
674.77502,84.6,-1.03184,10.64279,0.26738,4
674.87701,84.61,-1.03064,10.64182,0.26734,4
674.96899,84.62,-1.02897,10.64085,0.2673,4
675.06403,84.63,-1.02731,10.64085,0.26727,4
675.159,84.64,-1.02746,10.63988,0.26723,4
675.26703,84.65,-1.02808,10.63891,0.26718,4
675.367,84.66,-1.02643,10.63794,0.26714,4
675.46899,84.67,-1.02432,10.63698,0.2671,4
675.57098,84.68,-1.02267,10.63698,0.26706,4
675.67902,84.69,-1.02057,10.63504,0.26701,4
675.771,84.7,-1.02117,10.63504,0.26698,4
675.867,84.71,-1.02223,10.63504,0.26694,4
675.966,84.72,-1.0174,10.63601,0.2669,4
676.06897,84.73,-1.01847,10.63504,0.26685,4
676.16998,84.74,-1.01817,10.63698,0.26681,4
676.26599,84.75,-1.01696,10.63698,0.26677,4
676.37201,84.76,-1.0135,10.63795,0.26673,4
676.48199,84.77,-1.01548,10.63795,0.26668,4
676.573,84.78,-1.01472,10.63892,0.26665,4
676.67603,84.79,-1.01306,10.63795,0.2666,4
676.76398,84.8,-1.01048,10.63795,0.26657,4
676.86902,84.81,-1.00837,10.63601,0.26652,4
676.96198,84.82,-1.00897,10.63407,0.26649,4
677.07501,84.83,-1.00869,10.63117,0.26644,4
677.16803,84.84,-1.00611,10.62924,0.2664,4
677.27301,84.85,-1.00582,10.62536,0.26636,4
677.37201,84.86,-1.00507,10.62053,0.26632,4
677.46802,84.87,-1.00385,10.61762,0.26628,4
677.57098,84.88,-1.00356,10.61374,0.26624,4
677.67902,84.89,-1.00373,10.60987,0.26619,4
677.77301,84.9,-1.0016,10.60794,0.26615,4
677.88098,84.91,-1.00131,10.606,0.26611,4
677.97601,84.92,-1.00192,10.60407,0.26607,4
678.07898,84.93,-1.00071,10.60116,0.26603,4
678.17902,84.94,-1.00087,10.59826,0.26598,4
678.27899,84.95,-0.99875,10.59535,0.26594,4
678.37402,84.96,-0.99571,10.59148,0.2659,4
678.47601,84.97,-0.99496,10.58858,0.26586,4
678.57898,84.98,-0.99376,10.58471,0.26582,4
678.67902,84.99,-0.99482,10.58277,0.26578,4
678.776,85,-0.99133,10.58084,0.26574,4
678.88,85.01,-0.99195,10.57696,0.26569,4
678.97998,85.02,-0.99028,10.57503,0.26565,4
679.08002,85.03,-0.99043,10.57212,0.26561,4
679.17999,85.04,-0.9915,10.57018,0.26557,4
679.28003,85.05,-0.98938,10.56922,0.26553,4
679.37201,85.06,-0.9877,10.57019,0.26549,4
679.474,85.07,-0.98786,10.57019,0.26545,4
679.57501,85.08,-0.98482,10.57019,0.2654,4
679.68201,85.09,-0.9859,10.57115,0.26536,4
679.77502,85.1,-0.98559,10.57212,0.26532,4
679.87598,85.11,-0.98529,10.57309,0.26528,4
679.97699,85.12,-0.98499,10.57502,0.26524,4
680.07898,85.13,-0.98286,10.57793,0.26519,4
680.18298,85.14,-0.98029,10.57987,0.26515,4
680.27698,85.15,-0.97952,10.5818,0.26511,4
680.37299,85.16,-0.98012,10.5847,0.26507,4
680.47498,85.17,-0.98074,10.58761,0.26503,4
680.578,85.18,-0.97907,10.58858,0.26498,4
680.68201,85.19,-0.97786,10.58954,0.26494,4
680.77197,85.2,-0.97572,10.59051,0.2649,4
680.87903,85.21,-0.97588,10.59051,0.26486,4
680.97601,85.22,-0.97603,10.59148,0.26482,4
681.07599,85.23,-0.97756,10.59245,0.26478,4
681.17902,85.24,-0.97681,10.59342,0.26473,4
681.27698,85.25,-0.97467,10.59535,0.26469,4
681.375,85.26,-0.97482,10.59632,0.26465,4
681.47302,85.27,-0.97543,10.59729,0.26461,4
681.57599,85.28,-0.97239,10.59923,0.26457,4
681.67798,85.29,-0.97255,10.60213,0.26452,4
681.77698,85.3,-0.97041,10.60407,0.26448,4
681.87903,85.31,-0.97057,10.60697,0.26444,4
681.979,85.32,-0.96798,10.60891,0.2644,4
682.07703,85.33,-0.96722,10.60987,0.26435,4
682.17603,85.34,-0.96828,10.61181,0.26431,4
682.28302,85.35,-0.96708,10.61278,0.26427,4
682.38,85.36,-0.96631,10.61471,0.26423,4
682.48401,85.37,-0.96372,10.61665,0.26418,4
682.58099,85.38,-0.96433,10.61859,0.26414,4
682.685,85.39,-0.96266,10.61858,0.2641,4
682.78003,85.4,-0.96235,10.61955,0.26406,4
682.88501,85.41,-0.96113,10.62052,0.26401,4
682.97998,85.42,-0.9599,10.62052,0.26397,4
683.08502,85.43,-0.95777,10.62149,0.26393,4
683.17401,85.44,-0.95929,10.62149,0.26389,4
683.27698,85.45,-0.95945,10.62052,0.26385,4
683.38202,85.46,-0.95915,10.61955,0.2638,4
683.479,85.47,-0.95884,10.61762,0.26376,4
683.58197,85.48,-0.959,10.61568,0.26372,4
683.68701,85.49,-0.95733,10.61181,0.26367,4
683.78003,85.5,-0.95793,10.60794,0.26363,4
683.88,85.51,-0.95579,10.60406,0.26359,4
683.98401,85.52,-0.95411,10.60019,0.26355,4
684.078,85.53,-0.95288,10.59632,0.26351,4
684.18402,85.54,-0.95074,10.59245,0.26346,4
684.28198,85.55,-0.95273,10.58954,0.26342,4
