,char_GF_23_06_10.csv,char_GF_24_06_10.csv,char_GF_reground_25_10_10.csv,char_LF_24_06_10.csv,char_LF_24_06_10again.csv,char_LF_reground_22_10_10.csv,char_NF_23_06_10.csv,char_NF_24_06_10.csv,char_NF_reground_2_11_10.csv,char_GB_reground_1_11_10.csv,char_N2_reground_2_11_10.csv,char_GD_30_06_10.csv,char_GD_30_06_10_again.csv,char_QD_30_06_10.csv
370,0.0207654121700429,0.0224217734453651,0.0176057015841356,0.00985218155785547,0.0102624416849253,0.00840753512784691,0.0168937109035336,0.00885911845155553,0.0085718548439783,0.00530952609469451,0.00513726551067767,0.00671377703030561,0.00671377703030561,0.00430946774577053
380,0.0257205622617687,0.0268229187932038,0.023351739219947,0.00938724847940343,0.010512816577423,0.0102208824801065,0.0095459880258617,0.011353539189511,0.010327786639035,0.00616550209827744,0.0057616209037371,0.00759871674218864,0.00759871674218864,0.00454265772260981
390,0.0322355321924966,0.031991661364803,0.0305957688321393,0.0132133868540514,0.0136342077912949,0.0126808412121195,0.0131332251498259,0.0133295250760606,0.0134337850954704,0.0068724438556936,0.00630105211738709,0.00826403823124961,0.00826403823124961,0.00481947465993553
400,0.0409942793846153,0.0430837995660348,0.0397738107541541,0.0142691670468563,0.0157670501052039,0.015117148418309,0.0159659091977018,0.0167196957438703,0.0165537920661804,0.00781212621492308,0.00704017725455418,0.00933494094449707,0.00933494094449707,0.00571284782524204
410,0.0515789273886687,0.0518692551867238,0.0530621912377318,0.0196493414039238,0.0181437975827915,0.0191653692390508,0.0199024828457671,0.0201426763004632,0.0210172378719816,0.00855378416629731,0.00765288690112425,0.0103365975547284,0.0103365975547284,0.00684015528895761
420,0.0644405548856668,0.0653567811533714,0.0659899668941934,0.0146948987750079,0.0237317867431938,0.0251155426855462,0.0250614736612958,0.0255027539596683,0.0267662656606348,0.00961520425918011,0.00868743428773149,0.0118327811511948,0.0118327811511948,0.00798061394316724
430,0.0784557487623098,0.0769325478790329,0.0819914346658366,0.030561810057536,0.0264040323243141,0.0312287595110229,0.0323028748072774,0.0320706351917633,0.0337786759730479,0.0109692868501101,0.00938913091906438,0.0134499756590639,0.0134499756590639,0.00881060461099966
440,0.0951168848173897,0.095013820270155,0.0992836866179729,0.0410702326082618,0.0385575677286417,0.0430692258236138,0.0437736501819578,0.0453677761655788,0.0424123203150905,0.0125785040369915,0.011132258993179,0.0166567052034901,0.0166567052034901,0.0108007599256968
450,0.112683757170513,0.111747319461667,0.118929317042439,0.0457225332461078,0.0458022506286284,0.0477068321886697,0.0479217080263223,0.049740860441975,0.0507520543686347,0.0145543705945079,0.0130039018699752,0.0196584284646028,0.0196584284646028,0.012990293019824
460,0.134283482582467,0.134007079325065,0.143901097895451,0.0523935688302267,0.052605149815652,0.056129074682411,0.0564136458977313,0.0576293014678552,0.0590844196912603,0.0160173463372029,0.0150868516489482,0.0247016961535606,0.0247016961535606,0.0164978825010632
