#FILE:                       ,char_LF_24_06_10again.dsu     ,,,,
#FORMAT:                     ,NETZSCH5                      ,,,,
#IDENTITY:                   ,char LF                       ,,,,
#DECIMAL:                    ,POINT                         ,,,,
#SEPARATOR:                  ,COMMA                         ,,,,
#MTYPE:                      ,DTA                           ,,,,
#MSUBTYPE:                   ,                              ,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C             ,,,,
#PROJECT:                    ,Torrefaction                  ,,,,
#DATE/TIME:                  ,24/06/2010 16:20:36           ,,,,
#CORR. FILE:                 ,char_GF_23_06_10.bsu          ,,,,
#LABORATORY:                 ,Sustainable Research Energ    ,,,,
#OPERATOR:                   ,EMF                           ,,,,
#REMARK:                     ,                              ,,,,
#SAMPLE:                     ,nonisoth oxid with init drying,,,,
#SAMPLE MASS /mg:            ,9.95,,,,
#MATERIAL:                   ,Alumina                       ,,,,
#REFERENCE:                  ,Alumina                       ,,,,
#REFERENCE MASS /mg:         ,0,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3         ,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,
#CORR. CODE:                 ,20,,,,
#EXO:                        ,-1,,,,
#RANGE:                      ,30.0....900.0/0.0....10.0K/min,,,,
#SEGMENT:                    ,S1-4/4                        ,,,,
,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,Sensit./(æV/mW),Segment
117.086,29.73,-3.6094,99.39799,0.13265,4
117.216,29.74,-3.61691,99.39698,0.13272,4
117.343,29.75,-3.61974,99.39598,0.13279,4
117.466,29.76,-3.63207,99.39397,0.13285,4
117.606,29.77,-3.64139,99.39196,0.13293,4
117.734,29.78,-3.65448,99.38995,0.133,4
117.85,29.79,-3.65744,99.38794,0.13307,4
117.981,29.8,-3.67055,99.38593,0.13314,4
118.11,29.81,-3.67896,99.38291,0.13321,4
118.244,29.82,-3.68917,99.3809,0.13328,4
118.36,29.83,-3.70153,99.37889,0.13335,4
118.491,29.84,-3.70517,99.37789,0.13342,4
118.621,29.85,-3.70788,99.37688,0.13349,4
118.755,29.86,-3.72275,99.37688,0.13357,4
118.875,29.87,-3.73124,99.37688,0.13363,4
119.001,29.88,-3.73589,99.37688,0.1337,4
119.136,29.89,-3.74506,99.37789,0.13378,4
119.267,29.9,-3.75711,99.37889,0.13385,4
119.378,29.91,-3.75914,99.3809,0.13391,4
119.512,29.92,-3.76831,99.38191,0.13399,4
119.654,29.93,-3.77641,99.38392,0.13406,4
119.779,29.94,-3.78663,99.38492,0.13413,4
119.903,29.95,-3.79317,99.38492,0.1342,4
120.037,29.96,-3.80787,99.38593,0.13428,4
120.163,29.97,-3.8143,99.38693,0.13435,4
120.297,29.98,-3.8178,99.38794,0.13442,4
120.422,29.99,-3.82331,99.38894,0.13449,4
120.554,30,-3.8343,99.38894,0.13456,4
120.692,30.01,-3.83865,99.38894,0.13464,4
120.823,30.02,-3.84311,99.38794,0.13471,4
120.949,30.03,-3.84951,99.38693,0.13478,4
121.075,30.04,-3.86242,99.38593,0.13485,4
121.214,30.05,-3.87045,99.38593,0.13493,4
121.347,30.06,-3.87671,99.38392,0.135,4
121.47,30.07,-3.87847,99.38291,0.13507,4
121.605,30.08,-3.8922,99.3809,0.13514,4
121.726,30.09,-3.89483,99.37889,0.13521,4
121.863,30.1,-3.901,99.37688,0.13529,4
122.001,30.11,-3.90438,99.37487,0.13537,4
122.129,30.12,-3.9153,99.37387,0.13544,4
122.254,30.13,-3.92349,99.37186,0.13551,4
122.389,30.14,-3.92687,99.37085,0.13558,4
122.529,30.15,-3.93203,99.36884,0.13566,4
122.65,30.16,-3.94119,99.36884,0.13573,4
122.782,30.17,-3.94091,99.36784,0.1358,4
122.917,30.18,-3.95167,99.36683,0.13588,4
123.04,30.19,-3.95615,99.36583,0.13594,4
123.169,30.2,-3.95776,99.36482,0.13602,4
123.308,30.21,-3.96949,99.36382,0.13609,4
123.446,30.22,-3.97173,99.36382,0.13617,4
123.572,30.23,-3.97891,99.36281,0.13624,4
123.703,30.24,-3.98328,99.36281,0.13631,4
123.83,30.25,-3.9913,99.36281,0.13638,4
123.965,30.26,-3.98726,99.36382,0.13646,4
124.1,30.27,-3.9915,99.36482,0.13653,4
124.225,30.28,-3.99314,99.36583,0.1366,4
124.371,30.29,-3.99904,99.36683,0.13668,4
124.499,30.3,-4.01165,99.36884,0.13676,4
124.625,30.31,-4.01326,99.37186,0.13683,4
124.744,30.32,-4.01499,99.37487,0.13689,4
124.897,30.33,-4.02533,99.37789,0.13698,4
125.027,30.34,-4.03053,99.38191,0.13705,4
125.156,30.35,-4.03116,99.38291,0.13712,4
125.29,30.36,-4.03446,99.38392,0.1372,4
125.425,30.37,-4.03865,99.38492,0.13727,4
125.56,30.38,-4.03918,99.38392,0.13735,4
125.689,30.39,-4.05078,99.38593,0.13742,4
125.824,30.4,-4.04764,99.38693,0.1375,4
125.953,30.41,-4.05191,99.38693,0.13757,4
126.088,30.42,-4.05517,99.38593,0.13764,4
126.221,30.43,-4.06119,99.38593,0.13772,4
126.35,30.44,-4.06727,99.38492,0.13779,4
126.482,30.45,-4.06874,99.38392,0.13786,4
126.612,30.46,-4.07206,99.38191,0.13794,4
126.749,30.47,-4.07799,99.37889,0.13801,4
126.885,30.48,-4.08212,99.37588,0.13809,4
127.015,30.49,-4.08906,99.37186,0.13816,4
127.154,30.5,-4.09312,99.36884,0.13824,4
127.278,30.51,-4.09379,99.36482,0.13831,4
127.413,30.52,-4.09882,99.3598,0.13838,4
127.543,30.53,-4.1012,99.35678,0.13846,4
127.681,30.54,-4.10889,99.35377,0.13853,4
127.821,30.55,-4.10838,99.35276,0.13861,4
127.953,30.56,-4.10528,99.35176,0.13869,4
128.08501,30.57,-4.11305,99.35176,0.13876,4
128.211,30.58,-4.11368,99.35377,0.13883,4
128.355,30.59,-4.11129,99.35578,0.13891,4
128.478,30.6,-4.10925,99.3598,0.13898,4
128.603,30.61,-4.11717,99.36281,0.13905,4
128.74699,30.62,-4.12556,99.36683,0.13913,4
128.88499,30.63,-4.12327,99.37085,0.13921,4
129.00301,30.64,-4.12948,99.37286,0.13927,4
129.127,30.65,-4.13098,99.37487,0.13934,4
129.278,30.66,-4.13027,99.37688,0.13943,4
129.40401,30.67,-4.13364,99.37688,0.1395,4
129.52901,30.68,-4.1369,99.37688,0.13957,4
129.675,30.69,-4.13717,99.37688,0.13965,4
129.80499,30.7,-4.13869,99.37588,0.13972,4
129.94099,30.71,-4.14264,99.37387,0.1398,4
130.069,30.72,-4.1441,99.37186,0.13987,4
130.202,30.73,-4.14641,99.36985,0.13995,4
130.33701,30.74,-4.14862,99.36683,0.14002,4
130.464,30.75,-4.15188,99.36382,0.1401,4
130.60001,30.76,-4.15679,99.3608,0.14017,4
130.733,30.77,-4.15547,99.3598,0.14025,4
130.86099,30.78,-4.15603,99.35779,0.14032,4
130.98199,30.79,-4.15043,99.35477,0.14039,4
131.12399,30.8,-4.16238,99.35377,0.14047,4
131.25301,30.81,-4.16023,99.35176,0.14054,4
131.38499,30.82,-4.15714,99.35075,0.14061,4
131.51401,30.83,-4.16036,99.35075,0.14069,4
131.65601,30.84,-4.15978,99.34975,0.14077,4
131.778,30.85,-4.16311,99.34874,0.14083,4
131.911,30.86,-4.16446,99.34673,0.14091,4
132.05299,30.87,-4.16566,99.34472,0.14099,4
132.18201,30.88,-4.16975,99.34372,0.14106,4
132.314,30.89,-4.16934,99.34171,0.14114,4
132.446,30.9,-4.17337,99.3397,0.14121,4
132.57899,30.91,-4.16938,99.33668,0.14129,4
132.69299,30.92,-4.17104,99.33568,0.14135,4
132.84399,30.93,-4.17386,99.33467,0.14143,4
132.966,30.94,-4.1736,99.33367,0.1415,4
133.10001,30.95,-4.17404,99.33266,0.14158,4
133.226,30.96,-4.17727,99.33266,0.14165,4
133.37,30.97,-4.17931,99.33467,0.14173,4
133.50101,30.98,-4.17626,99.33668,0.1418,4
133.62399,30.99,-4.17774,99.33869,0.14187,4
133.756,31,-4.17555,99.34171,0.14195,4
133.899,31.01,-4.17849,99.34472,0.14203,4
134.02299,31.02,-4.17996,99.34774,0.1421,4
134.15199,31.03,-4.18047,99.35075,0.14217,4
134.278,31.04,-4.18103,99.35276,0.14224,4
134.41499,31.05,-4.17964,99.35477,0.14232,4
134.541,31.06,-4.18285,99.35578,0.14239,4
134.679,31.07,-4.17968,99.35678,0.14247,4
134.80901,31.08,-4.17679,99.35678,0.14254,4
134.92999,31.09,-4.17993,99.35578,0.14261,4
135.061,31.1,-4.17688,99.35578,0.14269,4
135.20399,31.11,-4.17722,99.35578,0.14276,4
135.321,31.12,-4.17786,99.35578,0.14283,4
135.46201,31.13,-4.17817,99.35477,0.14291,4
135.593,31.14,-4.18215,99.35377,0.14299,4
135.705,31.15,-4.18126,99.35276,0.14305,4
135.858,31.16,-4.18128,99.35176,0.14314,4
135.985,31.17,-4.18357,99.35075,0.14321,4
136.118,31.18,-4.17962,99.34975,0.14328,4
136.231,31.19,-4.18126,99.34774,0.14335,4
136.36501,31.2,-4.18256,99.34673,0.14342,4
136.494,31.21,-4.18393,99.34573,0.1435,4
136.63,31.22,-4.18256,99.34472,0.14357,4
136.75101,31.23,-4.17794,99.34472,0.14364,4
136.87601,31.24,-4.18026,99.34372,0.14371,4
137.00301,31.25,-4.17996,99.34271,0.14378,4
137.14999,31.26,-4.17575,99.34171,0.14387,4
137.26601,31.27,-4.1817,99.3397,0.14393,4
137.40601,31.28,-4.17687,99.33869,0.14401,4
137.536,31.29,-4.179,99.33769,0.14409,4
137.655,31.3,-4.17704,99.33568,0.14415,4
137.783,31.31,-4.17843,99.33467,0.14423,4
137.91299,31.32,-4.17978,99.33367,0.1443,4
138.05499,31.33,-4.17483,99.33266,0.14438,4
138.18401,31.34,-4.17794,99.33266,0.14445,4
138.30499,31.35,-4.17343,99.33266,0.14452,4
138.425,31.36,-4.17051,99.33266,0.14459,4
138.554,31.37,-4.17361,99.33266,0.14466,4
138.68201,31.38,-4.17065,99.33266,0.14474,4
138.811,31.39,-4.16854,99.33266,0.14481,4
138.94099,31.4,-4.17249,99.33266,0.14488,4
139.076,31.41,-4.17028,99.33166,0.14496,4
139.203,31.42,-4.17172,99.33266,0.14503,4
139.326,31.43,-4.16967,99.33266,0.1451,4
139.46201,31.44,-4.16918,99.33266,0.14518,4
139.582,31.45,-4.16895,99.33367,0.14525,4
139.70799,31.46,-4.16789,99.33367,0.14531,4
139.838,31.47,-4.16997,99.33367,0.14539,4
139.98199,31.48,-4.16676,99.33367,0.14547,4
140.09801,31.49,-4.17091,99.33367,0.14554,4
140.22,31.5,-4.16116,99.33367,0.14561,4
140.355,31.51,-4.16242,99.33367,0.14569,4
140.481,31.52,-4.15951,99.33367,0.14576,4
140.605,31.53,-4.15758,99.33367,0.14583,4
140.735,31.54,-4.15367,99.33367,0.1459,4
140.856,31.55,-4.15946,99.33266,0.14597,4
140.98599,31.56,-4.15907,99.33266,0.14605,4
141.11,31.57,-4.15878,99.33166,0.14612,4
141.235,31.58,-4.1559,99.33166,0.14619,4
141.369,31.59,-4.15631,99.33166,0.14626,4
141.496,31.6,-4.15769,99.33065,0.14634,4
141.62,31.61,-4.15397,99.33065,0.14641,4
141.744,31.62,-4.15454,99.33065,0.14648,4
141.875,31.63,-4.15071,99.33065,0.14655,4
141.98801,31.64,-4.15489,99.33065,0.14662,4
142.118,31.65,-4.15279,99.32965,0.14669,4
142.25301,31.66,-4.15062,99.32965,0.14677,4
142.37,31.67,-4.14531,99.32965,0.14683,4
142.494,31.68,-4.14075,99.33065,0.1469,4
142.627,31.69,-4.14118,99.32965,0.14698,4
142.752,31.7,-4.14003,99.32965,0.14705,4
142.868,31.71,-4.13646,99.32965,0.14712,4
143.00101,31.72,-4.13605,99.32864,0.14719,4
143.12801,31.73,-4.13656,99.32864,0.14727,4
143.252,31.74,-4.13287,99.32764,0.14734,4
143.373,31.75,-4.1352,99.32563,0.1474,4
143.504,31.76,-4.13231,99.32462,0.14748,4
143.629,31.77,-4.13025,99.32261,0.14755,4
143.75101,31.78,-4.13596,99.32261,0.14762,4
143.877,31.79,-4.13225,99.3206,0.14769,4
143.99699,31.8,-4.13289,99.3196,0.14776,4
144.114,31.81,-4.12677,99.31859,0.14783,4
144.25101,31.82,-4.12034,99.31859,0.14791,4
144.37199,31.83,-4.12691,99.31658,0.14797,4
144.498,31.84,-4.1249,99.31558,0.14805,4
144.62801,31.85,-4.12029,99.31457,0.14812,4
144.758,31.86,-4.11738,99.31457,0.1482,4
144.87399,31.87,-4.11808,99.31357,0.14826,4
144.998,31.88,-4.12035,99.31357,0.14833,4
145.121,31.89,-4.1184,99.31256,0.1484,4
145.235,31.9,-4.11236,99.31156,0.14847,4
145.35899,31.91,-4.11293,99.31055,0.14854,4
145.483,31.92,-4.11435,99.31055,0.14861,4
145.601,31.93,-4.1125,99.30955,0.14868,4
145.743,31.94,-4.11193,99.30854,0.14876,4
145.864,31.95,-4.10918,99.30854,0.14883,4
145.97301,31.96,-4.10577,99.30754,0.14889,4
146.116,31.97,-4.10773,99.30653,0.14897,4
146.231,31.98,-4.10592,99.30553,0.14904,4
146.364,31.99,-4.10214,99.30452,0.14911,4
146.47501,32,-4.10123,99.30352,0.14918,4
146.593,32.01,-4.09938,99.30251,0.14924,4
146.722,32.02,-4.09567,99.30151,0.14932,4
146.84599,32.03,-4.09541,99.30151,0.14939,4
146.972,32.04,-4.09259,99.2995,0.14946,4
147.09,32.05,-4.09158,99.2995,0.14953,4
147.20399,32.06,-4.09238,99.29849,0.14959,4
147.341,32.07,-4.09185,99.29749,0.14967,4
147.45799,32.08,-4.08834,99.29749,0.14974,4
147.573,32.09,-4.08654,99.29548,0.14981,4
147.694,32.1,-4.08633,99.29548,0.14987,4
147.821,32.11,-4.08602,99.29447,0.14995,4
147.938,32.12,-4.08336,99.29447,0.15001,4
148.05701,32.13,-4.0815,99.29347,0.15008,4
148.17599,32.14,-4.07714,99.29246,0.15015,4
148.304,32.15,-4.07772,99.29246,0.15022,4
148.424,32.16,-4.07746,99.29246,0.15029,4
148.541,32.17,-4.07564,99.29146,0.15036,4
148.65401,32.18,-4.07556,99.29246,0.15042,4
148.78101,32.19,-4.07442,99.29146,0.1505,4
148.907,32.2,-4.07591,99.29146,0.15057,4
149.033,32.21,-4.06968,99.29146,0.15064,4
149.155,32.22,-4.06779,99.29246,0.15071,4
149.261,32.23,-4.06615,99.29246,0.15077,4
149.394,32.24,-4.06076,99.29347,0.15085,4
149.513,32.25,-4.06059,99.29447,0.15092,4
149.631,32.26,-4.0596,99.29447,0.15099,4
149.755,32.27,-4.06101,99.29648,0.15106,4
149.869,32.28,-4.06008,99.29749,0.15112,4
149.99899,32.29,-4.05642,99.29648,0.1512,4
150.104,32.3,-4.06151,99.29749,0.15125,4
150.23,32.31,-4.05868,99.29849,0.15133,4
150.351,32.32,-4.05598,99.29849,0.1514,4
150.47701,32.33,-4.05404,99.2995,0.15147,4
150.595,32.34,-4.05555,99.2995,0.15154,4
150.709,32.35,-4.05559,99.29849,0.1516,4
150.836,32.36,-4.05019,99.2995,0.15168,4
150.95399,32.37,-4.04921,99.2995,0.15175,4
151.078,32.38,-4.04814,99.3005,0.15182,4
151.186,32.39,-4.05062,99.3005,0.15188,4
151.29401,32.4,-4.04152,99.30151,0.15194,4
151.41499,32.41,-4.0405,99.30151,0.15201,4
151.541,32.42,-4.04023,99.30151,0.15208,4
151.668,32.43,-4.03416,99.30151,0.15216,4
151.76801,32.44,-4.03263,99.30251,0.15221,4
151.895,32.45,-4.03318,99.30251,0.15229,4
152.019,32.46,-4.03541,99.30251,0.15236,4
152.129,32.47,-4.03538,99.30151,0.15242,4
152.252,32.48,-4.03104,99.3005,0.15249,4
152.37801,32.49,-4.02995,99.3005,0.15256,4
152.502,32.5,-4.02645,99.2995,0.15263,4
152.59801,32.51,-4.02825,99.29849,0.15269,4
152.724,32.52,-4.02387,99.29749,0.15276,4
152.836,32.53,-4.01807,99.29648,0.15283,4
152.96001,32.54,-4.02194,99.29548,0.1529,4
153.07201,32.55,-4.02107,99.29347,0.15296,4
153.196,32.56,-4.01755,99.29246,0.15303,4
153.313,32.57,-4.01742,99.29146,0.1531,4
153.437,32.58,-4.02129,99.29045,0.15317,4
153.539,32.59,-4.01975,99.29045,0.15323,4
153.655,32.6,-4.018,99.28945,0.1533,4
153.786,32.61,-4.01111,99.28844,0.15337,4
153.89799,32.62,-4.01679,99.28844,0.15344,4
154.00999,32.63,-4.01443,99.28844,0.1535,4
154.13499,32.64,-4.00831,99.28844,0.15358,4
154.254,32.65,-4.00652,99.28844,0.15364,4
154.368,32.66,-4.00399,99.28744,0.15371,4
154.48801,32.67,-4.00628,99.28744,0.15378,4
154.592,32.68,-4.00471,99.28643,0.15384,4
154.717,32.69,-4.00692,99.28643,0.15391,4
154.823,32.7,-4.00533,99.28543,0.15397,4
154.948,32.71,-4.00264,99.28543,0.15404,4
155.063,32.72,-3.99929,99.28543,0.15411,4
155.179,32.73,-3.99592,99.28442,0.15418,4
155.297,32.74,-3.99579,99.28342,0.15425,4
155.41299,32.75,-3.99324,99.28241,0.15431,4
155.528,32.76,-3.98909,99.28241,0.15438,4
155.64101,32.77,-3.98903,99.28141,0.15444,4
155.754,32.78,-3.99385,99.28141,0.15451,4
155.875,32.79,-3.99286,99.28141,0.15458,4
155.99699,32.8,-3.99104,99.28241,0.15465,4
156.10201,32.81,-3.98788,99.28342,0.15471,4
156.24001,32.82,-3.99148,99.28342,0.15479,4
156.33299,32.83,-3.98848,99.28442,0.15484,4
156.44701,32.84,-3.99084,99.28643,0.15491,4
156.558,32.85,-3.98594,99.28744,0.15497,4
156.67101,32.86,-3.98265,99.28844,0.15504,4
156.799,32.87,-3.98318,99.28945,0.15511,4
156.914,32.88,-3.97662,99.28945,0.15518,4
157.026,32.89,-3.97577,99.29045,0.15524,4
157.134,32.9,-3.97983,99.29045,0.15531,4
157.261,32.91,-3.97715,99.29045,0.15538,4
157.366,32.92,-3.97398,99.29045,0.15544,4
157.494,32.93,-3.9729,99.29045,0.15551,4
157.597,32.94,-3.97622,99.29045,0.15557,4
157.717,32.95,-3.97606,99.28945,0.15564,4
157.826,32.96,-3.97365,99.28945,0.15571,4
157.946,32.97,-3.9743,99.28844,0.15577,4
158.061,32.98,-3.97099,99.28744,0.15584,4
158.179,32.99,-3.97167,99.28643,0.15591,4
158.27499,33,-3.97106,99.28442,0.15597,4
158.403,33.01,-3.97083,99.28342,0.15604,4
158.50999,33.02,-3.97419,99.28241,0.1561,4
158.62801,33.03,-3.96989,99.28141,0.15617,4
158.744,33.04,-3.96658,99.2804,0.15624,4
158.84801,33.05,-3.96264,99.27839,0.1563,4
158.974,33.06,-3.9624,99.27739,0.15637,4
159.077,33.07,-3.9617,99.27538,0.15643,4
159.19,33.08,-3.96085,99.27437,0.15649,4
159.30299,33.09,-3.96244,99.27236,0.15656,4
159.42799,33.1,-3.95817,99.27136,0.15663,4
159.52901,33.11,-3.95909,99.26935,0.15669,4
159.636,33.12,-3.95432,99.26935,0.15675,4
159.76601,33.13,-3.95643,99.26834,0.15683,4
159.89301,33.14,-3.95778,99.26734,0.1569,4
159.996,33.15,-3.95788,99.26633,0.15696,4
160.101,33.16,-3.95636,99.26633,0.15702,4
160.22,33.17,-3.95381,99.26633,0.15709,4
160.33099,33.18,-3.9506,99.26432,0.15715,4
160.44901,33.19,-3.94888,99.26332,0.15722,4
160.556,33.2,-3.94652,99.26231,0.15728,4
160.67,33.21,-3.95046,99.26131,0.15735,4
160.783,33.22,-3.95121,99.25829,0.15742,4
160.89,33.23,-3.94407,99.25628,0.15748,4
161.009,33.24,-3.94487,99.25327,0.15754,4
161.11501,33.25,-3.94479,99.25126,0.15761,4
161.23199,33.26,-3.95106,99.24824,0.15768,4
161.336,33.27,-3.94478,99.24724,0.15774,4
161.44901,33.28,-3.94075,99.24724,0.1578,4
161.57201,33.29,-3.94454,99.24623,0.15787,4
161.679,33.3,-3.94299,99.24623,0.15794,4
161.784,33.31,-3.93988,99.24523,0.158,4
161.89799,33.32,-3.94062,99.24523,0.15806,4
162.017,33.33,-3.94685,99.24523,0.15813,4
162.12601,33.34,-3.94448,99.24422,0.15819,4
162.239,33.35,-3.93967,99.24523,0.15826,4
162.36,33.36,-3.9403,99.24523,0.15833,4
162.46201,33.37,-3.93804,99.24623,0.15839,4
162.578,33.38,-3.93399,99.24623,0.15846,4
162.683,33.39,-3.93406,99.24623,0.15852,4
162.793,33.4,-3.93327,99.24623,0.15858,4
162.908,33.41,-3.93411,99.24623,0.15864,4
163.02299,33.42,-3.92917,99.24724,0.15872,4
163.12199,33.43,-3.9325,99.24724,0.15877,4
163.231,33.44,-3.93172,99.24724,0.15884,4
163.34599,33.45,-3.93165,99.24724,0.1589,4
163.468,33.46,-3.93069,99.24724,0.15897,4
163.56799,33.47,-3.93163,99.24724,0.15903,4
163.683,33.48,-3.92919,99.24724,0.1591,4
163.795,33.49,-3.93311,99.24724,0.15916,4
163.908,33.5,-3.92766,99.24724,0.15922,4
164.01801,33.51,-3.92597,99.24623,0.15929,4
164.13699,33.52,-3.92427,99.24623,0.15936,4
164.242,33.53,-3.92355,99.24523,0.15942,4
164.356,33.54,-3.92586,99.24422,0.15949,4
164.47501,33.55,-3.92574,99.24422,0.15956,4
164.577,33.56,-3.92035,99.24322,0.15962,4
164.677,33.57,-3.92285,99.24322,0.15968,4
164.797,33.58,-3.92036,99.24422,0.15974,4
164.91,33.59,-3.91796,99.24422,0.15981,4
165.015,33.6,-3.91568,99.24623,0.15987,4
165.12399,33.61,-3.91884,99.24824,0.15993,4
165.23399,33.62,-3.92356,99.25126,0.16,4
165.343,33.63,-3.92279,99.25327,0.16006,4
165.46001,33.64,-3.92112,99.25528,0.16013,4
165.561,33.65,-3.92204,99.25829,0.16019,4
165.673,33.66,-3.92201,99.26231,0.16025,4
165.79401,33.67,-3.92029,99.26432,0.16032,4
165.899,33.68,-3.92037,99.26533,0.16039,4
165.99699,33.69,-3.91898,99.26633,0.16044,4
166.12199,33.7,-3.9172,99.26633,0.16051,4
166.235,33.71,-3.91795,99.26533,0.16058,4
166.343,33.72,-3.91485,99.26533,0.16064,4
166.44701,33.73,-3.91807,99.26432,0.1607,4
166.556,33.74,-3.91496,99.26231,0.16077,4
166.66901,33.75,-3.92039,99.2593,0.16083,4
166.767,33.76,-3.91978,99.25528,0.16089,4
166.883,33.77,-3.91892,99.25025,0.16096,4
166.996,33.78,-3.91498,99.2402,0.16102,4
167.10201,33.79,-3.91975,99.22714,0.16108,4
167.209,33.8,-3.91756,99.22513,0.16114,4
167.31,33.81,-3.91614,99.22312,0.1612,4
167.44,33.82,-3.91494,99.22111,0.16128,4
167.536,33.83,-3.91748,99.2201,0.16134,4
167.638,33.84,-3.9137,99.21709,0.1614,4
167.763,33.85,-3.90883,99.21608,0.16147,4
167.868,33.86,-3.91357,99.21407,0.16153,4
167.976,33.87,-3.91905,99.21307,0.16159,4
168.076,33.88,-3.91453,99.21206,0.16165,4
168.187,33.89,-3.91296,99.21106,0.16172,4
168.304,33.9,-3.90904,99.21106,0.16178,4
168.41499,33.91,-3.91286,99.21106,0.16185,4
168.517,33.92,-3.91686,99.21005,0.16191,4
168.629,33.93,-3.91683,99.21005,0.16197,4
168.73801,33.94,-3.91297,99.21005,0.16204,4
168.84599,33.95,-3.91145,99.21005,0.1621,4
168.95,33.96,-3.91232,99.21005,0.16216,4
169.071,33.97,-3.91294,99.21005,0.16223,4
169.17101,33.98,-3.91308,99.20905,0.16229,4
169.286,33.99,-3.90992,99.20905,0.16236,4
169.39101,34,-3.91154,99.20704,0.16242,4
169.498,34.01,-3.91082,99.20503,0.16248,4
169.608,34.02,-3.91016,99.20302,0.16254,4
169.72501,34.03,-3.90995,99.19899,0.16261,4
169.83,34.04,-3.91312,99.19799,0.16267,4
169.92799,34.05,-3.91251,99.19497,0.16273,4
170.034,34.06,-3.91257,99.19196,0.16279,4
170.16,34.07,-3.91698,99.18894,0.16287,4
170.256,34.08,-3.91564,99.18593,0.16292,4
170.368,34.09,-3.91484,99.18492,0.16299,4
170.47301,34.1,-3.91414,99.18291,0.16305,4
170.589,34.11,-3.91406,99.1809,0.16312,4
170.69501,34.12,-3.91796,99.1799,0.16318,4
170.79601,34.13,-3.91809,99.17889,0.16324,4
170.907,34.14,-3.9151,99.17789,0.1633,4
171.01601,34.15,-3.9104,99.17789,0.16336,4
171.125,34.16,-3.91349,99.17688,0.16343,4
171.226,34.17,-3.91439,99.17588,0.16349,4
171.34801,34.18,-3.91499,99.17487,0.16356,4
171.444,34.19,-3.91442,99.17588,0.16361,4
171.55099,34.2,-3.916,99.17588,0.16368,4
171.66901,34.21,-3.91665,99.17588,0.16375,4
171.774,34.22,-3.91442,99.17688,0.16381,4
171.88499,34.23,-3.91747,99.17688,0.16387,4
171.98801,34.24,-3.91374,99.17688,0.16393,4
172.092,34.25,-3.91459,99.17789,0.16399,4
172.20799,34.26,-3.91308,99.17789,0.16405,4
172.30901,34.27,-3.91705,99.17789,0.16411,4
172.423,34.28,-3.9161,99.1799,0.16418,4
172.524,34.29,-3.91393,99.1799,0.16424,4
172.629,34.3,-3.91477,99.18191,0.16431,4
172.744,34.31,-3.91852,99.18291,0.16437,4
172.843,34.32,-3.92173,99.18392,0.16443,4
172.96001,34.33,-3.91781,99.18492,0.1645,4
173.05499,34.34,-3.91802,99.18593,0.16455,4
173.162,34.35,-3.91577,99.18593,0.16462,4
173.27499,34.36,-3.9142,99.18693,0.16468,4
173.384,34.37,-3.91879,99.18693,0.16475,4
173.493,34.38,-3.91499,99.18693,0.16481,4
173.61099,34.39,-3.91259,99.18693,0.16488,4
173.711,34.4,-3.91577,99.18693,0.16494,4
173.806,34.41,-3.91454,99.18593,0.16499,4
173.91701,34.42,-3.91673,99.18693,0.16506,4
174.026,34.43,-3.91522,99.18693,0.16512,4
174.131,34.44,-3.91681,99.18593,0.16518,4
174.241,34.45,-3.91756,99.18693,0.16525,4
174.342,34.46,-3.91845,99.18794,0.16531,4
174.46001,34.47,-3.92137,99.18693,0.16537,4
174.55901,34.48,-3.91924,99.18693,0.16543,4
174.664,34.49,-3.92007,99.18693,0.16549,4
174.77,34.5,-3.9186,99.18794,0.16556,4
174.882,34.51,-3.92084,99.18693,0.16562,4
174.992,34.52,-3.9216,99.18593,0.16568,4
175.101,34.53,-3.91859,99.18392,0.16575,4
175.205,34.54,-3.91721,99.18392,0.16581,4
175.302,34.55,-3.91962,99.18191,0.16586,4
175.41901,34.56,-3.91949,99.18191,0.16593,4
175.53101,34.57,-3.92324,99.1809,0.166,4
175.629,34.58,-3.92794,99.1799,0.16606,4
175.737,34.59,-3.92645,99.1799,0.16612,4
175.84599,34.6,-3.91965,99.1799,0.16618,4
175.953,34.61,-3.92271,99.1809,0.16625,4
176.064,34.62,-3.92345,99.18291,0.16631,4
176.16499,34.63,-3.92734,99.18291,0.16637,4
176.28101,34.64,-3.92272,99.18593,0.16644,4
176.37801,34.65,-3.92893,99.18593,0.16649,4
176.489,34.66,-3.92514,99.18794,0.16656,4
176.59599,34.67,-3.93045,99.18794,0.16662,4
176.703,34.68,-3.92675,99.18894,0.16668,4
176.812,34.69,-3.92596,99.18794,0.16675,4
176.909,34.7,-3.92852,99.18894,0.1668,4
177.02901,34.71,-3.92674,99.18794,0.16688,4
177.131,34.72,-3.9276,99.18794,0.16693,4
177.23801,34.73,-3.92838,99.18794,0.167,4
177.33701,34.74,-3.93229,99.18693,0.16706,4
177.448,34.75,-3.93301,99.18693,0.16712,4
177.541,34.76,-3.93249,99.18693,0.16717,4
