#FILE:                       ,char_LF_24_06_10again.dsu     ,,,,
#FORMAT:                     ,NETZSCH5                      ,,,,
#IDENTITY:                   ,char LF                       ,,,,
#DECIMAL:                    ,POINT                         ,,,,
#SEPARATOR:                  ,COMMA                         ,,,,
#MTYPE:                      ,DTA                           ,,,,
#MSUBTYPE:                   ,                              ,,,,
#INSTRUMENT:                 ,NETZSCH STA 449 C             ,,,,
#PROJECT:                    ,Torrefaction                  ,,,,
#DATE/TIME:                  ,24/06/2010 16:20:36           ,,,,
#CORR. FILE:                 ,char_GF_23_06_10.bsu          ,,,,
#LABORATORY:                 ,Sustainable Research Energ    ,,,,
#OPERATOR:                   ,EMF                           ,,,,
#REMARK:                     ,                              ,,,,
#SAMPLE:                     ,nonisoth oxid with init drying,,,,
#SAMPLE MASS /mg:            ,9.95,,,,
#MATERIAL:                   ,Alumina                       ,,,,
#REFERENCE:                  ,Alumina                       ,,,,
#REFERENCE MASS /mg:         ,0,,,,
#TYPE OF CRUCIBLE:           ,DTA/TG crucible Al2O3         ,,,,
#SAMPLE CRUCIBLE MASS /mg:   ,0,,,,
#REFERENCE CRUCIBLE MASS /mg:,0,,,,
#CORR. CODE:                 ,20,,,,
#EXO:                        ,-1,,,,
#RANGE:                      ,30.0....900.0/0.0....10.0K/min,,,,
#SEGMENT:                    ,S1-4/4                        ,,,,
,,,,,
##Temp./øC,Time/min,DTA/(mW/mg),Mass/%,Sensit./(æV/mW),Segment
34.571,0.00E+00,-1.11E-02,100,9.06E-02,1
34.573,1.00E-02,-9.71E-03,100,9.06E-02,1
34.578,2.00E-02,-6.93E-03,100,9.06E-02,1
34.581,3.00E-02,-1.25E-02,100,9.06E-02,1
34.578,4.00E-02,-5.55E-03,100,9.06E-02,1
34.575,5.00E-02,-6.93E-03,100,9.06E-02,1
34.575,6.00E-02,-8.32E-03,100,9.06E-02,1
34.582,7.00E-02,-5.55E-03,100,9.06E-02,1
34.581,8.00E-02,-8.32E-03,100.00101,9.06E-02,1
34.578,9.00E-02,-4.16E-03,100.00101,9.06E-02,1
34.57,0.1,-6.93E-03,100.00101,9.06E-02,1
34.57,0.11,-4.16E-03,100.00201,9.06E-02,1
34.572,0.12,0.00E+00,100.00101,9.06E-02,1
34.573,0.13,2.77E-03,100.00201,9.06E-02,1
34.564,0.14,-5.55E-03,100.00302,9.06E-02,1
34.567,0.15,-4.16E-03,100.00302,9.06E-02,1
34.572,0.16,-1.39E-02,100.00402,9.06E-02,1
34.573,0.17,-1.39E-02,100.00402,9.06E-02,1
34.567,0.18,-9.71E-03,100.00402,9.06E-02,1
34.57,0.19,-8.32E-03,100.00302,9.06E-02,1
34.563,0.2,-6.93E-03,100.00402,9.06E-02,1
34.563,0.21,-8.32E-03,100.00402,9.06E-02,1
34.566,0.22,-9.71E-03,100.00302,9.06E-02,1
34.566,0.23,-6.93E-03,100.00302,9.06E-02,1
34.563,0.24,-6.93E-03,100.00302,9.06E-02,1
34.557,0.25,0.00E+00,100.00302,9.06E-02,1
34.566,0.26,-1.39E-03,100.00302,9.06E-02,1
34.561,0.27,-5.55E-03,100.00302,9.06E-02,1
34.569,0.28,-6.93E-03,100.00302,9.06E-02,1
34.56,0.29,-6.93E-03,100.00302,9.06E-02,1
34.556,0.3,-1.25E-02,100.00302,9.06E-02,1
34.55,0.31,-4.16E-03,100.00302,9.06E-02,1
34.551,0.32,-1.25E-02,100.00302,9.06E-02,1
34.554,0.33,-1.39E-02,100.00503,9.06E-02,1
34.548,0.34,-1.39E-02,100.00503,9.06E-02,1
34.544,0.35,-1.80E-02,100.00503,9.06E-02,1
34.556,0.36,-1.25E-02,100.00603,9.06E-02,1
34.554,0.37,-9.71E-03,100.00603,9.06E-02,1
34.553,0.38,-6.94E-03,100.00804,9.06E-02,1
34.56,0.39,-1.39E-03,100.00804,9.06E-02,1
34.558,0.4,-1.39E-03,100.00804,9.06E-02,1
34.556,0.41,-4.16E-03,100.00905,9.06E-02,1
34.556,0.42,-5.55E-03,100.00905,9.06E-02,1
34.556,0.43,-1.11E-02,100.01005,9.06E-02,1
34.556,0.44,6.94E-03,100.01005,9.06E-02,1
34.553,0.45,0.00E+00,100.01005,9.06E-02,1
34.553,0.46,-2.77E-03,100.01005,9.06E-02,1
34.554,0.47,-4.16E-03,100.01005,9.06E-02,1
34.554,0.48,-6.94E-03,100.00905,9.06E-02,1
34.554,0.49,-8.32E-03,100.00905,9.06E-02,1
34.551,0.5,-1.11E-02,100.00804,9.06E-02,1
34.553,0.51,-4.16E-03,100.00804,9.06E-02,1
34.55,0.52,-1.39E-03,100.00603,9.06E-02,1
34.548,0.53,0.00E+00,100.00603,9.06E-02,1
34.544,0.54,8.32E-03,100.00503,9.06E-02,1
34.545,0.55,5.55E-03,100.00503,9.06E-02,1
34.548,0.56,0.00E+00,100.00402,9.06E-02,1
34.551,0.57,2.77E-03,100.00402,9.06E-02,1
34.548,0.58,2.77E-03,100.00402,9.06E-02,1
34.548,0.59,-2.77E-03,100.00503,9.06E-02,1
34.55,0.6,2.77E-03,100.00503,9.06E-02,1
34.547,0.61,4.16E-03,100.00503,9.06E-02,1
34.547,0.62,5.55E-03,100.00503,9.06E-02,1
34.551,0.63,2.77E-03,100.00503,9.06E-02,1
34.544,0.64,1.39E-03,100.00603,9.06E-02,1
34.55,0.65,4.16E-03,100.00603,9.06E-02,1
34.553,0.66,8.32E-03,100.00704,9.06E-02,1
34.554,0.67,1.39E-02,100.00704,9.06E-02,1
34.547,0.68,1.39E-02,100.00704,9.06E-02,1
34.545,0.69,1.25E-02,100.00603,9.06E-02,1
34.542,0.7,6.94E-03,100.00704,9.06E-02,1
34.547,0.71,0.00E+00,100.00603,9.06E-02,1
34.547,0.72,1.39E-03,100.00603,9.06E-02,1
34.544,0.73,5.55E-03,100.00704,9.06E-02,1
34.551,0.74,1.25E-02,100.00704,9.06E-02,1
34.545,0.75,1.53E-02,100.00804,9.06E-02,1
34.544,0.76,1.25E-02,100.00704,9.06E-02,1
34.548,0.77,9.71E-03,100.00804,9.06E-02,1
34.544,0.78,8.32E-03,100.00804,9.06E-02,1
34.542,0.79,8.32E-03,100.00905,9.06E-02,1
34.547,0.8,5.55E-03,100.00905,9.06E-02,1
34.55,0.81,6.94E-03,100.00905,9.06E-02,1
34.547,0.82,1.11E-02,100.00905,9.06E-02,1
34.55,0.83,8.32E-03,100.00905,9.06E-02,1
34.55,0.84,8.32E-03,100.00905,9.06E-02,1
34.55,0.85,0.00E+00,100.00905,9.06E-02,1
34.551,0.86,4.16E-03,100.00704,9.06E-02,1
34.556,0.87,0.00E+00,100.00603,9.06E-02,1
34.563,0.88,-1.39E-03,100.00603,9.06E-02,1
34.556,0.89,-4.16E-03,100.00503,9.06E-02,1
34.564,0.9,-4.16E-03,100.00402,9.06E-02,1
34.561,0.91,-8.32E-03,100.00201,9.06E-02,1
34.564,0.92,-6.93E-03,100.00101,9.06E-02,1
34.561,0.93,-8.32E-03,100,9.06E-02,1
34.564,0.94,-1.39E-02,99.99899,9.06E-02,1
34.566,0.95,-1.25E-02,99.99698,9.06E-02,1
34.572,0.96,-1.94E-02,99.99598,9.06E-02,1
34.575,0.97,-2.22E-02,99.99497,9.06E-02,1
34.582,0.98,-2.36E-02,99.99296,9.06E-02,1
34.578,0.99,-2.77E-02,99.99095,9.06E-02,1
34.588,1,-2.50E-02,99.98995,9.06E-02,1
34.594,1.01,-3.47E-02,99.98794,9.06E-02,1
34.6,1.02,-3.88E-02,99.98794,9.06E-02,1
34.606,1.03,-4.58E-02,99.98593,9.06E-02,1
34.618,1.04,-5.55E-02,99.98392,9.06E-02,1
34.63,1.05,-5.68E-02,99.98191,9.06E-02,1
34.632,1.06,-6.24E-02,99.9809,9.06E-02,1
34.64,1.07,-6.52E-02,99.9799,9.06E-02,1
34.644,1.08,-7.49E-02,99.97889,9.06E-02,1
34.656,1.09,-8.73E-02,99.97688,9.06E-02,1
34.66,1.1,-8.73E-02,99.97688,9.06E-02,1
34.675,1.11,-9.01E-02,99.97588,9.06E-02,1
34.681,1.12,-9.70E-02,99.97387,9.06E-02,1
34.696,1.13,-0.10395,99.97286,9.06E-02,1
34.704,1.14,-0.11365,99.97387,9.06E-02,1
34.712,1.15,-0.12057,99.97387,9.06E-02,1
34.735,1.16,-0.13165,99.97186,9.07E-02,1
34.744,1.17,-0.13995,99.97286,9.07E-02,1
34.757,1.18,-0.14964,99.97186,9.07E-02,1
34.774,1.19,-0.15933,99.97286,9.07E-02,1
34.795,1.2,-0.16901,99.97286,9.07E-02,1
34.808,1.21,-0.18009,99.97387,9.07E-02,1
34.83,1.22,-0.18976,99.97387,9.07E-02,1
34.839,1.23,-0.20083,99.97588,9.07E-02,1
34.861,1.24,-0.21188,99.97588,9.07E-02,1
34.878,1.25,-0.21186,99.97588,9.07E-02,1
34.902,1.26,-0.22015,99.97688,9.07E-02,1
34.916,1.27,-0.24228,99.97688,9.07E-02,1
34.937,1.28,-0.24918,99.97688,9.08E-02,1
34.959,1.29,-0.26576,99.97487,9.08E-02,1
34.983,1.3,-0.27957,99.97487,9.08E-02,1
34.997,1.31,-0.27955,99.97387,9.08E-02,1
35.029,1.32,-0.29611,99.97286,9.08E-02,1
35.052,1.33,-0.30437,99.97286,9.08E-02,1
35.071,1.34,-0.32233,99.97085,9.08E-02,1
35.1,1.35,-0.32919,99.96985,9.08E-02,1
35.124,1.36,-0.34022,99.96884,9.08E-02,1
35.156,1.37,-0.36091,99.96884,9.09E-02,1
35.196,1.38,-0.37189,99.96884,9.09E-02,1
35.215,1.39,-0.37739,99.97085,9.09E-02,1
35.237,1.4,-0.38978,99.97186,9.09E-02,1
35.275,1.41,-0.40491,99.97487,9.09E-02,1
35.302,1.42,-0.41453,99.97588,9.09E-02,1
35.333,1.43,-0.43795,99.97889,9.09E-02,1
35.362,1.44,-0.44893,99.97889,9.09E-02,1
35.406,1.45,-0.46542,99.9799,9.10E-02,1
35.441,1.46,-0.46946,99.9809,9.10E-02,1
35.478,1.47,-0.48594,99.9809,9.10E-02,1
35.505,1.48,-0.50245,99.9809,9.10E-02,1
35.538,1.49,-0.52168,99.9799,9.10E-02,1
35.59,1.5,-0.53258,99.97889,9.11E-02,1
35.617,1.51,-0.54492,99.97688,9.11E-02,1
35.66,1.52,-0.55445,99.97487,9.11E-02,1
35.695,1.53,-0.57228,99.97286,9.11E-02,1
35.742,1.54,-0.58455,99.96884,9.11E-02,1
35.783,1.55,-0.60235,99.96683,9.11E-02,1
35.821,1.56,-0.61464,99.96382,9.12E-02,1
35.879,1.57,-0.63512,99.9608,9.12E-02,1
35.918,1.58,-0.64877,99.95879,9.12E-02,1
35.962,1.59,-0.66653,99.95578,9.12E-02,1
36.015,1.6,-0.68425,99.95377,9.13E-02,1
36.047,1.61,-0.6979,99.95075,9.13E-02,1
36.094,1.62,-0.70874,99.94874,9.13E-02,1
36.151,1.63,-0.72642,99.94673,9.13E-02,1
36.19,1.64,-0.74141,99.94573,9.13E-02,1
36.238,1.65,-0.75911,99.94472,9.14E-02,1
36.296,1.66,-0.78226,99.94372,9.14E-02,1
36.34,1.67,-0.77933,99.94472,9.14E-02,1
36.391,1.68,-0.80387,99.94472,9.14E-02,1
36.45,1.69,-0.82423,99.94573,9.15E-02,1
36.503,1.7,-0.83226,99.94874,9.15E-02,1
36.561,1.71,-0.84162,99.95276,9.15E-02,1
36.624,1.72,-0.86331,99.95678,9.15E-02,1
36.676,1.73,-0.88092,99.96583,9.16E-02,1
36.733,1.74,-0.89712,99.97688,9.16E-02,1
36.79,1.75,-0.91332,99.97789,9.16E-02,1
36.842,1.76,-0.92405,99.9799,9.16E-02,1
36.901,1.77,-0.94571,99.98291,9.17E-02,1
36.961,1.78,-0.96049,99.98392,9.17E-02,1
37.022,1.79,-0.97936,99.98693,9.17E-02,1
37.093,1.8,-0.99544,99.98794,9.18E-02,1
37.143,1.81,-1.02257,99.98894,9.18E-02,1
37.213,1.82,-1.03726,99.98894,9.18E-02,1
37.277,1.83,-1.04513,99.98894,9.18E-02,1
37.334,1.84,-1.05851,99.98995,9.19E-02,1
37.405,1.85,-1.08413,99.99095,9.19E-02,1
37.463,1.86,-1.10018,99.99296,9.19E-02,1
37.527,1.87,-1.11349,99.99497,9.20E-02,1
37.606,1.88,-1.1322,99.99598,9.20E-02,1
37.685,1.89,-1.14127,99.99799,9.20E-02,1
37.743,1.9,-1.15458,100,9.21E-02,1
37.806,1.91,-1.18426,100.00101,9.21E-02,1
37.877,1.92,-1.19062,100.00201,9.21E-02,1
37.944,1.93,-1.21203,100.00402,9.21E-02,1
38.029,1.94,-1.2265,100.00503,9.22E-02,1
38.106,1.95,-1.24513,100.00302,9.22E-02,1
38.166,1.96,-1.26515,100.00201,9.22E-02,1
38.241,1.97,-1.28373,100,9.23E-02,1
38.327,1.98,-1.31174,99.99799,9.23E-02,1
38.397,1.99,-1.31808,99.99698,9.24E-02,1
38.461,2,-1.32445,99.99497,9.24E-02,1
38.547,2.01,-1.34699,99.99296,9.24E-02,1
38.619,2.02,-1.35601,99.98995,9.25E-02,1
38.707,2.03,-1.36904,99.98693,9.25E-02,1
38.785,2.04,-1.38881,99.98291,9.25E-02,1
38.868,2.05,-1.40859,99.97889,9.26E-02,1
38.935,2.06,-1.41896,99.97588,9.26E-02,1
39.015,2.07,-1.43737,99.97387,9.26E-02,1
39.093,2.08,-1.45714,99.97186,9.27E-02,1
39.183,2.09,-1.46325,99.97186,9.27E-02,1
39.257,2.1,-1.48302,99.97085,9.28E-02,1
39.334,2.11,-1.50546,99.96985,9.28E-02,1
39.42,2.12,-1.5224,99.96784,9.28E-02,1
39.519,2.13,-1.53652,99.96683,9.29E-02,1
39.61,2.14,-1.55204,99.96583,9.29E-02,1
39.689,2.15,-1.56899,99.96482,9.30E-02,1
39.785,2.16,-1.58445,99.96482,9.30E-02,1
39.862,2.17,-1.60138,99.96382,9.30E-02,1
39.937,2.18,-1.61968,99.96281,9.31E-02,1
40.035,2.19,-1.63642,99.96281,9.31E-02,1
40.134,2.2,-1.65313,99.96181,9.32E-02,1
40.22,2.21,-1.66589,99.9608,9.32E-02,1
40.307,2.22,-1.68004,99.96181,9.32E-02,1
40.394,2.23,-1.69541,99.96181,9.33E-02,1
40.486,2.24,-1.71347,99.96281,9.33E-02,1
40.572,2.25,-1.73291,99.96281,9.34E-02,1
40.66,2.26,-1.74021,99.96281,9.34E-02,1
40.754,2.27,-1.74746,99.96281,9.35E-02,1
40.866,2.28,-1.76125,99.96482,9.35E-02,1
40.952,2.29,-1.79138,99.96583,9.36E-02,1
41.052,2.3,-1.80659,99.96583,9.36E-02,1
41.133,2.31,-1.80988,99.96583,9.36E-02,1
41.251,2.32,-1.83562,99.96683,9.37E-02,1
41.333,2.33,-1.85497,99.96683,9.37E-02,1
41.425,2.34,-1.87287,99.96683,9.38E-02,1
41.534,2.35,-1.89595,99.96583,9.38E-02,1
41.629,2.36,-1.89371,99.96683,9.39E-02,1
41.72,2.37,-1.9089,99.96583,9.39E-02,1
41.816,2.38,-1.93071,99.96583,9.40E-02,1
41.916,2.39,-1.94177,99.96482,9.40E-02,1
42.019,2.4,-1.94878,99.96382,9.41E-02,1
42.115,2.41,-1.96921,99.96281,9.41E-02,1
42.216,2.42,-1.98422,99.96281,9.41E-02,1
42.318,2.43,-1.99255,99.96181,9.42E-02,1
42.421,2.44,-2.02751,99.96181,9.42E-02,1
42.523,2.45,-2.03314,99.96181,9.43E-02,1
42.632,2.46,-2.05467,99.96181,9.43E-02,1
42.727,2.47,-2.06035,99.96181,9.44E-02,1
42.833,2.48,-2.08054,99.96281,9.44E-02,1
42.941,2.49,-2.09404,99.96382,9.45E-02,1
43.046,2.5,-2.10225,99.96482,9.45E-02,1
43.152,2.51,-2.11707,99.96683,9.46E-02,1
43.256,2.52,-2.13323,99.96784,9.46E-02,1
43.358,2.53,-2.14674,99.97085,9.47E-02,1
43.478,2.54,-2.15473,99.97387,9.47E-02,1
43.578,2.55,-2.16956,99.97789,9.48E-02,1
43.68,2.56,-2.19628,99.9809,9.48E-02,1
43.78,2.57,-2.20577,99.98492,9.49E-02,1
43.884,2.58,-2.21786,99.98794,9.49E-02,1
44.004,2.59,-2.22716,99.99196,9.50E-02,1
44.122,2.6,-2.24299,99.99497,9.50E-02,1
44.221,2.61,-2.25906,99.99497,9.51E-02,1
44.336,2.62,-2.26701,99.99698,9.51E-02,1
44.457,2.63,-2.28807,99.99698,9.52E-02,1
44.566,2.64,-2.29738,99.99598,9.53E-02,1
44.661,2.65,-2.30684,99.99598,9.53E-02,1
44.775,2.66,-2.32925,99.99397,9.54E-02,1
44.888,2.67,-2.33716,99.99397,9.54E-02,1
45.002,2.68,-2.35559,99.99296,9.55E-02,1
45.113,2.69,-2.36348,99.99196,9.55E-02,1
45.23,2.7,-2.37919,99.98995,9.56E-02,1
45.349,2.71,-2.39355,99.98995,9.56E-02,1
45.455,2.72,-2.40279,99.98894,9.57E-02,1
45.583,2.73,-2.41701,99.98894,9.57E-02,1
45.683,2.74,-2.4263,99.98794,9.58E-02,1
45.808,2.75,-2.44062,99.98693,9.58E-02,1
45.913,2.76,-2.44318,99.98693,9.59E-02,1
46.031,2.77,-2.45354,99.98593,9.60E-02,1
46.143,2.78,-2.46003,99.98593,9.60E-02,1
46.251,2.79,-2.48094,99.98392,9.61E-02,1
46.374,2.8,-2.49642,99.98191,9.61E-02,1
46.492,2.81,-2.50541,99.9799,9.62E-02,1
46.599,2.82,-2.51322,99.97889,9.62E-02,1
46.726,2.83,-2.52991,99.97588,9.63E-02,1
46.844,2.84,-2.54017,99.97487,9.63E-02,1
46.96,2.85,-2.55826,99.97387,9.64E-02,1
47.088,2.86,-2.56315,99.97286,9.65E-02,1
47.188,2.87,-2.58401,99.97186,9.65E-02,1
47.314,2.88,-2.59541,99.97085,9.66E-02,1
47.43,2.89,-2.59522,99.97085,9.66E-02,1
47.552,2.9,-2.60535,99.97186,9.67E-02,1
47.671,2.91,-2.6168,99.97186,9.67E-02,1
47.789,2.92,-2.62956,99.97186,9.68E-02,1
47.912,2.93,-2.64093,99.97387,9.69E-02,1
48.036,2.94,-2.64968,99.97487,9.69E-02,1
48.15,2.95,-2.66504,99.97688,9.70E-02,1
48.272,2.96,-2.67249,99.97789,9.70E-02,1
48.389,2.97,-2.68648,99.9799,9.71E-02,1
48.511,2.98,-2.6978,99.9809,9.71E-02,1
48.638,2.99,-2.70386,99.98191,9.72E-02,1
48.754,3,-2.71394,99.98191,9.73E-02,1
48.887,3.01,-2.72507,99.98191,9.73E-02,1
48.997,3.02,-2.74037,99.98291,9.74E-02,1
49.133,3.03,-2.75014,99.98191,9.74E-02,1
49.26,3.04,-2.76001,99.98191,9.75E-02,1
49.398,3.05,-2.76587,99.98191,9.76E-02,1
49.511,3.06,-2.7772,99.9799,9.76E-02,1
49.628,3.07,-2.77689,99.97889,9.77E-02,1
49.75,3.08,-2.78422,99.97789,9.77E-02,1
49.874,3.09,-2.79408,99.97789,9.78E-02,1
50.005,3.1,-2.81546,99.97789,9.79E-02,1
50.125,3.11,-2.81245,99.97789,9.79E-02,1
50.247,3.12,-2.81846,99.97688,9.80E-02,1
50.373,3.13,-2.82184,99.97789,9.80E-02,1
50.498,3.14,-2.83548,99.97789,9.81E-02,1
50.632,3.15,-2.84513,99.97889,9.82E-02,1
50.743,3.16,-2.85637,99.97889,9.82E-02,1
50.889,3.17,-2.86327,99.97889,9.83E-02,1
50.995,3.18,-2.87073,99.97889,9.83E-02,1
51.124,3.19,-2.88168,99.97889,9.84E-02,1
51.244,3.2,-2.8902,99.97688,9.85E-02,1
51.383,3.21,-2.8946,99.97588,9.85E-02,1
51.527,3.22,-2.90148,99.97588,9.86E-02,1
51.639,3.23,-2.91517,99.97487,9.86E-02,1
51.77,3.24,-2.92221,99.97387,9.87E-02,1
51.89,3.25,-2.9205,99.97286,9.88E-02,1
52.012,3.26,-2.93147,99.97186,9.88E-02,1
52.141,3.27,-2.94232,99.97186,9.89E-02,1
52.27,3.28,-2.95189,99.97186,9.89E-02,1
52.411,3.29,-2.94986,99.97286,9.90E-02,1
52.528,3.3,-2.95325,99.97487,9.91E-02,1
52.656,3.31,-2.96661,99.97588,9.91E-02,1
52.783,3.32,-2.97236,99.97789,9.92E-02,1
52.932,3.33,-2.97653,99.9799,9.93E-02,1
53.059,3.34,-2.97975,99.9809,9.93E-02,1
53.183,3.35,-2.99437,99.98191,9.94E-02,1
53.301,3.36,-3.00783,99.98291,9.94E-02,1
53.433,3.37,-3.0084,99.98291,9.95E-02,1
53.565,3.38,-3.01403,99.98291,9.96E-02,1
53.691,3.39,-3.01723,99.98291,9.96E-02,1
53.821,3.4,-3.02288,99.98291,9.97E-02,1
53.952,3.41,-3.03606,99.98291,9.98E-02,1
54.081,3.42,-3.03667,99.98191,9.98E-02,1
54.212,3.43,-3.03976,99.9809,9.99E-02,1
54.338,3.44,-3.04796,99.9799,1.00E-01,1
54.464,3.45,-3.0486,99.9809,0.10001,1
54.609,3.46,-3.06165,99.9799,0.10008,1
54.739,3.47,-3.06334,99.97889,0.10015,1
54.862,3.48,-3.0728,99.97889,0.10021,1
54.997,3.49,-3.07579,99.97889,0.10027,1
55.127,3.5,-3.08011,99.97789,0.10034,1
55.257,3.51,-3.08317,99.9799,0.1004,1
55.411,3.52,-3.08212,99.97889,0.10047,1
55.52,3.53,-3.09424,99.9799,0.10053,1
55.649,3.54,-3.09979,99.97889,0.10059,1
55.783,3.55,-3.09653,99.9799,0.10066,1
55.907,3.56,-3.10351,99.97889,0.10071,1
56.043,3.57,-3.11008,99.97889,0.10078,1
56.165,3.58,-3.11697,99.97789,0.10084,1
56.302,3.59,-3.13111,99.97889,0.10091,1
56.43,3.6,-3.1279,99.97789,0.10097,1
56.566,3.61,-3.12957,99.97688,0.10104,1
56.685,3.62,-3.13647,99.97487,0.1011,1
56.832,3.63,-3.13796,99.97487,0.10117,1
56.955,3.64,-3.13858,99.97286,0.10123,1
57.094,3.65,-3.14143,99.97085,0.1013,1
57.231,3.66,-3.14803,99.96884,0.10136,1
57.359,3.67,-3.15847,99.96784,0.10143,1
57.497,3.68,-3.16131,99.96784,0.10149,1
57.633,3.69,-3.17284,99.96583,0.10156,1
57.758,3.7,-3.17093,99.96583,0.10162,1
57.895,3.71,-3.17378,99.96583,0.10169,1
58.02,3.72,-3.1768,99.96583,0.10175,1
58.164,3.73,-3.17953,99.96482,0.10182,1
58.288,3.74,-3.18996,99.96583,0.10188,1
58.426,3.75,-3.18784,99.96482,0.10195,1
58.557,3.76,-3.19076,99.96583,0.10201,1
58.692,3.77,-3.19483,99.96583,0.10208,1
58.811,3.78,-3.19792,99.96482,0.10214,1
58.952,3.79,-3.20436,99.96482,0.10221,1
59.099,3.8,-3.20209,99.96382,0.10228,1
59.222,3.81,-3.20265,99.96482,0.10234,1
59.35,3.82,-3.20682,99.96382,0.1024,1
59.487,3.83,-3.21329,99.96281,0.10247,1
59.623,3.84,-3.21364,99.96382,0.10254,1
59.747,3.85,-3.21907,99.96382,0.1026,1
59.894,3.86,-3.22047,99.96382,0.10267,1
60.024,3.87,-3.22335,99.96482,0.10274,1
60.152,3.88,-3.22382,99.96482,0.1028,1
60.286,3.89,-3.22297,99.96583,0.10287,1
60.425,3.9,-3.22692,99.96583,0.10293,1
60.56,3.91,-3.23337,99.96683,0.103,1
60.699,3.92,-3.23243,99.96784,0.10307,1
60.83,3.93,-3.2499,99.96884,0.10313,1
60.955,3.94,-3.24308,99.97085,0.1032,1
61.095,3.95,-3.24942,99.97286,0.10327,1
61.229,3.96,-3.2522,99.97588,0.10333,1
61.37,3.97,-3.25487,99.97889,0.1034,1
61.492,3.98,-3.25661,99.98291,0.10346,1
61.646,3.99,-3.25785,99.98593,0.10354,1
61.748,4,-3.25505,99.98894,0.10359,1
61.887,4.01,-3.24925,99.99095,0.10366,1
62.034,4.02,-3.25182,99.99196,0.10373,1
62.171,4.03,-3.25937,99.99196,0.1038,1
62.302,4.04,-3.25978,99.99095,0.10386,1
62.417,4.05,-3.26401,99.98894,0.10392,1
62.563,4.06,-3.26415,99.98794,0.10399,1
62.7,4.07,-3.26564,99.98392,0.10406,1
62.827,4.08,-3.2709,99.98191,0.10412,1
62.978,4.09,-3.26855,99.97789,0.1042,1
63.097,4.1,-3.27272,99.97487,0.10426,1
63.237,4.11,-3.27295,99.97085,0.10433,1
63.372,4.12,-3.28047,99.96683,0.10439,1
63.497,4.13,-3.27852,99.96281,0.10446,1
63.634,4.14,-3.28119,99.95879,0.10452,1
63.769,4.15,-3.27908,99.95477,0.10459,1
63.918,4.16,-3.27796,99.95075,0.10467,1
64.038,4.17,-3.28568,99.94673,0.10473,1
64.175,4.18,-3.28594,99.94171,0.10479,1
64.303,4.19,-3.28279,99.93769,0.10486,1
64.437,4.2,-3.28425,99.93467,0.10492,1
64.571,4.21,-3.28216,99.93065,0.10499,1
64.696,4.22,-3.28619,99.92764,0.10505,1
64.834,4.23,-3.28524,99.92663,0.10512,1
64.969,4.24,-3.28671,99.92764,0.10519,1
65.11,4.25,-3.29287,99.92864,0.10526,1
65.235,4.26,-3.2945,99.93065,0.10532,1
65.367,4.27,-3.29005,99.93266,0.10539,1
65.494,4.28,-3.29165,99.93568,0.10545,1
65.64,4.29,-3.29652,99.93568,0.10552,1
65.762,4.3,-3.29461,99.93568,0.10559,1
65.896,4.31,-3.29609,99.93467,0.10565,1
66.034,4.32,-3.29631,99.93367,0.10572,1
66.152,4.33,-3.29804,99.93166,0.10578,1
66.292,4.34,-3.3006,99.92965,0.10585,1
66.423,4.35,-3.29619,99.92764,0.10592,1
66.551,4.36,-3.29182,99.92462,0.10598,1
66.689,4.37,-3.29205,99.92362,0.10605,1
66.832,4.38,-3.29337,99.92161,0.10612,1
66.957,4.39,-3.29971,99.92161,0.10618,1
67.089,4.4,-3.29293,99.92261,0.10625,1
67.224,4.41,-3.29556,99.92563,0.10632,1
67.36,4.42,-3.2958,99.92965,0.10639,1
67.504,4.43,-3.28537,99.93568,0.10646,1
67.619,4.44,-3.29414,99.94472,0.10652,1
67.76,4.45,-3.29902,99.94874,0.10659,1
67.894,4.46,-3.30048,99.94874,0.10665,1
68.029,4.47,-3.29249,99.94975,0.10672,1
68.156,4.48,-3.29288,99.95075,0.10679,1
68.283,4.49,-3.29679,99.95176,0.10685,1
68.425,4.5,-3.30164,99.95176,0.10692,1
68.559,4.51,-3.29721,99.95276,0.10699,1
68.686,4.52,-3.30345,99.95176,0.10705,1
68.818,4.53,-3.30023,99.95075,0.10712,1
68.954,4.54,-3.29695,99.94874,0.10719,1
69.083,4.55,-3.29964,99.94472,0.10725,1
69.215,4.56,-3.30228,99.9407,0.10732,1
69.334,4.57,-3.29692,99.93668,0.10738,1
69.475,4.58,-3.29474,99.93266,0.10745,1
69.588,4.59,-3.29066,99.92663,0.10751,1
69.73,4.6,-3.29664,99.92261,0.10758,1
69.873,4.61,-3.29793,99.91859,0.10765,1
69.999,4.62,-3.29249,99.91558,0.10771,1
70.126,4.63,-3.29169,99.91256,0.10778,1
70.258,4.64,-3.28616,99.91055,0.10785,1
70.389,4.65,-3.2888,99.90955,0.10791,1
70.528,4.66,-3.28666,99.90955,0.10798,1
70.646,4.67,-3.29183,99.90854,0.10804,1
70.79,4.68,-3.28845,99.90854,0.10811,1
70.919,4.69,-3.28879,99.90955,0.10818,1
71.052,4.7,-3.28558,99.90955,0.10825,1
71.178,4.71,-3.28945,99.90955,0.10831,1
71.304,4.72,-3.28757,99.91055,0.10837,1
71.443,4.73,-3.29233,99.91055,0.10844,1
71.558,4.74,-3.2894,99.91055,0.1085,1
71.688,4.75,-3.28741,99.91055,0.10857,1
