,char_GF_23_06_10.csv,char_GF_24_06_10.csv,char_GF_reground_25_10_10.csv,char_LF_24_06_10.csv,char_LF_24_06_10again.csv,char_LF_reground_22_10_10.csv,char_NF_23_06_10.csv,char_NF_24_06_10.csv,char_NF_reground_2_11_10.csv,char_GB_reground_1_11_10.csv,char_N2_reground_2_11_10.csv,char_GD_30_06_10.csv,char_GD_30_06_10_again.csv,char_QD_30_06_10.csv
470,0.157312604628939,0.156648247415676,0.163756870757458,0.0596039168701301,0.0610703776719865,0.0627338177184233,0.0645437558233512,0.0672911788914588,0.0663097640466845,0.020128388777491,0.017086875843754,0.0298830631786359,0.0298830631786359,0.0205351151746156
480,0.192218631292617,0.18759675950812,0.205110199124756,0.0681448822522722,0.0717811164206538,0.0724999993174073,0.0733255974742745,0.0759421862987481,0.0769826537131287,0.0225960549779365,0.0204697748525026,0.037039648057721,0.037039648057721,0.0251206277458436
490,0.239573095753062,0.234779093094081,0.264157037811558,0.078023449353451,0.0764621049240502,0.0849947404843143,0.084847726468653,0.08866015237066,0.0908749720691061,0.0283383902974095,0.0246572450732085,0.0456742309861425,0.0456742309861425,0.0307427811800975
500,0.315504330442921,0.2954676929992,0.361943293611085,0.0956442915938714,0.0939546271248255,0.102320721926756,0.101551121349249,0.105221492194082,0.110645819721047,0.0345508953719259,0.0302475837222003,0.0558985162421266,0.0558985162421266,0.0375949110571346
510,0.453076622494678,0.41624394347428,0.553860756286407,0.11059129136684,0.111346941031115,0.1263528434901,0.124533841219628,0.129555185214082,0.136194306793116,0.0480703681296144,0.0372977481170464,0.0684986020832085,0.0684986020832085,0.0527206423862088
520,0.754545614309724,0.688447144448607,1.07600266285668,0.135409748947489,0.139328607704092,0.157135064698714,0.152532876236681,0.162831193105446,0.171706798319594,0.0527766053927356,0.0469250333136566,0.0830699050963927,0.0830699050963927,0.0571675553240856
530,0.913606015777549,1.13858231849971,0.297495483482866,0.165698825572205,0.171647387231065,0.200570615750207,0.189935524946354,0.205915473289019,0.218137595291223,0.0653753153634917,0.0586395268398536,0.100407770956497,0.100407770956497,0.0693523132541461
540,0.0646849962475349,0.157008325067284,0.0545216799533497,0.213634963132966,0.213900328014001,0.256395899264635,0.241076377863058,0.268634895145217,0.281528406537545,0.0815580113762503,0.0749525201971167,0.122556451369486,0.122556451369486,0.0858393858450984
550,0.0275092821019564,0.0550684581383439,0.0469667603046009,0.276553053965074,0.279600382493397,0.347741156108296,0.31626661666371,0.359107414587917,0.3792959654637,0.101752900142306,0.0974262734866044,0.153282921302043,0.153282921302043,0.105092968592613
560,0.102317871163518,0.0222416082744378,0.0235662750591717,0.379429521440592,0.401881715251878,0.514932478538673,0.453722062208733,0.548024334163417,0.584367800162422,0.127096251737154,0.123418904681661,0.195488098198823,0.195488098198823,0.149893180291751
570,0.0627281751677445,-0.0387915892556817,0.0418831400942765,0.618358564214792,0.638905310090485,0.976508158933101,0.777293056076979,1.10315682684094,1.27790808841212,0.159321937059129,0.153258875712354,0.248741345556067,0.248741345556067,0.180189881108469
580,0.0411989386980063,-0.0316955128802479,0.0356867157993318,1.36669741511388,1.44730549419706,2.17170669413817,2.34683536134808,0.94995501413331,0.215611661405043,0.201796768450835,0.191191470933562,0.325005733306244,0.325005733306244,0.245305525191667
590,0.0596593052981779,0.045512409746369,0.0626863012966193,0.00419091223701548,0.0892433119919098,0.0449167080753246,0.0362579673684782,0.0134262847121127,0.0421804824496564,0.262085084629273,0.248219000483354,0.463995584081926,0.463995584081926,0.343293724960099
600,0.135069872764627,0.130017239424538,0.127722814779113,0.0646731668694849,0.167754000730473,0.140869136320771,0.142714339246928,0.170320578719882,0.14650858166287,0.34791933119836,0.308671604604689,0.813625447479727,0.813625447479727,0.509195635995792
